"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
17978														210		69	140					1	0	0							
18050														3666		1774	0					141	1751	0							
18827														9479		5568	0					131	3765	15							
18836														1986		1094	0					70	822	0							
18854														5189		4571	0		998	1672		182	436	0				Dividends Payable	Cashier's Checks		
19356														664		311	0					56	297	0							
19936														2039		2004	0					21	14	0							
19972														1225		1129	0					1	95	0							
20053														627		193	0					80	354	0							
20633														2809		1846	0					46	864	53							
20857														1068		367	0					223	478	0							
21256														8		0	0					8	0	0							
21359														509		436	0					10	63	0							
21658														1587		1137	0					61	389	0	1000						
22048														2202		1537	0					109	556	0							
22543														1840		801	530					11	498	0							
22552														507		297	0					115	95	0							
22730														1576		269	963					6	316	22							
23456														756		0	0					210	546	0							
23504														251228	0	194486	0	0	0	0	0	90	48393	8259	0	0	62870				
23643														238		112	0					102	24	0							
23755														2019		1005	63					26	925	0							
24006														15959		10739	0					34	5186	0							
24378														483		319	0					1	163	0							
24453														2619		1132	0					28	1459	0							
24659														416		213	0					20	183	0							
24668														9398		7132	0		2784	2210		335	1931	0				Escrow Mtg Loans	Dividends Payable	Deferred Loan Recovery	
24949														4535		3284	0					110	1141	0							
25357														661		0	0					73	588	0							
25647														3608		2520	0		1679			212	876	0				Unearned SBA Fees	Forgiven SBA Loans		
26457														44		0	0					19	25	0							
26765														15464		4585	273					250	8354	2002							
27070														5684		1801	1013					195	2675	0							
27548														10061		4420	740					101	4800	0							
27614														2786		1575	47					83	1081	0							
27847														4394		2552	0					190	1652	0							
28013														32065		22395	0					680	6917	2073	12715			federal tax			
28152														2035	370	1986	0	84				13	36	0	753	707					
28675														1380		1	904					11	464	0							
28732														1288		1068	0					67	153	0							
29476														437		367	15					55	0	0							
29636														13520		10085	0					408	3027	0							
29878														27221		26543	0		57	5954		0	678	0	20532			Abandoned Property	Minimum Liability Pension		
30052														278		71	19					2	186	0							
30502														11489		7591	743					36	2974	145							
30650														965		3	435					76	451	0							
30810	3599268	0	808936	0	0	691364	0	0	2670486	62200	0	0	0									57646						Merchant Settlement			
31134														1826		1306	185	134	531	326		79	256	0				Index Liability Plan	Split Dollar Ins Liability		
31255														8054	0	2385	0	0	549	1777	0	39	5630	0	0	0	0	purchased muni bond on Sept settles in Oct	factored loans collected reserves		
31657														159		66	0					17	76	0							
31826														2994		2677	0					100	217	0	1441						
31835														6611		3715	0					81	2815	0							
32234														1937		753	0					15	1169	0							
32766														1108		328	317		328			3	435	25				PPP Loan Fees			
32971														3239		2694	0					36	509	0							
33147														951		117	0					152	682	0							
33259														3859		728	0					595	2536	0							
33268														494		361	0					27	106	0							
33370														142		142	0					0	0	0							
33839														150		11	79					6	54	0							
33857														2904		0	0					383	2521	0							
34434														2136		1869	0					139	128	0							
34537														91447		74106	0	25209				161	14885	2295			27246				
34555														2582	0	2358	0	0	0	0	0	224	0	0	2325	0	0				
34742														3858		2341	0					89	1428	0							
35057														391	0	52	23	0	28	0	0	32	284	0	0	0	0	PPP Fees in Process			
35301	17291000	0	14882000	336000	0	9247000	0	0	2054000	19000	0	0	0									0						Cash Collateral Payables			
35570														378750	0	287831	0	0	0	0	0	508	74397	16014	0	0	216374				
35646														593		359	148					55	31	0							
35879														1407		420	0					175	812	0							
36456														499		370	0					30	99	0							
36933														1294		691	0					174	429	0							
37051														143		34	0					75	34	0							
37341														435		306	0					68	61	0							
37435														7875		2199	0					181	5495	0							
37640														48734	0	17942	3097	0	0	0	0	364	27331	0	0	0	6354				
37659														779	0	753	0	0	0	0	0	9	17	0	753	0	0				
37949														266		0	0					30	236	0							
38740														904		96	0					46	762	0							
39327														7380		6789	389					27	175	0							
39756														5765		2700	0		2616			116	2949	0				ACCRUED SALARY CONTINUATION			
40033														592		546	0					4	42	0							
40499														105160		84665	0					31	20464	0	41691		26806				
40855														1214		0	0					152	1062	0							
41553														437		0	0					9	428	0							
41629														1436		117	0					62	1257	0							
41825														6384		4739	0					50	598	997							
41955														14		0	0					4	10	0							
42037														404		3	0					17	384	0							
42354														427		0	0					18	409	0							
42372														2645		2389	0					7	249	0							
42420														130855	8144	102067	0					170	22186	6432		37217	44473				
42448														5483	0	1888	0	0	1016	0	0	1344	1980	271	0	0	753	OTHER PAYABLES			
42457														323		0	26					15	282	0							
43052														1154		37	0					32	1085	0							
43351														1644		275	0					414	955	0							
43856														610		603	0					4	3	0							
43959														892		1	433					130	321	7							
44040														1706		14	0					43	1649	0							
44433														1986		1214	0	442				59	378	335		500					
44741														2495		792	462					22	1219	0							
44750														274		36	0					105	133	0							
44929														1452		5	1161					41	245	0							
45038														393	0	101	0	0	0	0	0	45	247	0	0	0	0				
45047														455		71	0					39	345	0							
45056														400		38	165					9	188	0							
45430														4139		3722	0					34	383	0							
45458														1399		928	179					29	263	0							
45551														7867		5531	0					134	2202	0							
45560														21743		12256	0					264	9223	0	8522						
45775														3448		3443	0					4	1	0							
46053														2858		2235	0					140	483	0							
46941														722		289	0					56	377	0							
47247														9037		954	1078					80	6925	0	954						
47256														117		0	0					23	94	0							
47452														430		420	0					10	0	0							
47500														2977		524	1322					5	968	158							
48057														2041		1758	6					81	196	0							
48150														86		3	10					43	30	0							
48374														6549		1998	0					390	4161	0							
48440														1429		1372	0					57	0	0							
49054														1578		1011	0					62	505	0							
49148														1655		1447	12					13	183	0							
49241														7883		7635	0					120	128	0							
49652														673		108	396					25	144	0							
49858														1327		922	0					56	349	0							
49951														353		160	0					22	171	0							
50144														1597		0	0					188	1409	0							
50461														510		52	0		48			55	303	100				OREO Security deposit			
51253														6875	0	3976	0	0	1701	1501	0	540	2359	0	0	0	0	Deferred Gain on Sale of ORE	Part Auto Pmts Clearing		
51356														54		0	0					36	18	0							
51459														1061		341	112					30	578	0							
51842														3967		1531	0					250	2186	0	1196			PPP Deferred Fee Inc			
52719														3340889	0	3326493	0	0	1951	1326	0	0	14396	0	0	0	0	Participant fund cash	Payable to participants		
52951														979		62	0					87	830	0							
53051														35		0	0					22	13	0							
54058														778		502	0	379				276	0	0				ATM Clearing			
54656														10336	0	1248	6318	0	0	0	0	1859	911	0	1139	0	0				
54973														117844		50949	0					151	62844	3900	21973		22525				
55336														1751		798	135					44	774	0							
55635														965		264	0					47	654	0							
55653														177		83	0					9	85	0							
55970														2326		154	0					3	2069	100							
56258														767		335	0					37	395	0							
56351														22224		6588	513		5233			322	14327	474				Management incentive accruals			
56548														4511		36	0					344	4131	0							
56717														13116		7395	0					63	5658	0							
57040														179	0	0	0	0	0	0	0	60	119	0	0	0	0				
57451														3400		0	950					502	1948	0							
58225														764		29	0					87	648	0							
58243														77654		43240	0	8416	7205			486	32828	1100	1421	24675		Deferred Liability - NMTC			
58355														58		6	0					31	21	0							
58551														1558		1390	0					81	87	0							
58636														5501		1891	0					61	3549	0							
58757														4171		3590	0					147	434	0							
58971														104484		68187	0					300	34997	1000	29501						
59316														17276		9681	0					1305	6290	0							
59352														1656		3	200					99	1354	0							
59370														277		211	0					1	65	0							
59754														17		0	1					4	12	0							
60143	1435000	0	879000	38000	0	386000	0	0	488000	30000	0	0	364000									0						Pension plan liability			
60330														4400	0	3834	0	0	0	0	0	79	487	0	2474	0	0				
60545														593		0	0					244	349	0							
60554														115		0	0					6	109	0							
60648														3104		1674	0					37	1393	0							
61122														21288		18461	0					94	2610	123	9939		2854				
61355														10438		61	0					396	9697	284							
61476														4031		279	822					1	2597	332							
61757														1327		720	0		663			133	474	0				PPP Deferred Fee Income and Loan Payoff			
61832														4102		2319	1158					51	574	0				Contracts Payable	Deferred Fee Income		
61953														257		44	0					7	206	0							
62044														445		434	0					10	1	0							
62110														2995		590	0					0	2405	0							
62147														234		16	0					15	203	0							
63050														6094		4689	0					25	1380	0							
63069	1859697	0	1260646	0	0	0	0	0	550916	48042	0	0	628648									93									
63201														1482		782	124					16	489	71							
63573														3240		1682	0					18	1540	0							
63733														7891		3733	0					1028	3115	15	2809			Cardholder Settlement Debit Cards			
63742														3141		807	0					72	1976	286							
64150														1417		1380	0					37	0	0							
64552														5293		3195	1635					52	411	0	1523			CDFI Award - DPA			
64730														1005		617	0					14	374	0							
65205														4919		1033	154					6	3726	0							
65513	2976	0	461	0	461	0	0	0	2458	0	0	0	0									57									
65559														5914		4646	0					77	1191	0	4559						
65746														10314	0	4940	1024	227	0	0	0	369	3981	0	3737	0	0				
65858														8556		1129	0					227	7200	0							
66154														893		60	0					50	783	0							
66275														778		513	0					57	208	0							
66677														3157		1306	741	33				1	1109	0	796	79	151				
67142														195		5	0					55	135	0							
67151														7520		5727	0					159	1634	0							
67209														14514		9022	0					22	5059	411							
67254														119		0	0					0	119	0							
67656														25727		11664	0		9674			148	11734	2181				NET DEFERRED ANNUAL FEE			
67870														10151		9177	0					18	956	0							
68671														745		386	0					183	176	0							
68756														5913	0	4333	0	0	1175	0	0	117	1463	0	2266	0	0	Deferred PPP Loan Processing Fee			
68831														1495		0	249					23	1223	0							
69333														4966	0	0	0	0	0	0	0	92	4874	0	0	0	0				
69678														1005		32	110					12	851	0							
70218														1284	0	851	0	0	0	0	0	62	290	81	0	0	841				
70414														1667		113	0					73	1481	0							
70638														1329		78	0					168	1083	0							
70955														191		0	61					11	119	0							
71073														696		166	0					18	512	0							
71457														863		43	0					93	727	0							
71859														1796		0	0					1	1795	0							
72258														1389		0	0					404	985	0							
72351														351		0	0					34	317	0							
72454														468		0	0					87	381	0							
72678														6924		295	1052					12	5565	0							
73116														6390		300	0					7	6083	0							
73152														1020		952	0					28	0	40							
73554														689		0	524					45	120	0							
73956														151		106	20					22	3	0							
74056														826		403	187					27	209	0							
74140														12311		8423	818					255	2815	0	7846						
74403														5276		2370	0	1276		151	180	23	2740	143	763				ATM Settlement	SERP	
74449														16		10	0					6	0	0							
75259														5103		3802	0					190	1111	0							
75446														2254		241	463					140	1410	0				Deferred Income			
75455														83		2	0					36	45	0							
75633	1866671	0	1072167	0	297341	0	0	0	648889	131755	0	0	625159									13860									
75651														162		0	48					34	80	0							
76153														213	0	2	130	2	0	0	0	24	57	0	0	0	0				
76443														513		26	0					9	478	0							
76854														1409		173	0					42	1194	0							
77150														176	0	0	0	0	0	0	0	28	148	0	0	0	0				
77253														1075		941	0					30	0	104							
77422														2729		2478	0					18	233	0							
77851														46711	0	27745	0	0	0	0	0	1369	17597	0	20307	0	0				
78157														154		91	0					3	60	0							
78241														774		0	0					31	743	0							
78559														334		221	0					5	90	18							
79042														1608		1075	112	815				40	381	0							
79127														516		287	0					19	189	21							
79145														2105		587	0					144	924	450							
79257														113		0	80					8	25	0							
79855														639		0	0					96	543	0							
80150														3054		2148	415					110	381	0							
80374														979		28	257					0	694	0							
80431														295		0	0					64	231	0							
81175														4237		2146	0					93	1998	0							
82033														1439		380	0		277			39	1020	0				Accrued Retirement Plan			
82257														786		681	0					14	34	57							
82350														975		805	94					21	55	0							
83151														642		27	0					188	427	0							
83236														31		16	0					3	12	0							
83375														12152		7863	0					215	4074	0							
83638	113884	0	88699	0	0	0	0	0	21838	1952	0	24567	53117									1395									
83834														1993		1560	0					21	412	0							
83852														116		12	13					18	73	0							
83955														248		0	55					75	118	0							
84046														18		3	0					11	4	0							
84541														10277		6627	0					198	3452	0							
84804														239		130	0					5	104	0							
85052														717		78	181					198	260	0							
85472														147567		101178	0		27932			228	43408	2753		28732		Due to brokers			
85931														2232		1592	0					142	498	0							
86349														4013		3216	0					37	760	0							
86675														3284		835	0					12	2092	345							
87047														752		455	65					36	196	0							
87159														257		213	0					34	10	0							
87234														5656		4626	292					419	304	15							
87476														1129		522	0					4	515	88							
87579														8640		6681	0					45	1914	0	3739						
88231														17762		7981	0					67	9714	0							
88259														572		498	0					67	7	0							
88352														663		402	0	402				57	204	0							
88455														5268		116	1619					83	3450	0							
88950														111		3	0					41	67	0							
89032														1380		0	378					202	800	0							
89135														2211		1979	0					17	215	0							
89854														743		527	0					61	155	0							
89957														579		2	0					80	479	18							
90047														77		1	11					29	36	0							
90177														2089		256	350					0	1483	0							
90328														3546		2740	0					116	654	36							
90337														4824	0	3283	0	0	0	0	0	224	1317	0	3204	0	0				
90579														4863		3067	0					9	1754	33							
91615														354		55	71					24	204	0							
91754														7445	0	2308	3588	78	0	0	0	834	715	0	2214	0	0				
91950														999		912	0					11	76	0							
92144														187		0	145					17	25	0							
92676														4065		2824	0		2277			17	1214	10				Liability for Pension & Postretirement benefits			
92706														4511		4379	0					15	57	60							
92902														25		13	11					1	0	0							
93244														755		0	0					182	573	0							
93543														4569		2448	0					232	1889	0							
93619	1294	0	708	0	708	0	0	0	586	0	0	0	0									0									
94139														8852		5124	0					88	3472	168							
94522														6386		5375	0					212	799	0							
94755														531		442	33					56	0	0							
94858														718		336	0					92	290	0							
95051														4420	0	3717	0	3181	0	0	0	52	651	0	0	0	0				
95677														426		406	0					0	0	20							
96553														449		1	185					41	222	0							
97055														629		0	0					105	524	0							
97279														301		0	149					43	109	0							
97457														162		0	0					67	95	0							
97804														16520		5157	0					14	11038	311							
97943														2605		723	192					184	1506	0							
98351														1243		154	553					25	511	0							
98463														8406		858	0					1	7295	252							
98717														1266	0	104	0	0	0	0	0	799	360	3	0	0	0				
99143														4697		3957	0					76	664	0							
99376														26036		3744	0	985	646	450		289	21207	796		1662		Deferred Revenue	Reps and Warranty Reserves	Miscellaneous Liabilities	
99442														2366		1545	0					362	459	0	1389						
99536														16983		12922	0					985	3076	0							
99853														174		171	0					3	0	0							
100236														5066		4072	0					55	939	0							
100357														12204		11940	0					77	187	0							
100562														135284	0	107444	0	0	47403	0	0	625	23690	3525	0	0	27290	SERP & MPL			
100777														4100		3533	0					466	101	0							
100843														6456		5394	0					24	963	75							
101019	169240	0	123395	0	0	77301	14646	0	44368	892	12891	0	0									585						Securities Pending Settlement	Acceptances Executed		
101037														5839		3387	0					267	2185	0							
101439														673		208	0		208			48	417	0				ATM SETTLEMENT PAYABLE	DEFERRED SBA PPP LOAN FEES		
101671														7664		6987	0		1815			27	650	0	2732			deferred commercial loan fees			
101738														1413		323	571					33	486	0							
101952														485		0	0					10	475	0							
102333														218		0	87					28	103	0							
102342														1405		557	51					332	465	0							
102539														52		39	0					13	0	0							
102557														388		106	99					44	139	0							
102874														1406		981	0	981				108	317	0							
103134														345		202	36					11	96	0							
104234														1345		587	373					10	375	0							
104542														303		235	0					68	0	0							
104971														32		11	0					0	21	0							
105026														2827		1671	0					149	989	18							
105473														24116		9655	0					31	13974	456							
105530														4053		3561	0					31	461	0							
106359														9745		3404	0		1094			115	5226	1000		1511		Unearned revenue			
106452														4950		3061	0					15	1695	179							
106676														164		18	0					22	122	2							
107244														259804	0	106500	54592	0	0	0	0	1929	35707	61076	0	0	65302				
107459														23		0	0					9	14	0							
107570														3332		1514	0					42	1776	0							
107758														322		231	0					14	77	0							
108072														997		66	0					4	872	55							
108269														2162		2156	0					4	2	0							
108652														78		75	0					3	0	0							
108746														380		320	0					14	46	0							
108951														5304		2726	204					392	1982	0							
109136														1795		1069	168					203	355	0							
109154														384		89	0					40	255	0							
109453														916		315	115					111	375	0							
109574														3181		2045	0					5	1131	0							
109659														3477		3108	0					44	325	0							
110413														3126		722	0	23				11	2393	0	699						
110936														3662		153	0					71	3126	312							
110945														519		31	24					21	443	0							
110972														138		13	70					7	48	0							
111157														566	0	256	262	44	9	0	0	21	27	0	203	0	0	DDA Suspense			
111205														3173		29	0					13	1409	1722							
111942														2889		1998	0					35	856	0							
111979														4733		604	0					53	4076	0							
112163														23645		20277	0					368	3000	0			15243				
112332														488		427	0					27	34	0							
112510														430		0	0					18	412	0							
112556														787		508	46					27	206	0							
112837	9909935	0	7867501	0	0	0	0	0	1849133	166042	0	0	0									27259									
113003														33440		7015	22558					2	3865	0	286			Pension 87	Fasb 106		
113030														708		0	0					86	622	0							
113441														4752		2205	0					77	2470	0							
113601														5797		2226	0					121	2008	1442							
113740														591		0	0					33	558	0							
113937														1478		0	0					75	1403	0							
114149														2704		51	5					45	2603	0							
114260														26792	10134	13201	1363	0	0	0	0	135	10693	1400	0	0	0				
114457														507		443	0					32	32	0							
114774														1164		4	967					23	170	0							
114840														1244		441	0					43	760	0							
114859														192		82	29					15	66	0							
115146														260		0	0					52	208	0							
115575														5878		3914	0					0	1555	409							
116358														71		14	0					27	30	0							
116554														418		395	23					0	0	0							
116741														111		0	43					35	33	0							
117038														1980	180	1038	0	0	2	0	0	215	727	0	856	0	0	Dealer Reserve			
117074														3292		3056	0					2	234	0							
117458														4555		2676	0					95	1759	25							
117775														4863	0	4296	0	63	4233	0	0	6	561	0	0	0	0	Factor Client Reserve			
118156														4278		1884	360					141	1893	0							
118660														398		0	0					0	398	0							
118736														2316		1685	110					54	467	0							
119153														677		560	0					16	81	20	360						
119528														14876		3354	0					334	11188	0							
119779														4344		0	0					0	4151	193							
119872														3053		2953	0					5	40	55							
120476														326		83	0					26	217	0							
120542														380		8	0					184	188	0							
120609														17936		14930	0					1	2692	313							
120953														1641		2	741					83	815	0							
121642														17527		175	0					1475	15877	0		175					
121651														5250		972	1554					91	2633	0							
121914														2396		2308	0					58	30	0							
122153														317		0	73					23	221	0							
122546														182		128	0					39	15	0							
122854														139543		110609	0	70118				766	22024	6144							
123075														205		0	0					56	149	0							
123374														228		160	0					19	49	0							
124344														2727		1517	0					292	918	0							
124830														933		51	219					52	611	0							
125154														10019		6243	0		6243			28	3748	0				RETIREMENT BENEFIT OBLIGATION			
125471														641388		521115	25206			285042		491	87827	6749				Credit balance due - factors	CRA LIHTC Payable	Other Liab. - Operating Lease Liablitiy	
125855														3844		0	0					53	3791	0							
125873														198		0	0					0	198	0							
126012														9402		6571	406					8	2417	0							
126049														123		0	0					20	103	0							
126375														928		392	0					90	446	0							
126553														1378		616	0					15	747	0							
126834														4255		12	3013					832	398	0							
127055														249		0	0					109	140	0							
127224														951		0	0					77	874	0							
128258														129		0	5					15	109	0							
128904														350924		202733	0					40	138164	9987			79187				
129349														1562		1024	40					74	392	32							
129358														419		109	0					39	271	0							
129479														5919		4064	0					13	1725	117							
129732														59613	0	27032	0	12337	0	0	0	219	30837	1525	0	0	13744				
129853														985		28	110					81	766	0							
129910														3925		1753	0					176	1996	0							
130345														5642		602	0					63	4977	0							
130541														38236		30694	765	7467				312	6465	0	354						
130813														3510		3274	0					136	100	0							
131034														4737		3968	0					114	575	80							
131173														3651		91	0					162	3398	0							
131436														3453	0	2469	0	0	0	0	0	21	963	0	2344	0	0				
131650														82176		43664	0					1285	35952	1275			20824				
131717														498	0	123	0	0	0	0	0	15	360	0	0	0	0				
131940														275		207	0					26	42	0							
132107														19785		9411	0					239	9255	880							
132451														123		26	19					23	55	0							
132778														306		146	0					1	158	1							
132938														309		0	88					100	121	0							
133579														9949	1987	9913	0	0	1928	2488	978	11	25	0	1653	0	0	RETIREMENT PLAN	ESCROW RESERVE	ACCRUED EXPENSES	
133850														13943		86	2123					238	11496	0							
133971														7225		6026	0					25	1174	0							
134156														1216		106	540					51	519	0							
134437														10998	0	7311	0	0	0	0	0	473	3214	0	6598	0	0				
134455														1165		751	0					55	359	0							
134848														444		262	0					107	75	0							
135836														770		0	0					36	734	0							
135854														266		33	39					51	143	0							
136048														1466		1052	0					66	348	0							
136338														5191		853	0					94	4244	0							
136459														462		212	196					28	26	0							
136655														625		362	0					93	170	0							
137205														17080		7443	0					34	8097	1506							
137447														4027		1938	1543					76	470	0							
137456														293		0	0					11	282	0							
137559														408		160	0					66	182	0							
137643														686		210	102					35	339	0							
137652														37711	0	16803	2637	11822	0	0	0	4	18267	0	0	0	0				
137915														144915		54160	54872	2458				15	34349	1519				Deferred gains			
138051														166		0	92					69	5	0							
138257														75		20	0					31	24	0							
138556														1198		1039	0					27	132	0							
139133														2395		1746	0	1746				53	596	0							
139478														1736		324	0					1	1326	85							
139553														5690		785	473					109	4323	0							
139656														47424	0	33108	0	8875	16908	0	0	486	12506	1324	0	0	0	Unsettled Investment Activity			
139740														57099		51169	0		30151			374	5556	0		13465		Pending investment settlements			
139834														232		0	12					63	157	0							
139843														21574		12427	3844		3417	3502		143	5160	0				LIH Commitment	Commitment to Purchase Securities		
140157														1463		101	1012					85	265	0							
140362														13257	0	7220	0	0	0	0	0	26	5036	975	0	3763	3292				
140634														84		3	0					57	24	0							
141211														9179		8129	0					309	741	0							
141341														1420		787	0					19	591	23							
141350														1253		1208	0					31	14	0							
141556														28564		21851	0		5492	8046		2015	3936	762				INVESTMENT SOLAR/HISTORIC TAX CREDITS	Contingent Liabilities		
141677														717		300	0					5	412	0							
141958														586		0	41					52	493	0							
142049														682		0	13					63	606	0							
142179														2047		1546	0					8	493	0							
142955														5817		4609	0					164	1044	0							
143372														1146		897	0					4	245	0							
143662														395572		284072	0		75312			813	98796	11891			97856	Unfunded commitments - Low income housing fund invest			
143859														822		127	0					155	540	0							
143952														306		6	0					11	289	0							
144034														2612		1535	0					47	1030	0							
144052														2287		1307	139					85	756	0							
144155														1369		0	0					5	1364	0							
144678														4387		4211	0					1	175	0							
144856														3991		1038	0					51	2902	0							
144913														3184		2773	0					411	0	0							
145059														952		726	105					76	45	0							
145545														3853		3463	0					115	275	0							
145554														846		1	0					5	840	0							
145741														446		0	0					175	271	0							
145844														1249		0	0					71	1178	0							
146056														27		17	0					3	7	0							
146663														4490		2569	0					75	1728	118							
146672														390876		217068	0	59951	60050			1041	153405	19362				LIHTC Liability			
147651														72		1	0					10	61	0							
147679														1865		334	0					38	1478	15							
147857														683	0	117	0	1	0	0	0	162	404	0	0	0	0				
147923														869		678	0					32	159	0							
148171														702		573	0					8	81	40							
148238														1253		901	0					90	262	0							
148340														345		165	55					46	79	0							
148470														7937		7578	0					3	356	0							
148715														506		52	204					8	242	0							
148809														11097		4518	0					0	6579	0							
148920														60		0	0					10	50	0							
149150														1020		89	100					18	813	0							
150035														16057		11845	0					497	3715	0	5083						
150044														6636		4513	0					35	2088	0							
150727														2093		536	0					140	1417	0							
151546														296		0	0					71	225	0							
151957														2272		136	0					81	2055	0							
152057														2395		0	77					15	2303	0							
152253														273		1	0					108	164	0							
152431														601		57	168					38	338	0							
152440														288		15	0					101	172	0							
153054														903		105	0					36	762	0							
153353														6202		4291	89					224	1598	0							
154154														4811		3507	420					87	556	241							
154770														8944		6041	0					59	2269	575							
155759														106		85	0					21	0	0							
156457														103		0	0					97	6	0							
156635														717		0	472					36	209	0							
156970														586		57	0					40	489	0				2430 - Borrowers Deposit	2410 - Mtg Loan in process		
157155														379		187	57					12	123	0							
157379														189		91	0					0	98	0							
157650														612	0	284	0	0	160	0	0	12	316	0	0	0	0	PPP Deferred Loan Fees			
157744														2653		2014	0					36	603	0							
157856														49		43	0					2	4	0							
158376														169		111	0					27	31	0							
158741														1239		611	305					155	168	0							
159636														21571		5055	0		1			2193	13409	914	5054			CDARS Rate bridge payments	CDARS outgoing rate bridge payments		
159645														2167		942	314					26	885	0							
159953														601		400	0					44	157	0							
159971														3762		588	0					3	3171	0							
160360														6042		4888	0					13	1047	94							
160454														1720		144	0					6	1570	0							
160650														2913	0	945	0	0	0	0	0	182	1786	0	859	0	0				
