"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	RIADMG93	RIADMG94	
32766			294	15	0	0	284	5	0																						
32971			2715	50	27	0	2660	22	0																						
33147			4267	0	5	0	4264	2	0																						
33259			8467	0	55	0	8412	0	0																						
33268			1205	0	1	0	1206	2	0																						
33370			141	0	0	0	141	0	0																						
33839			92	0	0	0	92	0	0																						
33857			9794	475	48	0	9875	604	0				0																		
34434			2103	170	11	0	1943	21	0																						
34537		0	86643	-5715	571	0	92733	946	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
34555			2728	45	24	0	2675	16	0			0	0																		
34742			4616	50	3	0	4679	116	0																						
35057			1847	0	4	0	1844	1	0			0	0																		
35301	0		118000	0	0	0	122000	0	-4000			0		3000	0	0	-1000	0	2000	0	0	0	0	0	0	0	0	-2000	-7000	0	
35570		0	283763	-960	2417	0	282987	681	0			0		3031	0	-918	0	0	2113	0	0	0	0	0	0	0	0	0	-1085	0	
35646			266	2	0	0	264	0	0																						
35879			1012	0	0	0	1036	24	0																						
36456			2531	40	5	0	2506	20	0																						
36933			1634	75	0	0	1580	21	0																						
37051			641	0	0	0	592	1	50																						
37341			917	30	9	0	878	0	0																						
37435			15109	-98	158	0	15109	60	0																						
37640		0	45099	-1500	112	0	46859	372	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
37659			436	20	0	0	466	50	0			0	0																		
37949			2338	60	66	0	2212	0	0																						
38740			2200	60	4	0	2153	17	0																						
39327			1955	125	6	0	1836	12	0																						
39756			6772	0	1	0	6806	35	0				0																		
40033			402	0	0	0	402	0	0																						
40499			55384	91	138	0	55395	240	0				57																		
40855			1314	48	0	0	1266	0	0																						
41553			644	0	0	0	711	67	0																						
41629			2685	106	82	0	2638	141	0																						
41825			8947	1466	5	0	7480	4	0																						
41955			277	0	0	0	277	0	0																						
42037			530	0	14	0	574	58	0																						
42354			1238	3	0	0	1239	4	0																						
42372			2695	0	4	0	2691	0	0																						
42420		0	96763	-1276	495	157	101309	3608	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3114	0	
42448			20894	776	260	0	20060	202	0			0	0																		
42457			724	6	0	0	718	0	0																						
43052			1170	30	3	0	1137	0	0																						
43351			1460	350	312	0	800	2	0																						
43856			424	23	0	0	401	0	0																						
43959			981	90	1	0	890	0	0																						
44040			4843	30	4	0	4809	0	0																						
44433			6291	50	41	0	6200	0	0				0																		
44741			4786	51	37	0	4709	11	0																						
44750			1885	-174	22	0	2037	0	0																						
44929			1046	15	1	0	1030	0	0				0																		
45038			1287	0	4	0	1283	0	0			0	0																		
45047			2496	86	43	0	2425	58	0																						
45056			450	0	0	0	450	0	0																						
45430			525	29	3	0	497	4	0																						
45458			1933	36	1	0	1898	2	0																						
45551			11566	0	55	0	11614	103	0																						
45560			16947	640	26	0	16361	80	0				0																		
45775			802	0	0	0	802	0	0																						
46053			2745	77	11	0	2688	31	0																						
46941			1721	30	16	0	1680	5	0																						
47247			6601	251	10	0	6394	54	0				0																		
47256			354	7	0	0	347	0	0																						
47452			1628	0	0	0	1628	0	0																						
47500			4116	-402	11	0	4567	60	0																						
48057			801	0	1	0	802	2	0																						
48150			217	3	1	0	215	2	0																						
48374			12383	200	64	0	12594	475	0																						
48440			1497	0	6	0	1496	5	0																						
49054			2865	0	31	0	2931	97	0																						
49148			704	0	0	0	723	19	0																						
49241			8153	240	124	0	7892	103	0																						
49652			2830	58	0	0	2772	0	0																						
49858			1216	0	275	0	941	0	0																						
49951			862	40	13	0	923	114	0																						
50144			567	15	10	0	542	0	0																						
50461			4638	0	0	0	4638	0	0				0																		
51253			8064	0	37	0	8101	74	0			0	0																		
51356			320	0	22	0	298	0	0				0																		
51459			1523	2	4	0	1519	2	0																						
51842			13172	100	179	0	12893	0	0				0																		
52719			0	0	0	0	0	0	0			0	0																		
52951			4862	76	116	0	4815	145	0																						
53051			451	0	1	0	450	0	0																						
54058			8543	150	21	0	8377	5	0				0																		
54656			3832	0	26	0	3822	16	0			0	0																		
54973		0	91793	-7035	1308	0	101201	3681	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1400	0	
55336			3573	275	35	0	3376	113	0																						
55635			1129	5	11	0	1123	10	0																						
55653			944	0	11	0	946	13	0																						
55970			7907	48	0	0	7859	0	0																						
56258			2991	60	0	0	2931	0	0																						
56351			27063	600	139	0	26711	387	0				0																		
56548			6639	0	4	0	6635	0	0																						
56717			10806	300	170	0	10654	318	0																						
57040			1643	0	1	0	1642	0	0			0	0																		
57451			4748	0	41	0	4708	1	0																						
58225			2955	45	9	0	2930	29	0																						
58243			84258	0	363	0	84121	226	0				0																		
58355			445	6	0	0	439	0	0																						
58551			2383	150	40	0	2285	92	0																						
58636			4164	75	64	0	4151	126	0																						
58757			1611	75	1	0	1535	0	0																						
58971			139160	6000	812	0	132811	463	0				0																		
59316			14509	1500	27	0	13150	168	0																						
59352			5010	135	1	0	4881	7	0																						
59370			2566	0	6	0	2560	0	0																						
59754			102	5	0	0	103	6	0																						
60143	0		777000	-168000	13000	0	948000	16000	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-14000	0	
60330			13629	34	95	0	13737	237	0			0	0																		
60545			2186	0	1	0	2185	0	0																						
60554			820	15	1	0	805	1	0																						
60648			4558	0	22	0	4540	4	0																						
61122			16554	110	201	0	16486	243	0				0																		
61355			18099	1130	115	0	17632	778	0																						
61476			2224	41	3	0	2180	0	0																						
61757			4753	0	2	0	4751	0	0				0																		
61832			2657	0	0	0	2657	0	0																						
61953			775	214	0	0	561	0	0																						
62044			174	0	1	0	173	0	0																						
62110			0	0	0	0	0	0	0																						
62147			758	0	1	0	757	0	0																						
63050			2854	50	9	0	2795	0	0																						
63069			528055	-8300	6518	0	532444	2218	-389			0	3808																		
63201			1078	264	0	0	823	9	0																						
63573			6577	75	14	0	6488	0	0																						
63733			9512	150	71	0	9508	217	0				0																		
63742			6742	672	6	0	6065	1	0																						
63751			204	0	2	0	202	0	0				0																		
64150			2249	0	1	0	2248	0	0																						
64552			2304	0	17	0	2287	0	0				0																		
64730			2101	-26	26	0	2101	0	0																						
65205			5405	125	0	0	5286	6	0																						
65513			47	0	0	0	47	0	0				0																		
65559			4166	74	0	0	4093	1	0				0																		
65746			8857	105	3	0	8753	4	0			0	0																		
65858			18306	0	117	0	18323	134	0																						
66154			1391	90	7	0	1327	33	0																						
66275			3977	135	0	0	3839	0	3																						
66677			1673	0	0	0	1673	0	0				0																		
67142			473	-64	22	0	515	0	0																						
67151			12518	86	11	0	12422	1	0																						
67209			12792	735	55	0	12390	388	0																						
67254			13	0	5	0	8	0	0																						
67656			49069	5216	732	0	48463	5342	0				0																		
67870			4087	0	25	0	4086	24	0																						
68671			592	0	3	0	590	1	0																						
68756			6615	157	13	0	6469	24	0			0	0																		
68831			1501	61	94	0	1399	53	0																						
69333			14686	360	45	0	14301	20	0			0	0																		
69678			6385	0	38	0	6351	4	0																						
70218			1027	0	0	0	1027	0	0			0	0																		
70414			3748	25	2	0	3721	0	0																						
70638			7020	2907	83	0	4142	112	0																						
70955			181	0	1	0	180	0	0																						
71073			557	0	0	0	557	0	0																						
71457			5597	30	1	0	5566	0	0																						
71859			197	0	0	0	197	0	0																						
72258			2895	45	10	0	2880	40	0																						
72351			1310	0	15	0	1295	0	0																						
72454			779	31	5	0	774	31	0																						
72678			1687	0	31	0	1677	21	0																						
73116			5126	161	25	0	4951	11	0																						
73152			987	0	1	0	986	0	0																						
73554			3045	30	92	0	2923	0	0																						
73956			357	-218	36	0	563	24	0																						
74056			1413	60	0	0	1353	0	0																						
74140			9271	-523	209	0	9744	159	0				0																		
74403			8785	199	3	0	8606	23	0				209																		
74449			83	0	0	0	83	0	0																						
75259			9459	100	10	0	9586	237	0																						
75446			3216	90	4	0	3126	4	0																						
75455			646	0	0	0	668	22	0																						
75633			1126535	-48671	18038	0	1188203	31035	0			0	34950																		
75651			775	0	2	0	773	0	0																						
76153			554	17	3	0	537	3	0			0	0																		
76443			1258	30	60	0	1168	0	0																						
76854			7894	60	41	0	8000	207	0																						
77150			1238	60	0	0	1178	0	0			0	0																		
77253			3404	0	568	0	2836	0	0																						
77422			1949	0	3	0	1946	0	0																						
77851			35660	375	103	0	35348	166	0			0	0																		
78157			329	0	4	0	340	15	0																						
78241			542	0	0	0	542	0	0																						
78559			1071	10	3	0	1058	0	0																						
79042			877	9	5	0	882	19	0				0																		
79127			748	50	16	0	719	37	0																						
79145			2311	30	0	0	2281	0	0																						
79257			61	6	0	0	55	0	0																						
79855			1690	25	2	0	1663	0	0																						
80150			488	20	17	0	453	2	0																						
80374			436	0	0	0	436	0	0																						
80431			804	34	5	0	768	3	0																						
81175			5138	84	1	0	5054	1	0																						
82033			2606	90	18	0	2498	0	0																						
82257			1301	142	8	0	1257	106	0																						
82350			318	6	0	0	312	0	0																						
82659			1098	45	0	0	1064	11	0			0	0																		
83151			2128	0	1	0	2127	0	0																						
83236			287	6	0	0	281	0	0																						
83375			10200	135	69	0	10081	85	0																						
83638			110940	0	704	0	110902	666	0			78	0																		
83834			1504	0	0	0	1533	29	0																						
83852			294	64	0	0	230	0	0																						
83955			804	0	38	0	770	4	0																						
84046			150	0	0	0	150	0	0																						
84541			13169	879	101	0	12254	65	0																						
84804			650	0	3	0	647	0	0																						
85052			1240	0	0	0	1240	0	0																						
85472		0	59976	-1038	635	0	60735	356	0					1714	0	3	0	0	1717	0	0	0	0	0	0	0	0	0	416	0	
85931			1773	170	31	0	1917	345	0																						
86349			3226	59	39	0	3185	57	0																						
86675			7102	-347	105	0	7367	23	0																						
87047			1146	24	0	0	1123	1	0																						
87159			1153	0	10	0	1143	0	0																						
87234			4225	150	106	0	3994	25	0																						
87476			6822	0	180	0	6664	22	0																						
87579			4587	0	0	0	4587	0	0				0																		
88231			11555	195	29	0	11348	17	0																						
88259			763	0	0	0	763	0	0																						
88352			1484	0	7	0	1482	5	0				0																		
88455			5148	0	1	0	5176	29	0																						
88950			863	0	0	0	863	0	0																						
89032			801	10	3	0	839	51	0																						
89135			710	-149	20	0	841	2	0																						
89854			1599	0	4	0	1595	0	0																						
89957			1256	30	30	0	1196	0	0																						
90047			198	0	0	0	198	0	0																						
90177			1071	0	1	0	1093	23	0																						
90328			5051	162	23	0	4900	34	0																						
90337			13090	300	515	0	13000	725	0			0	0																		
90579			4209	0	0	0	4209	0	0																						
91615			759	0	10	0	757	8	0																						
91754			3734	0	9	0	3734	9	0			0	0																		
91950			225	0	4	0	221	0	0																						
92144			231	0	3	0	228	0	0																						
92676			3744	2	5	0	3745	8	0				0																		
92706			2226	87	23	0	2201	85	0																						
92902			118	0	13	0	130	25	0																						
93244			2690	0	4	0	2686	0	0																						
93543			7002	312	762	0	5985	57	0																						
93619	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
94139			3934	-15	111	0	4161	323	0																						
94522			5645	70	22	0	5597	44	0																						
94755			2393	90	12	0	2306	15	0																						
94858			1260	0	13	0	1258	11	0																						
95051			1652	15	65	0	1941	369	0			0	4																		
95677			822	14	7	0	801	0	0																						
96553			604	90	7	0	541	34	0																						
97055			3119	0	82	0	3037	0	0																						
97279			409	25	57	0	397	70	0																						
97457			1229	30	16	0	1187	4	0																						
97804			16194	150	672	0	16776	1404	0																						
97943			2510	120	4	0	2394	8	0																						
98351			796	48	1	0	752	5	0																						
98463			12508	0	20	0	12488	0	0																						
98717			2234	0	0	0	2234	0	0			0	0																		
99143			1706	50	11	0	1720	75	0																						
99376			24870	531	67	0	24319	47	0				0																		
99442			4676	65	21	0	4706	116	0																						
99536			3862	180	59	0	6730	3107	0																						
99853			160	0	0	0	160	0	0																						
100236			4238	194	38	0	4008	2	0																						
100357			8294	326	368	0	7677	77	0																						
100562		0	85941	-6240	560	0	91847	226	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	
100777			2372	0	46	0	2351	25	0																						
100843			8882	330	133	0	8511	92	0																						
101019			70393	1053	157	0	79434	10251	0			0	0																		
101037			16819	300	61	0	16561	103	0																						
101439			3174	60	65	0	3076	27	0				0																		
101671			5923	0	27	0	5923	27	0				0																		
101738			1235	0	38	0	1254	57	0																						
101952			1299	0	42	0	1258	1	0																						
102333			401	0	0	0	419	18	0																						
102342			3139	0	1	0	3150	12	0																						
102539			275	0	1	0	274	0	0																						
102557			1148	65	0	0	1083	0	0																						
102874			750	0	0	0	750	0	0				0																		
103134			538	0	0	0	538	0	0																						
104234			487	30	0	0	458	1	0																						
104542			91	27	9	0	92	37	0																						
104971		0	126	126	0	0	197	0	-197					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
105026			3228	0	94	0	3176	42	0																						
105473			11468	225	1	0	11208	5	39																						
105530			1011	22	2	0	1005	18	0																						
106359			22589	500	168	0	22179	258	0				0																		
106452			5247	0	12	0	5254	19	0																						
106676			788	-4	0	0	792	0	0																						
107244		0	268078	-24308	1128	0	295824	4566	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7251	0	
107459			264	3	1	0	266	6	0																						
107570			3974	120	52	0	3852	50	0																						
107758			520	0	4	0	521	5	0																						
108072			2104	232	1	0	1875	4	0																						
108269			871	0	15	0	856	0	0																						
108652			191	0	0	0	191	0	0																						
108746			144	0	0	0	145	1	0																						
108951			2763	0	12	0	2870	119	0																						
109136			1842	40	5	0	1797	0	0																						
109154			665	6	0	0	659	0	0																						
109453			1742	50	53	0	1640	1	0																						
109574			3056	23	4	0	3029	0	0																						
109659			2855	100	38	0	2761	44	0																						
110413			5340	60	2	0	5289	11	0				0																		
110936			6361	241	20	0	6133	33	0																						
110945			2254	15	24	0	2216	1	0																						
110972			205	15	0	0	190	0	0																						
111157			463	0	0	0	463	0	0			0	0																		
111205			8316	275	12	0	8037	8	0																						
111942			5074	150	5	0	4937	18	0																						
111979			6870	0	143	0	6736	9	0																						
112163		0	32770	0	26	0	33619	875	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332			947	38	58	0	965	114	0																						
112444			84	75	10	0	0	1	0																						
112510			507	15	0	0	502	10	0																						
112556			601	9	0	0	592	0	0																						
112837	0		4615163	-332584	274450	4398	5103205	425510	0	0	25903	0		0	0	0	0	0	0	958	3628	-1691	0	1706	1189	0	0	0	-7832	821355	
113003			1258	0	0	0	1258	0	0				0																		
113030			2780	30	1	0	2749	0	0																						
113441			6687	56	38	0	6631	38	0																						
113601			11946	592	0	0	11354	0	0																						
113740			12538	750	138	0	11657	7	0				0																		
113937			2402	96	14	0	2415	123	0																						
114149			2151	0	1	0	2150	0	0																						
114251			1066	0	1	0	1065	0	0																						
114260			23550	1697	317	0	21550	14	0			0	0																		
114457			3550	10	8	0	3550	18	0																						
114774			686	0	0	0	690	4	0																						
114840			4021	75	8	0	3940	2	0																						
114859			774	0	0	0	778	4	0																						
115146			935	50	3	0	882	0	0																						
115575			6024	161	5	0	5858	0	0																						
116358			375	0	1	0	374	0	0																						
116554			102	9	0	0	93	0	0																						
116741			1434	19	0	0	1415	0	0																						
117038			1420	0	7	0	1454	41	0			0	0																		
117074			1707	15	0	0	1692	0	0																						
117458			10083	750	42	0	9291	0	0																						
117775			829	0	0	0	829	0	0			0	0																		
118156			1825	0	2	0	1823	0	0																						
118660			2016	15	0	0	2001	0	0																						
118736			1313	90	9	0	1448	234	0																						
119153			3305	150	8	0	3183	36	0				0																		
119528			9686	275	14	0	9580	183	0																						
119779			10245	-1000	31	0	11214	0	0				0																		
119872			3404	60	2	0	3342	0	0																						
120476			306	6	0	0	300	0	0																						
120542			5528	0	22	0	5516	10	0																						
120609			9958	534	93	0	9407	76	0																						
120953			1294	0	1	0	1293	0	0																						
121642			40041	3894	1481	0	36000	1334	0			0	0																		
121651			1537	297	1	0	1239	0	0																						
121914			3654	90	13	0	3685	134	0																						
122153			177	0	6	0	234	63	0																						
122546			896	112	16	0	818	50	0																						
122854		0	165695	-2500	38	0	87820	446	80783					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123075			711	0	0	0	711	0	0																						
123374			1026	15	1	0	1010	0	0																						
124344			5825	105	2	0	5736	18	0																						
124830			1000	0	7	0	993	0	0																						
125154			3322	42	690	0	3306	716	0				0																		
125471		0	323186	10000	2346	0	326100	15260	0					0	0	0	1499	0	1499	0	0	0	0	0	0	0	0	0	0	0	
125855			9564	0	212	0	9551	199	0																						
125873			1227	0	0	0	1227	0	0																						
126012			5400	125	26	0	5257	8	0																						
126049			1362	30	1	0	1334	3	0																						
126375			519	0	0	0	519	0	0																						
126553			2824	130	0	0	2695	1	0				0																		
126834			3187	125	33	0	3039	10	0																						
127055			820	38	0	0	783	1	0																						
127224			1847	-8	15	0	1851	11	0																						
128258			267	15	3	0	250	1	0																						
128904			111080	-580	612	0	113031	1983	0				2432																		
129349			1090	-7	38	0	1132	73	0																						
129358			748	2	0	0	746	0	0																						
129479			4430	0	2	0	4431	3	0																						
129732			65590	4367	342	0	66347	5466	0			0	4155																		
129853			2300	353	46	0	2300	399	0																						
129910			4364	75	47	0	4248	6	0																						
130345			7176	0	119	0	7057	0	0																						
130541		0	57186	367	223	0	57027	431	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813			4149	120	8	0	4060	39	0																						
131034			3607	90	13	0	3505	1	0																						
131173			9888	400	29	0	9617	158	0																						
131436			6099	45	2	0	6059	7	0			0	0																		
131650		0	295953	-5000	1903	0	308794	9744	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131717			708	0	4	0	708	4	0			0	0																		
131940			1047	8	0	0	1039	0	0																						
132107			12217	818	3	0	11420	24	0																						
132451			1177	0	1	0	1176	0	0																						
132554			5801	50	31	0	5775	55	0			0	0																		
132778			341	0	1	0	365	25	0																						
132938			705	28	2	0	675	0	0																						
133579			4897	0	29	0	4875	7	0			0	0																		
133850			14002	30	68	0	14296	392	0																						
133971			3574	-254	47	0	3781	0	0																						
134156			1906	45	25	0	1842	6	0																						
134437			10017	-3500	4889	0	8838	210	0			0	0																		
134455			1084	30	9	0	1070	25	0																						
134848			1737	0	0	0	1771	34	0																						
135836			2684	0	44	0	2660	20	0																						
135854			942	0	0	0	942	0	0																						
136048			770	0	6	0	798	34	0																						
136338			2419	58	25	0	2368	32	0																						
136459			306	0	0	0	306	0	0																						
136655			773	0	13	0	788	28	0																						
137205			24492	-91	90	0	24593	100	0																						
137447			2880	0	2	0	2879	1	0																						
137456			985	110	2	0	874	1	0																						
137559			2064	0	0	0	2064	0	0																						
137643			1164	15	4	0	1151	6	0																						
137652			4000	-6	6	0	4000	0	0			0	0																		
137915			81058	861	1383	0	79732	918	0				0																		
138051			1758	0	1	0	1757	0	0																						
138257			452	0	1	0	451	0	0																						
138556			449	0	5	0	455	11	0																						
139133			2205	43	37	0	2129	4	0				0																		
139478			5320	95	15	0	5235	25	0																						
139553			12981	150	37	0	12803	9	0																						
139656		0	55525	-5871	226	0	33709	291	27752			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	
139740			30008	500	72	0	29436	0	0				0																		
139834			385	0	2	0	411	28	0																						
139843			17904	1200	49	0	17737	1082	0				0																		
139955			788	0	0	0	840	52	0																						
140157			2754	0	2	0	2753	1	0																						
140362			24430	0	290	0	24609	469	0			0	0																		
140634			346	16	0	0	331	1	0																						
141211			4353	125	6	0	4268	46	0																						
141341			3510	90	11	0	3420	11	0																						
141350			468	30	25	0	425	12	0																						
141556			86016	1000	3236	0	94276	12496	0				618																		
141677			169	-4	0	0	173	0	0																						
141958			600	30	10	0	576	16	0																						
142049			1482	0	2	0	1480	0	0																						
142179			314	15	0	0	304	5	0																						
142955			7368	240	28	0	7423	323	0																						
143372			1004	80	4	0	939	19	0																						
143662		0	311283	526	3270	0	328401	20914	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-526	0	
143859			2946	175	6	0	2765	0	0																						
143952			2321	0	1	0	2320	0	0																						
144034			2675	2	8	0	2665	0	0																						
144052			4234	66	28	0	4148	8	0																						
144155			3390	0	76	0	3314	0	0				0																		
144678			1900	-172	203	0	1900	31	0																						
144856			2318	40	0	0	2278	0	0																						
144913			2255	0	1	0	2258	4	0																						
145059			628	0	0	0	631	3	0																						
145545			4391	207	3	0	4279	98	0																						
145554			2528	24	8	0	2498	2	0																						
145741			1293	0	3	0	1290	0	0																						
145844			3974	-174	196	0	4073	121	0																						
146056			703	12	2	0	736	47	0																						
146663			14846	2000	8	0	12838	0	0																						
