"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
7456														226		92	0					35	99	0							
7634														119		2	0					47	70	0							
8033														4855		3260	0					815	780	0							
8462														94		0	0					55	31	8							
8631														839		723	0					14	102	0							
9357														7038		6720	0					60	258	0							
9553														1182		0	0					67	1115	0							
9807														12730		6470	0					866	4656	738		588	5587				
9955														605		346	66					25	168	0							
10250														2427		1964	0					129	334	0							
10849														561		46	0					58	457	0							
11145														3333		1433	0		903	530		73	1827	0				Great Lakes Capital Fund	Differed Revenue		
11640														2708		1493	0					306	909	0							
11837														231		100	0					14	117	0							
12030														2999		2471	0					127	401	0							
12142														6398		6149	0					100	149	0							
12311	1694116	0	1221407	195668	506964	0	0	0	236797	38448	0	0	0									1796									
12647														229		0	0					41	188	0							
12656														92		46	0					7	39	0							
12946														16982		11545	0					414	5023	0							
13103														48059		43983	0		34534			228	3826	22				Defined Benefit Retirement Plan Liability			
13251														324		318	0					6	0	0							
13457														205		195	0					4	6	0							
14155														1079		749	0					64	266	0							
14650														507		278	0					10	219	0							
14753														192		0	128					40	24	0							
14865														3561		2933	0					51	552	25							
14977														124	0	37	0	37	0	0	0	14	73	0	0	0	0				
16551														858		398	0					137	323	0							
17110														8329	0	766	0	0	193	384	0	42	7448	73	0	0	0	DEFERED RENT LIABILITY	DEFERED TENANT IMPROVEMENT LIABILITY		
17147														195599	0	68075	0	0	0	0	0	451	106573	20500	0	49182	0				
17259														1809		1583	0					24	202	0							
17950														3226		1363	933					145	649	136							
17978														504		201	140					3	160	0							
18050														3225		2187	0					151	887	0							
18827														10329		6061	0					147	4106	15							
18836														2550		1184	0					80	1286	0							
18854														5058		2528	0		995	720		192	2338	0				Dividends Payable	Cashier's Checks		
19356														436		248	0					33	155	0							
19936														1610		1563	0					32	15	0							
19972														1142		1081	0					1	60	0							
20053														467		192	0					105	170	0							
20633														3176		1931	0					64	1130	51							
20857														205		0	0					43	162	0							
21256														7		0	0					7	0	0							
21359														365		272	0					10	83	0							
21658														1381		1010	0					83	288	0	1010						
22048														1861		1489	0					150	222	0							
22543														1946		713	601					14	618	0							
22552														982		336	0					132	514	0							
22730														1326		268	671					8	357	22							
23456														530		28	0					258	244	0							
23504														175589	0	118257	0	0	0	0	0	255	47439	9638	0	28914	71249				
23643														243		75	0					127	41	0							
23755														2014		1078	151					28	757	0							
24006														18405		15104	0					61	3240	0							
24378														268		161	0					1	106	0							
24453														2553		1248	0					38	1267	0							
24659														347		105	0					22	220	0							
24668														5700		3704	0					453	1543	0							
24949														5286		3397	0					163	1726	0							
25357														421		0	0					110	311	0							
25647														11914		10190	0		2086	7693		181	1543	0				Unearned SBA Fees	Forgiven SBA Loans		
26176														5163		1044	0					28	4047	44							
26457														51		0	0					22	29	0							
26765														8613		189	458					383	5817	1766							
27070														5447		1718	1515					287	1927	0							
27548														6678		1288	834					120	4436	0							
27614														3331		1670	26					85	1550	0							
27847														3803		2605	0					226	972	0							
28013														34767		27506	0		7645			703	4856	1702				federal tax			
28152														1679		1633	0	42				16	30	0	742	777					
28675														1427		1	917					8	501	0							
28732														1293		1043	0					55	195	0							
29476														444		335	8					75	26	0							
29636														14538		9736	0					432	4370	0							
29878														26325		25698	0		27	5879		0	627	0	19792			Abandoned Property	Minimum Liability Pension		
30052														179		29	19					25	106	0							
30502														24358		19894	953					65	3301	145							
30650														789		1	413					105	270	0							
30810	3518306	0	778507	0	0	648660	0	0	2628626	37400	0	0	0									73773						Merchant Settlement			
31134														1616		1191	171	114	544	350		110	144	0				Index Liability Plan	Split Dollar Ins Liability		
31255														7852	0	3331	0	0	1709	1589	0	58	4463	0	0	0	0	4 municipal loans purchased in Mar settles in Apr	Factored loans collected reserves		
31657														145		83	0					27	35	0							
31826														3567		3064	0					158	345	0	1441						
31835														6338		3698	0					104	2536	0							
32234														3101		916	0					33	2152	0							
32766														1817		640	954					3	194	26							
32971														3222		2493	0					58	671	0							
33147														974		208	0					165	601	0							
33259														3887		2066	0					815	1006	0							
33268														345		214	0					30	101	0							
33370														229		229	0					0	0	0							
33839														161		24	79					9	49	0							
33857														6393		0	0					459	5934	0							
34434														1050		747	0					177	126	0							
34537														90062		66916	0					946	20039	2161			27811				
34555														2620	0	2351	0	0	0	0	0	269	0	0	2351	0	0				
34742														4148		2679	0					149	1320	0							
35057														1466	0	1136	26	0	1010	0	0	48	256	0	0	0	0	PPP Fees in Process			
35301	24277000	0	21768000	429000	0	8615000	6757000	0	2065000	15000	0	0	0									0						Collateral deposits	Obligation To Return NonCash Collateral Received		
35570														351431	0	257471	0	0	0	0	0	2533	74845	16582	0	0	207653				
35646														560		351	127					63	19	0							
35879														1209		369	0					197	643	0							
36456														578		368	0					42	168	0							
36933														1131		511	2					168	450	0							
37051														148		28	0					95	25	0							
37341														408		290	0					75	43	0							
37435														4283		544	0					199	3540	0							
37640														52650	0	18990	1610	5043	0	0	0	528	31522	0	0	0	6619				
37659														762	0	740	0	0	0	0	0	11	11	0	740	0	0				
37949														314		48	0					39	227	0							
38740														798		52	0					78	668	0							
39327														2222		1386	428					26	382	0							
39756														5449		2544	0		2481			142	2763	0				ACCRUED SALARY CONTINUATION			
40033														608		577	0					6	25	0							
40499														105267		81311	0					35	23921	0	41189		25571				
40855														719		332	0					172	215	0							
41553														518		0	0					12	506	0							
41629														1014		150	0					89	775	0							
41825														5356		2717	0					67	1721	851							
41955														23		0	0					5	18	0							
42037														164		2	0					23	139	0							
42354														801		653	0					17	131	0							
42372														2532		2274	0					12	246	0							
42420														124750	12289	97630	0					230	22575	4315		34919	45284				
42448														6226	0	2004	0	0	696	0	0	1856	1977	389	0	0	0	OTHER PAYABLES			
42457														178		0	0					18	160	0							
43052														833		235	0					46	552	0							
43351														1227		179	0					447	601	0							
43856														662		639	0					6	17	0							
43959														702		2	291					183	221	5							
44040														1550		5	0					50	1495	0							
44433														2189		1372	0	285				66	416	335		999					
44741														2709		578	541					34	1556	0							
44750														369		191	0					121	57	0							
44929														1303		4	1143					42	114	0							
45038														310	0	83	0	0	0	0	0	50	177	0	0	0	0				
45047														1316		958	0					57	301	0							
45056														249		23	151					10	65	0							
45430														3862		3756	0					40	66	0							
45458														1650		1091	193					44	322	0							
45551														7066		4793	0					250	2023	0							
45560														17453		13111	0					490	3852	0	8397						
45775														4293		4285	0					6	2	0							
46053														2977		2596	0					167	214	0							
46941														530		0	0					59	471	0							
47247														10684		3174	1100		2204			91	6319	0	970			Deferred Revenue			
47256														155		0	0					29	126	0							
47452														402		354	7					23	18	0							
47500														2295		334	1164					2	637	158							
48057														2227		2008	0					97	122	0							
48150														86		0	43					38	5	0							
48374														11300		7446	0					508	3346	0							
48440														1644		1579	0					65	0	0							
49054														1901		1246	0					88	567	0							
49148														1693		1559	14					15	105	0							
49241														7971		6623	0					181	1167	0							
49652														871		41	375					30	425	0							
49858														1052		771	0					84	197	0							
49951														307		178	4					33	92	0							
50144														1442		0	0					171	1271	0							
50461														650		89	0	39	46			44	417	100				OREO Security deposit			
51253														9561	0	2932	0	0	1717	0	0	504	6125	0	0	0	0	Deferred Gain on Sale of ORE			
51356														62		0	0					38	24	0							
51459														1608		921	120					34	533	0							
51842														5163		2280	0		815			403	2480	0	1133			PPP Deferred Fee Inc			
52719														3170983	0	3107712	0	0	1938947	1147182	0	0	63271	0	0	0	0	Participant Fund Cash	Payable to Participants		
52951														1117		312	0					97	708	0							
53051														31		0	0					24	7	0							
54058														651		202	0					354	95	0				ATM Clearing			
54656														5967	0	1231	1858	0	0	0	0	2268	610	0	1060	0	0				
54973														114252		51278	0					211	59863	2900	19690		24398				
55336														1585		778	162					60	585	0							
55635														790		268	0					58	464	0							
55653														382		83	0					15	284	0							
55970														1722		347	0					2	1323	50							
56258														465		265	0					40	160	0							
56351														22088		4082	0		3164			351	17181	474				Management incentive accruals			
56548														5262		31	0					548	4683	0							
56717														13362		7315	0					121	5926	0							
57040														298	0	0	0	0	0	0	0	74	224	0	0	0	0				
57451														3694		0	1020					715	1959	0							
58225														529		26	0					122	381	0							
58243														79719		57845	0	4518		8449		717	20057	1100	683	26768			Deferred Liability - NMTC		
58355														105		48	0					27	30	0							
58551														1171		994	0					148	29	0							
58636														5583		1819	0					79	3685	0							
58757														3834		3377	0					176	281	0							
58971														101244		68405	0					485	31354	1000	28042						
59316														17196		9860	0					1328	6008	0							
59352														1283		12	204					120	947	0							
59370														414		192	0					1	221	0							
59754														11		0	1					3	7	0							
60143	1326000	0	856000	0	0	382000	0	0	439000	30000	0	0	365000									1000						Pension plan liability			
60330														3010	0	2312	0	0	0	0	0	79	619	0	1340	0	0				
60545														844		383	0					283	178	0							
60554														58		8	0					6	44	0							
60648														2499		1589	0					41	869	0							
61122														23918		21870	0					153	1781	114	11244		3035				
61355														11130		61	0					510	10277	282							
61476														3621		254	822					1	2217	327							
61757														3796		2962	0		2886			174	660	0	47			PPP Deferred Fee Income and Loan Payoff			
61832														3303		2216	836					67	184	0				Contracts Payable	Deferred Fee Income		
61953														95		12	0					9	74	0							
62044														418		406	0					11	1	0							
62110														2340		548	0					0	1792	0							
62147														151		11	0					8	132	0							
63050														5738		4509	0					28	1201	0							
63069	1602154	0	1218036	0	0	0	0	0	335771	48230	0	0	635032									117									
63201														1052		665	74					14	253	46							
63573														2424		1677	0					20	727	0							
63733														4805		2322	0	40	818			407	2061	15	1373		20	Cardholder Settlement Debit Cards			
63742														3394		833	0					158	2111	292							
63751														4		0	0					4	0	0				ORE CONTRACT PAYMENTS			
64150														489		448	0					41	0	0							
64552														5926		2931	1772	547				43	1180	0	1490			CDFI Award - DPA			
64730														870		734	0					22	114	0							
65205														10644		6743	256					3	3642	0							
65513	2473	0	406	0	406	0	0	0	2028	0	0	0	0									39									
65559														6806		4714	0					106	1986	0	4653						
65746														7752	0	4451	230	138	0	0	0	547	2524	0	3691	0	0				
65858														7177		737	0					275	6165	0							
66154														2169		12	0					71	2086	0							
66275														704		458	0					68	178	0							
66677														3031		929	784					1	1317	0	685	44	170				
67142														278		34	0					62	182	0							
67151														10528		9307	0					159	1062	0							
67209														14152		9508	0					17	4216	411							
67254														110		0	0					0	110	0							
67656														26958		10493	0		8681			190	14171	2104				NET DEFERRED ANNUAL FEE			
67870														6032		5343	0					12	677	0							
68671														575		352	0					89	134	0							
68756														5571	0	4682	0	0	1597	0	0	195	694	0	2217	0	0	Deferred PPP Loan Processing Fee			
68831														1185		339	267					29	550	0							
69333														3728	0	0	0	0	0	0	0	154	3574	0	0	0	0				
69678														820		119	0					14	687	0							
70218														1813	0	1365	0	0	0	0	0	63	304	81	0	0	1364				
70414														1164		59	0					92	1013	0							
70638														777		99	0					219	459	0							
70955														140		0	61					12	67	0							
71073														144		38	0					21	85	0							
71457														812		78	0					114	620	0							
71859														1608		0	0					95	1513	0							
72258														1411		0	0					405	1006	0							
72351														364		172	0					39	153	0							
72454														252		0	0					114	138	0							
72678														3742		450	970					11	2311	0							
73116														6377		300	0					9	6068	0							
73152														1034		966	0					28	0	40							
73554														533		1	394					52	86	0							
73956														135		101	0					22	12	0							
74056														970		463	382					34	91	0							
74140														12339		8490	965					375	2509	0	7685						
74403														6311		2076	0	880		78		80	4013	142	952				ATM Settlement	SERP	
74449														16		8	0					8	0	0							
75259														4015		3194	0					247	574	0							
75446														2500		775	335					188	1202	0							
75455														44		0	0					29	15	0							
75633	2177264	0	1270348	0	486486	0	0	0	695153	176487	0	0	672191									35276									
75651														127		0	49					50	28	0							
76153														210	0	31	130	31	0	0	0	28	21	0	0	0	0				
76443														270		26	0					9	235	0							
76854														2194		124	0					70	2000	0							
77150														186	0	0	0	0	0	0	0	47	139	0	0	0	0				
77253														1491		1337	0					49	1	104							
77422														2682		2480	0					63	139	0							
77851														45526	0	28224	0	0	0	0	0	1743	15559	0	19624	0	0				
78157														141		77	0					3	61	0							
78241														226		0	0					30	196	0							
78559														377		197	0					10	152	18							
79042														1117		659	0	466				42	416	0	48						
79127														471		309	0					18	123	21							
79145														2658		1088	0					203	917	450							
79257														65		0	0					11	54	0							
79855														527		0	0					117	410	0							
80150														2307		1587	398					154	168	0							
80374														681		0	258					0	423	0							
80431														241		0	0					68	173	0							
81175														4518		2188	0					133	2197	0							
82033														812		280	0		248			44	488	0				Accrued Retirement Plan			
82257														696		611	0					9	19	57							
82350														962		794	89					19	60	0							
82659														238	0	0	0	0	0	0	0	131	107	0	0	0	0				
83151														891		14	0					258	619	0							
83236														56		51	0					5	0	0							
83375														3227		1770	0					186	1271	0							
83638	110999	0	84627	0	0	0	0	0	22319	1952	0	23715	55005									2101									
83834														2101		1738	0					29	334	0							
83852														81		11	8					23	39	0							
83955														112		0	26					86	0	0							
84046														22		3	0					15	4	0							
84541														7996		5085	0					320	2591	0							
84804														243		131	0					8	104	0							
85052														917		0	444					220	253	0							
85472														182704		120047	0		57560			308	59785	2564				Due to Brokers			
85931														2396		1609	0					205	582	0							
86349														4462		3622	0					46	794	0							
86675														2993		654	0					17	1934	388							
87047														769		450	140					54	125	0	433						
87159														249		181	0					65	3	0							
87234														5166		3053	369					545	1184	15							
87476														621		0	0					3	530	88							
87579														6328		4255	0		866			61	2012	0	2918			ATM Settlement Account			
88231														25455		9325	0					82	16048	0							
88259														619		543	0					71	5	0							
88352														477		312	0	312				66	99	0							
88455														4119		187	1600					112	2220	0							
88950														100		2	0					47	51	0							
89032														1000		0	158					200	642	0							
89135														2124		1967	0					19	138	0							
89854														796		580	0					100	116	0							
89957														874		0	0					91	765	18							
90047														73		1	11					32	29	0							
90177														1044		232	369					0	443	0							
90328														4868		3288	0					143	1401	36							
90337														3956	0	3147	0	0	0	0	0	330	479	0	3108	0	0				
90579														3890		2973	0					12	881	24							
91615														280		55	51					30	144	0							
91754														5182	0	2375	505	105	0	0	0	1189	1113	0	2233	0	0				
91950														1184		1154	0					10	20	0							
92144														163		0	142					19	2	0							
92676														4680		2818	0		2240			16	1836	10				Liability for Pension & Postretirement benefits			
92706														4339		4208	0					19	52	60							
92902														25		14	11					0	0	0							
93244														372		0	0					187	185	0							
93543														4072		2450	0					263	1359	0							
93619	680	0	186	0	186	0	0	0	494	0	0	0	0									0									
94139														9705		7423	0					127	2000	155							
94522														5566		4227	0					235	1104	0							
94755														369		310	0					59	0	0							
94858														486		286	0					101	99	0							
95051														27067	0	10648	0	3216	0	0	0	54	16365	0	6837	0	0				
95677														355		335	0					0	0	20							
96553														515		4	223					48	240	0							
97055														383		14	0					131	238	0							
97279														526		202	147					44	133	0							
97457														122		0	0					69	53	0							
97804														17346		5316	0					40	11671	319							
97943														2315		1273	158					223	661	0							
98351														1653		1021	330					33	269	0							
98463														8772		1613	0					1	6906	252							
98717														1230	0	81	0	0	0	0	0	760	386	3	0	0	0				
99143														4264		3848	0					93	323	0							
99376														21200		3622	0	688	674	450		317	16206	1055		1809		Deferred Revenue	Reps and Warranty Reserves	Miscellaneous Liabilities	
99442														2200		1395	0					417	388	0	1323						
99536														14095		11966	0					1102	1027	0							
99853														121		117	0					4	0	0							
100236														5139		4337	0					84	718	0							
100357														9673		9567	0					97	9	0							
100562														131392	0	97090	0	0	46984	0	0	650	30072	3580	0	0	27780	SERP & MPL			
100777														3653		3042	0					521	90	0							
100843														7223		6562	0					46	540	75							
101019	167513	0	132316	0	0	78912	11189	10260	33250	728	12355	6388	0									1219						Securities Pending Settlement	Pension and Post Retirement Medical	Acceptances Executed	
101037														4366		2738	0					549	1079	0							
101439														651		425	0		222	203		66	160	0				ATM SETTLEMENT PAYABLE	DEFERRED SBA PPP LOAN FEES		
101671														9748		8737	0		2707			23	988	0	2661			deferred commercial loan fees			
101738														1121		397	484					42	198	0							
101952														795		0	0					15	780	0							
102333														163		0	50					33	80	0							
102342														1764		921	60					414	369	0							
102539														53		38	0					15	0	0							
102557														755		492	109					56	98	0							
102874														1826		1272	0	1261				138	416	0							
103134														93		0	12					20	61	0							
104234														1309		756	326		403	214		23	204	0				Accrued PPP Loan Fees	Deferred Fees on Loans		
104542														278		192	0					86	0	0							
104971														21		6	0					0	15	0							
105026														2989		1614	0					182	1175	18							
105473														20699		8294	0					48	11936	421							
105530														3782		3370	0					32	380	0							
106359														8192		3828	0		1318			159	3205	1000		1089		Unearned revenue			
106452														2118		982	0					18	951	167							
106676														77		3	0					28	45	1							
107244														493090	0	255367	99146	0	0	0	0	4288	60059	74230	0	0	68874				
107459														27		0	0					10	17	0							
107570														4528		2050	0					40	2438	0							
107758														383		328	0					16	39	0							
108072														755		65	0					5	643	42							
108269														2136		2130	0					5	1	0							
108652														172		169	0					3	0	0	81						
108746														613		548	0					20	45	0							
108951														5786		2783	223					448	2332	0							
109136														1333		838	0					207	288	0							
109154														466		278	0					46	142	0							
109453														1093		713	119					102	159	0							
109574														3406		1846	0					7	1553	0							
109659														4523		4336	0					71	116	0							
110413														2199		648	0					15	1536	0	648						
110936														2821		370	0					99	2036	316							
110945														464		0	0					28	436	0							
110972														121		9	60					17	35	0							
111157														615	0	293	259	50	65	0	0	26	37	0	178	0	0	DDA Suspense			
111205														3524		67	0					19	1990	1448							
111942														3256		2157	0					52	1047	0							
111979														4913		748	0					66	4099	0							
112163														25355		23011	0					438	1906	0			14485				
112332														329		279	0					39	11	0							
112444														272		0	0					127	145	0							
112510														377		0	0					26	351	0							
112556														811		390	46					36	339	0							
112837	8726650	0	7175052	0	0	0	0	0	1324240	186923	0	0	0									40435									
113003														32409		6946	22586		4544	2115		2	2875	0	286			Pension 87	Fasb 106		
113030														404		0	0					104	300	0							
113441														8120		2124	0					93	5903	0							
113601														5637		3115	0					134	1247	1141							
113740														1462		0	0					88	1374	0							
113937														1552		0	0					86	1466	0							
114149														2728		58	58					63	2549	0							
114251														448		272	0					54	122	0							
114260														19541	0	1965	3255	0	0	0	0	185	13036	1100	0	0	1563				
114457														1202		1116	0					52	34	0							
114774														1172		6	886					23	257	0							
114840														1654		492	0					49	1113	0							
114859														148		0	18					17	113	0							
115146														256		46	0					66	144	0							
115575														5695		3894	0					0	1392	409							
116358														78		15	0					32	31	0							
116554														493		471	22					0	0	0							
116741														177		0	47					45	85	0							
117038														2296	180	1084	0	0	7	0	0	291	921	0	897	0	0	DEALER RESERVE			
117074														4587		4468	0					1	118	0							
117458														5828		3494	0					122	2187	25							
117775														4368	0	3734	0	51	3683	0	0	7	627	0	0	0	0	Factor Reserve			
118156														3423		1738	302					273	1110	0							
118660														212		0	0					0	212	0							
118736														2486		1895	60					51	480	0							
119153														443		350	0					23	51	19	115						
119528														18568		6911	0					430	11227	0							
119779														6953		0	0					0	6810	143							
119872														2499		2387	0					4	61	47							
120476														212		48	0					31	133	0							
120542														316		10	0					212	94	0							
120609														25515		23076	0					1	2135	303							
120953														1573		2	880					127	564	0							
121642														13884	0	1131	0	0	0	0	0	2258	10495	0	0	1131	0				
121651														2696		841	14					100	1741	0							
121914														1415		1295	0					78	42	0							
122153														247		0	109					21	117	0							
122546														139		32	0					42	65	0				Credit Life	ATM clearing	Bill Pay	
122854														79841		54251	0					1086	23391	1113		14304	22218				
123075														237		112	0					55	70	0							
123374														42		1	0					25	16	0							
124344														3712		1628	0					404	1680	0							
124830														1180		695	230					77	178	0							
125154														9034		5858	0		5858			30	3146	0				RETIREMENT BENEFIT OBLIGATION			
125471														641885		530330	31480			276433		597	72729	6749				Credit balance due - factors	CRA LIHTC Payable	Other Liab. - Operating Lease Liablitiy	
125855														3461		0	0					48	3413	0							
125873														124		15	0					0	109	0							
126012														9201		6448	406					10	2337	0							
126049														92		0	0					30	62	0							
126375														770		469	0					95	206	0							
126553														880		540	0					17	323	0							
126834														5838		7	3370					916	1545	0							
127055														257		0	0					76	181	0							
127224														810		0	0					85	725	0							
128258														36		0	5					15	16	0							
128904														329228		202535	0					84	117423	9186			82910				
129349														1630		1241	28					80	244	37							
129358														540		120	10					36	374	0							
129479														5886		3489	0					24	2256	117							
129732														59036	0	26701	0	12755	0	0	0	330	30237	1768	0	0	12273				
129853														679		192	97					88	302	0							
129910														2960		1484	0					237	1239	0							
130345														5684		1023	0					71	4590	0							
130541														26681		13691	1325	5329				624	11041	0	379						
130813														3584		3095	47					112	330	0							
131034														4130		3749	0					129	172	80							
131173														5289		2795	0					358	2136	0							
131436														3314	0	2561	0	0	0	0	0	19	734	0	2204	0	0				
131650														63874		38357	0					2056	21117	2344			22958				
131717														360	0	80	0	0	0	0	0	15	265	0	0	0	0				
131940														254		202	0					35	17	0							
132107														17805		7968	0					307	8750	780							
132451														66		15	17					23	11	0							
132554														9751	0	7308	0	0	0	0	0	168	2275	0	846	0	0				
132778														548		365	0					3	179	1							
132938														196		26	0					97	73	0							
133579														9498	1100	9457	0	1	1846	0	0	11	30	0	1550	0	0	POST RETIREMENT PLANS			
133850														13348		197	2163					313	10675	0							
133971														6962		6073	0					41	848	0							
134156														953		58	561					56	278	0							
134437														10302	0	7648	0	0	0	0	0	494	2160	0	6510	0	0				
134455														972		717	0					59	196	0							
134848														1490		821	18					124	527	0							
135836														589		0	0					36	553	0							
135854														183		31	39					83	30	0							
136048														1124		784	0					95	245	0							
136338														4937		1042	0					84	3811	0							
136459														455		118	277					34	26	0							
136655														584		349	0					121	114	0							
137205														13931		6865	0					37	5296	1733							
137447														4405		1885	993					90	1437	0							
137456														231		0	0					19	212	0							
137559														341		190	0					90	61	0							
137643														946		233	384					61	268	0							
137652														40763	0	21259	2637	0	13277	0	0	4	16863	0	0	0	0	A/P Refi's			
137915														90321		12947	62409		4217			224	12852	1889				Accrued expense & other payables			
138051														359		0	80					104	175	0							
138257														38		0	0					25	13	0							
138556														1157		1075	0					31	51	0							
139133														2282		1703	0					56	523	0	1681						
139478														1298		322	0					1	890	85							
139553														5489		821	237					130	4301	0							
139656														28146	0	16276	0	7622	0	0	0	733	10184	953	0	0	0				
139740														35194		28856	0					419	5919	0		15662	7326				
139834														222		0	12					70	140	0							
139843														27304		20002	2449			9355		182	4671	0				LIH Commitment	Commitment to Purchase Securities		
139955														254		162	3					27	62	0							
140157														1055		24	831					76	124	0							
140362														15117	0	7844	0	0	0	0	0	27	6639	607	0	3992	3492				
140634														102		27	0					60	15	0							
141211														9387		8051	0					363	973	0							
141341														1982		1004	0					19	920	39							
141350														1260		1217	0					43	0	0							
141556														17890		13076	0		9041			2520	1532	762				INVESTMENT SOLAR/HISTORIC TAX CREDITS			
141677														716		300	0					6	410	0							
141958														375		0	0					77	298	0							
142049														464		0	0					72	392	0							
142179														1869		1416	0					12	441	0							
142955														4620		3765	0					144	711	0							
143372														847		727	0					4	116	0							
143662														392930		297521	0					861	74919	19629			108529				
143859														571		106	18					206	241	0							
143952														195		4	0					14	177	0							
144034														2858		1435	0					66	1357	0							
144052														2694		1321	222					98	1053	0							
144155														2346		0	0					14	2332	0							
144678														4663		4488	0					1	174	0							
144856														3725		1038	0					81	2606	0							
144913														3248		2776	0					472	0	0							
145059														946		707	110					82	47	0							
145545														3357		2913	0					161	283	0							
145554														690		4	0					9	677	0							
145741														570		0	0					246	324	0							
145844														1680		0	0					158	1522	0							
146056														59		20	0					6	33	0							
146663														4186		2739	0					85	1227	135							
146672														578719		351053	0		171753			1024	202720	23922				Collateral liability			
147651														36		2	0					12	22	0							
147679														4160		203	0					51	3888	18							
147857														466	0	11	0	3	0	0	0	255	200	0	0	0	0				
147923														1243		717	0					37	489	0							
148171														848		660	0					5	143	40							
148238														1448		940	0					88	420	0							
148340														417		151	55					53	158	0							
148470														7789		7160	0					3	626	0							
148715														450		61	121					8	260	0							
148809														10111		4560	0					0	5551	0							
148920														87		0	0					11	76	0							
149150														828		93	158					22	555	0							
150035														13974		11527	0					590	1857	0	5054						
150044														7272		4662	0					37	2573	0							
150156														12		0	0					12	0	0							
150727														3374		467	0					217	2690	0							
151546														448		0	0					90	358	0							
151957														2245		66	971					99	1109	0							
152057														2034		0	52					19	1963	0							
152253														309		1	0					117	191	0							
152431														908		91	2					54	761	0							
152440														588		364	0					161	63	0							
153054														813		142	0					48	623	0							
153353														4567		3494	0					283	790	0							
154154														4832		3146	249					94	1150	193							
154770														12686		9741	0					61	2309	575							
155759														109		85	0					24	0	0							
156457														146		0	0					140	6	0							
156635														671		0	407					46	218	0							
156970														335		37	0					37	261	0				2430 - Borrowers Deposit			
157155														880		626	47					12	195	0							
157379														162		105	0					0	57	0							
157650														850	0	560	0	0	400	0	0	22	268	0	0	0	0	PPP Deferred Loan Fees			
157744														2490		1886	0					41	563	0							
157856														73		68	0					3	2	0							
158376														188		119	0					30	39	0							
