"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
42354																					100	0	5525		209				674					0		4542	0	0				
42372																					213	911	8962		530				979					0		6329	0	0				
42420																				833	13445	19963	352832	11859	64201				30196	33556				0		140077	77413	7537				
42448																				3	5916	1104	36935	1721	3027	878	0	0	9715	0	261	0	0	0	0	17173	0	0	DUE TO FIRST PARAGOULD BANKSHARES			
42457																					690	0	1280		159				431					0		0	0	0				
43052																					1615	187	6380		102				452					0		4024	0	0				
43351																					811	71	6013		394				2311					0		0	1289	1137				
43856																					806	102	2590		68				180					0		1434	0	0				
43959																					235	0	1065		204				626					0		0	0	0				
44040																					1603	234	11709		294				2643					0		6935	0	0				
44433																					2350	3447	7929	468	583				1549					0		0	0	0				
44741																					1643	0	4298		934				1721					0		0	0	0				
44750																					1003	370	7043		100				476					0		3395	0	1699				
44929																					1237	0	4557	301	307				398					0		880	0	1735				
45038																				0	174	363	3491	0	217	0	0	0	761	0	157	0	0	0	0	1976	0	0				
45047																					560	0	2090		350				1180					0		0	0	0				
45056																					213	0	1096		199				684					0		0	0	0				
45430																					664	509	5528		200				347					0		2272	0	1536				
45458																					1720	0	5035		275				1069					0		1913	58	0				
45551																					3062	2066	28331		4533				6438					0		9232	0	3000				
45560																					4710	0	56941	8027	15687				6547	3928				0		26097	0	3900				
45775																					393	968	6115		224				380					0		4150	0	0				
46053																					2184	0	9598		269				1081					0		5752	0	312				
46941																					538	0	5630		128				527					0		1656	0	2781				
47247																					3990	0	27285	553	7736	1979			2074	2170	109			0		13485	0	0	Lender Reserve Acct Receivable			
47256																					80	125	383		90				88					0		0	0	0				
47452																					36	0	271		49				186					0		0	0	0				
47500																					1373	0	13879		1140				1021					0		10345	0	0				
48057																					616	39	3439		117				886					0		1781	0	0				
48150																					253	0	1206		27				210					0		716	0	0				
48374																					12403	0	45466		7588				7555					0		16825	0	1095				
48440																					547	155	5070		73				586					0		3709	0	0				
49054																					1091	0	3406		1273				1042					0		0	0	0				
49148																					223	0	3342		86				511					0		2522	0	0				
49241																					9214	2282	43137		1896				4771					0		18255	0	6719				
49652																					1989	0	8116		242				864					0		5021	0	0				
49858																					1051	93	5092		252				293					0		3403	0	0				
49951																					312	0	4751		543				1115					0		2781	0	0				
50144																					346	422	4531		93				343					0		3327	0	0				
50461																					0	1523	1698	44	44				131					0		0	0	0				
51253																				0	2662	943	14851	1489	2012	0	0	0	3791	0	0	0	0	0	0	5443	0	0				
51356																					0	0	197	51	51				146					0		0	0	0				
51459																					2457	0	8790		124				1612					0		4597	0	0				
51842																					204	3511	9445	330	606				1429					0		3695	0	0	Freddie Mac Prepaid Funds			
52719																				0	6402	22453	79235	0	50380	0	0	0	0	0	0	47805	0	0	0	0	0	0				
52951																					640	1246	4848		367				2595					0		0	0	0				
53051																					5	0	376		69				302					0		0	0	0				
54058																					2118	6	5482		153				3205					0		0	0	0				
54656																				0	3621	0	23633	240	1541	1201	0	0	6846	0	0	0	0	0	0	7699	0	3926	Income Tax Payable			
54973																					90792	7627	328655		43034	27100			24381					0		162821	0	0	Prepaid Pension Benefit			
55336																					2193	0	7996		841				1963					0		2999	0	0				
55635																					258	381	1546		452				455					0		0	0	0				
55653																					474	17	787		29				267					0		0	0	0				
55970																					695	1315	19517		946				1214					0		11344	0	4003				
56258																					8	0	3967		168				1291					0		2500	0	0				
56351																					8397	1162	76342	3297	5564				8146		200			0		53073	0	0				
56548																					2391	1483	14452		621				1185					0		8772	0	0				
56717																					4620	3188	38510		6276				2969					0		17266	0	4191				
57040																				0	273	521	2226	425	425	0	0	0	1007	0	0	0	0	0	0	0	0	0				
57451																					737	0	9953		653				2471					0		6092	0	0				
58225																					644	478	9670		504				1122					0		5765	0	1157				
58243																					31302	14469	234135	4101	57649	10265			13238	31944		7456		0		78724	38753	0	NMTC Receivable			
58355																					176	0	344		67				101					0		0	0	0				
58551																					0	0	8462		959				2113					0		4904	0	486	Warrants	FHLB STOCK	BANKERS BANCORP STOCK	
58636																					1503	1440	15322		1238				2327					0		2189	0	6625				
58757																					1612	658	6075		501				1186					0		2118	0	0				
58971																					10060	28835	108242		30835	11229			29597					0		8915	0	0	Pension Asset			
59316																					4043	8068	64319		6420				6317					0		29386	1555	8530				
59352																					118	0	9249		210				1528					0		7393	0	0				
59370																					261	588	11753		495				723					0		6804	0	2882				
59754																					271	0	2248		1372				62					0		543	0	0				
60143		555000	10000	3887000		1759000	1046000			191000					0		1344000	28000	0		555000																		Pension plan assets			
60330																				0	1660	374	21777	2693	3306	0	0	0	2376	0	0	0	0	0	0	6108	0	7953				
60545																					747	44	2370		2				1577					0		0	0	0				
60554																					215	0	1425		57				580					0		573	0	0				
60648																					764	686	9584		494				1130					0		5387	0	1123				
61122																					3654	8227	70417	1549	8291	2495			5985					0		44260	0	0	Lease Operating Asset			
61355																					4343	946	31651		4244				7080					0		15038	0	0				
61476																					4547	0	23634		708				1261					0		17118	0	0				
61757																					1440	441	8709	426	596			142	878					0		5354	0	0			Debit Card Settlement	
61832																					1204	0	13553	246	340				2037					0		5028	0	4944				
61953																					252	0	724		94				378					0		0	0	0				
62044																					401	131	1265		63				58					0		612	0	0				
62110																					126	249	430		54				1					0		0	0	0				
62147																					104	0	2497		337				394					0		1662	0	0				
63050																					25	925	6317		518				1508					0		3341	0	0				
63069	0	127787	161075	1658141	0	849404	491381	0	0	189243	0	0	0	0	0	0	100513	230119	0		127787																		Affordable Housing Investments commitment			
63201																					307	0	4351		1138				714					0		2192	0	0				
63573																					2638	2307	6929		575				1409					0		0	0	0				
63733																					3718	497	31935	1029	6241	3788			4853		281			0		11171	0	5455	Insurance Annuity Asset			
63742																					690	1755	15393		1380				1627					0		9941	0	0				
63751																					70	0	118	21	25				23					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																					947	0	5822		280				1195					0		3400	0	0				
64552																					550	0	14591		8572				914	2720				0		4555	0	0				
64730																					116	1423	2495		271				685					0		0	0	0				
65205																					1774	0	48071		1599				2146					0		28612	0	13940				
65513		375	516	4103	1234	1944				1268					0		0	0	0		375																					
65559																					1	1849	17112	374	542				3771		67			0		10949	0	0				
65746																				6	10308	0	30829	1150	4423	3021	0	0	3146	0	0	0	0	0	0	12952	0	0	FHLB LRA Receivable			
65858																					596	61	30288		8855				5829					0		13437	0	1510				
66154																					1381	167	6166		140				756					0		3722	0	0				
66275																					173	985	4866		359				1945					0		1404	0	0				
66677																					3023	0	11851	370	4106	1910			529	702				0		3872	0	321	FHLB MPP - Lenders Risk account			
67142																					2700	0	4141		508				933					0		0	0	0				
67151																					2394	0	6785		1345				3046					0		0	0	0				
67209																					3790	5122	30530		1219				3201					0		17198	0	0				
67254																					0	0	89		68				21					0		0	0	0				
67656																					1344	8191	19465		3826	1195			3410					0		2694	0	0	NEGATIVE CURRENT TAXES			
67870																					599	3546	17256		1283				873					0		10955	0	0				
68671																					452	0	2231		1322				457					0		0	0	0				
68756																				0	1619	0	15771	744	1232	0	0	0	3327	0	0	0	0	0	0	9593	0	0				
68831																					385	0	2796		0				673					0		1738	0	0				
69333																				0	4184	0	35861	1673	1915	0	0	0	2320	0	0	0	0	0	0	27442	0	0				
69678																					1469	132	6811		2122				3088					0		0	0	0				
70218																				0	83	141	2554	0	1992	1341	0	0	338	0	0	0	0	0	0	0	0	0	Right to use Asset			
70414																					2859	378	20827		1809				1611					0		12486	0	1684				
70638																					1866	0	10561		2225				2391					0		2840	184	1055				
70955																					0	0	308		95				213					0		0	0	0				
71073																					1329	321	5657		121				255					0		1230	0	2401				
71457																					4069	580	13258		866				2352					0		5391	0	0				
71859																					129	13	377		75				160					0		0	0	0				
72258																					0	0	3793		1204				2589					0		0	0	0				
72351																					38	0	462		97				327					0		0	0	0				
72454																					287	230	1170		186				467					0		0	0	0				
72678																					4364	0	21718		1194				1601					0		14559	0	0				
73116																					746	4075	13862		1096				1633					0		6312	0	0				
73152																					261	0	5073		67				878					0		3152	0	715				
73554																					1737	0	7798		837				2100					0		3124	0	0				
73956																					166	0	1484		22				325					0		971	0	0				
74056																					308	0	4829		1114				1204					5		2198	0	0				
74140																					17259	0	60719	2628	8981	2653			6422					0		24872	0	3185	Investment in Low Income Housing			
74403																				11	1487	1262	23828	1165	2932				2441		1143	8		0		15706	0	0		Rabbi Trust Asset		
74449																					25	0	104		44				35					0		0	0	0				
75259																					1984	1143	25824		2768				2488					0		16652	0	789				
75446																					4153	0	15503		462				3083					0		7805	0	0				
75455																					0	0	112		0				112					0		0	0	0				
75633	0	908558	323939	5992146	0	1257840	372426	0	0	318676	0	0	0	0	14	0	1254801	1816870	111448																				Operating Leases to Others			
75651																					480	0	2730		210				289					0		1751	0	0				
76153																				61	372	0	1212	36	255	0	0	0	472	0	0	0	0	0	0	113	0	0				
76443																					1373	0	2017		152				492					0		0	0	0				
76854																					1935	1178	15400		782				1881					0		6779	0	2845				
77150																				0	247	0	715	0	100	0	0	0	368	0	0	0	0	0	0	0	0	0				
77253																					1288	0	8963		496				1309					0		5870	0	0				
77422																					869	611	9714		3325				470					0		2272	0	2167				
77851																				0	19414	5498	104702	2497	6787	0	0	0	14263	0	0	0	0	0	0	58740	0	0				
78157																					100	0	412		151				161					0		0	0	0				
78241																					256	21	877		111				489					0		0	0	0				
78559																					296	5	982		163				518					0		0	0	0				
79042																					298	21	8801		2933				1338			2651		0		4094	0	117				
79127																					270	0	3436		243				364					0		2559	0	0				
79145																					1573	164	2919		271				911					0		0	0	0				
79257																					330	0	545		22				193					0		0	0	0				
79855																					310	165	1637		516				646					0		0	0	0				
80150																					542	0	14046		307				4795					0		6535	0	1867				
80374																					1771	0	9590		412				427					0		6980	0	0				
80431																					519	33	1233		43				638					0		0	0	0				
81175																					2957	466	11119		1846				2152					0		3698	0	0				
82033																					776	712	7162		228				540					0		4906	0	0				
82257																					106	33	376		23				214					0		0	0	0				
82350																					195	0	1673		125				230					0		1123	0	0				
82659																				0	326	0	2052	74	74	0	0	0	602	0	0	0	0	0	0	1050	0	0				
83151																					635	498	4248		172				704					0		2239	0	0				
83236																					0	28	413		146				239					0		0	0	0				
83375																					2462	0	35951		8728				4592					0		20169	0	0				
83638		56469	15142	364617		51696				22407	23596				0		218903	0	0		56469																					
83834																					893	0	4695		426				692					0		2684	0	0				
83852																					50	0	459		151				258					0		0	0	0				
83955																					171	0	2453		78				661					0		1543	0	0				
84046																					184	184	1597		34				371					0		0	824	0				
84541																					3358	0	27873		527				6852					0		7667	0	9469				
84804																					112	179	749		111				347					0		0	0	0				
85052																					877	0	3607		298				885					0		1547	0	0				
85472																					52199	52885	482545		80591				32322	27926				0		105926	113287	45335				
85931																					1592	319	5275		252				790					0		2322	0	0				
86349																					699	0	5639		3604				1336					0		0	0	0				
86675																					511	2050	18866		1106				3821					0		11378	0	0				
87047																					487	0	6260	115	115				764					0		4894	0	0				
87159																					316	0	1158		248				594					0		0	0	0				
87234																					1628	0	25114		4744				1551					0		14698	0	2493				
87476																					3145	594	4374		328				307					0		0	0	0				
87579																					3239	3919	18701	551	782				1480					0		4668	0	4613				
88231																					1342	2881	32111		13265				2439					0		12184	0	0				
88259																					352	0	3279		122				484					0		2106	0	215				
88352																				35	0	0	4387	89	136	10			927		2			0		2141	0	1183	Bedias Mineral Interests, Inc - Subsidiary			
88455																					2442	0	24427		7109				5553					0		7392	311	1620				
88950																					661	0	1282		79				542					0		0	0	0				
89032																					1007	0	3802		316				450					0		1873	0	156				
89135																					81	0	3562		359				286					0		1307	0	1529				
89854																					831	0	4329		121				588					0		2789	0	0				
89957																					311	0	2025		182				326					0		1206	0	0				
90047																					0	0	306		62				244					0		0	0	0				
90177																					4743	0	12194		1358				913					0		1182	0	3998				
90328																					2209	1531	35187		10623				2412					0		18412	0	0				
90337																				0	3099	0	21292	597	1497	0	0	0	1833	0	0	485	0	0	0	14863	0	0				
90579																					658	1238	12744		1939				1479					0		6461	0	969				
91615																					388	0	3553		188				570					0		2407	0	0				
91754																				0	3851	0	21856	755	943	0	0	0	3931	0	0	0	0	0	0	8387	0	4744				
91950																					265	181	3209		133				430					0		2200	0	0				
92144																					96	0	1523		0				361					0		1066	0	0				
92676																					1156	414	20303	929	1462	393			2277					0		11865	0	3129	Income Tax Receivable			
92706																					470	1724	16452		3291				855					0		4553	0	5559				
92902																					42	0	580		192				91					0		255	0	0				
93244																					2187	0	9158		475				1203					0		5293	0	0				
93543																					2738	178	20804		5862				2981					0		5366	0	3679				
93619	0	81	0	6904	0	6823	0	0	0	0	0	0	6697	0	0	0	0	0	0																							
94139																					1816	1256	24329		2585				1944					0		16728	0	0				
94522																					727	1523	25017		2808				2193					0		11053	2612	4101				
94755																					623	16	6574		64				1375					0		4496	0	0				
94858																					329	0	1380		28				1023					0		0	0	0				
95051																				0	1373	1204	22644	0	19462	0	0	0	605	6844	0	12041	0	0	0	0	0	0				
95677																					95	702	1401		372				232					0		0	0	0				
96553																					159	0	1518		478				881					0		0	0	0				
97055																					2585	487	6540		1321				2147					0		0	0	0				
97279																					303	0	741		294				144					0		0	0	0				
97457																					839	0	4077		207				1047					0		1385	0	599				
97804																					1369	5792	52150		14461				3046					0		27482	0	0				
97943																					1633	0	4992		146				3213					0		0	0	0				
98351																					0	0	3250		398				503					0		2349	0	0				
98463																					4203	3508	32605		1384				3501					0		15181	3888	940				
98717																				0	436	559	6785	252	347	0	0	0	931	0	0	0	0	0	0	4512	0	0				
99143																					2339	2409	14726		740				2012					0		5444	0	1782				
99376																					10512	3428	35936	3266	12201			73	9648	6038		2824		147		0	0	0			Miscellaneous Assets	
99442																					1106	999	14166	430	1122				3541					0		5832	162	1404				
99536																					1746	662	23198		3907				3511					0		1948	0	11424				
99853																					0	0	396		207				189					0		0	0	0				
100236																					254	0	7481		371				1176					0		5680	0	0				
100357																					6726	0	32513		1054				4685					0		17293	2755	0				
100562																				0	17816	34821	234631	0	43009	26015	0	0	19442	0	0	0	0	0	0	119543	0	0	Low income housing funds			
100777																					307	1758	24191		469				2051					0		19606	0	0				
100843																					4875	0	14119		1089				2505					0		3626	0	2024				
101019	0	9185	40504	329483	2817	105061	42278	10260	0	27255	8234	0	27251	0	0	0	102142	45336	0		9185																		Securities Pending Settlement	Customers Liabillity for Acceptances		
101037																					1265	2036	9155		2973				2881					0		0	0	0				
101439																					159	0	1320	154	155				1006					0		0	0	0				
101671																					2900	495	26059	892	3748				2367					0		16549	0	0				
101738																					687	0	4836		506				1282					0		2361	0	0				
101952																					1513	0	6300		75				540					0		3551	0	621				
102333																					0	0	254		71				183					0		0	0	0				
102342																					1762	0	3463		156				1545					0		0	0	0				
102539																					0	0	295		96				199					0		0	0	0				
102557																					746	0	3009		306				392					0		1565	0	0				
102874																					488	108	1226	237	254				376		17			0		0	0	0				
103134																					654	0	2739		94				243					0		1748	0	0				
104234																					52	0	737		198				487					0		0	0	0				
104542																					0	0	1172		87				324					0		761	0	0				
104971																					20	0	157		125				12					0		0	0	0				
105026																					1273	640	8322		633				1011					0		4765	0	0				
105473																					6268	4178	25943		9346				6151					0		0	0	0				
105530																					702	699	7896		436				549					0		3952	0	1558				
106359																					8525	0	50550	2947	5612				5400					0		18292	0	12721	SERP asset			
106452																					758	0	4351		1156				2437					0		0	0	0				
106676																					551	90	1160		319				200					0		0	0	0				
107244																				0	38578	0	946101	0	51578	0	0	0	94265	0	17383	0	0	0	0	664516	60103	37061				
107459																					60	0	171		10				101					0		0	0	0				
107570																					2427	567	16526		1880				1516					0		10136	0	0				
107758																					382	0	2674		44				577					0		1671	0	0				
108072																					602	567	3771		130				693					0		1779	0	0				
108269																					112	0	3367		33				269					0		2953	0	0				
108652																					118	0	531		73				89					0		251	0	0				
108746																					36	0	617		434				147					0		0	0	0				
108951																					2238	0	6818		408				3685					0		487	0	0				
109136																					195	99	9954		743				1221					0		7696	0	0				
