"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
261360																																																																																				653894	0				10.5411%			83018		787563	1777	0										73993	787563	0	0.0000%	31873	0	392	32265	3.9677%	0	0	0	0	1	9025		1	0	84795	0	0	0	1777	0	0	0		0	83018	0	0	83018	0	0	0	0	0	0						0	0	0		
261940																																																																																						83426	8142	8142	8.6654%	12.5175%	11.2958%	75284	666476	868793	1666	0			4.5175%							60961	873774								0	0	0		0	19304	11.2958%	1	0	81931	4811	170	0	1666	0	0	0		0	75284	0	0	75284	0	0	0	0	0	0	0	0	0	8142	0	4981	0			
262059																																																																																						49500	3980	3980	9.7797%	15.7045%	14.4418%	45520	315196	465454	432	0			7.7045%							39520	465454								0	0	0		0	6000	14.4418%	1	0	45952	0	0	0	432	0	0	0		0	45520	0	0	45520	0	0	0	0	0	0	0	0	0	3980	0	0	0			
262237																																																																																						27135	2493	2493	7.7662%	13.6143%	12.3635%	24642	199313	317299	340	0			5.6143%							11726	317299								0	0	0		0	12223	12.3635%	1	0	24289	0	0	0	-353	0	0	0		0	24642	0	0	24642	0	0	0	0	0	0	0	0	0	2493	0	0	0			
262358																																																																																				444963	0				8.2320%			39356		478085	384	24963										8643	511030	0	0.0000%	61418	0	2423	63841	11.8251%	0	0	0	0	1	38695		1	0	47722	6719	1263	0	384	0	0	0		0	39356	0	0	39356	0	0	0	0	0	0						7982	0	0		
262741																																																																																						44218	2726	2726	9.2012%	13.8962%	13.0395%	41492	318203	450940	323	0			5.8962%							21030	455451								0	0	0		0	24973	13.0395%	1	0	46326	4511	0	0	323	0	0	0		0	41492	0	0	41492	0	0	0	0	0	0	0	0	0	2726	0	4511	0			
262844																																																																																						95660	6623	6623	10.1254%	18.2477%	16.9843%	89037	524230	879347	4155	0			10.2477%							77107	886107								0	0	0		0	18690	16.9843%	1	0	99952	4954	1806	0	4155	0	0	0		0	89037	0	0	89037	0	0	0	0	0	0	0	0	0	6623	0	6760	0			
262956																																																																																				141643	0				11.2803%			18725		165997	196	0										5975	167547	0	0.0000%	4431	0	3640	8071	4.6572%	0	0	0	0	1	14300		1	0	20471	1550	0	0	196	0	0	0		0	18725	0	0	18725	0	0	0	0	0	0						1550	0	228		
263243																																																																																						48594	4376	4376	8.7987%	13.9161%	12.6629%	44218	349192	502553	2278	0			5.9161%							18572	503298								0	0	0		0	26391	12.6629%	1	0	47241	745	0	0	2278	0	0	0		0	44218	0	0	44218	0	0	0	0	0	0	0	0	0	4376	0	745	0			
263627																																																																																						15175	629	629	7.9655%	18.1593%	17.4066%	14546	83566	182613	0	0			10.1593%							9546	182613								0	0	0		0	5000	17.4066%	1	0	14546	0	0	0	0	0	0	0		0	14546	0	0	14546	0	0	0	0	0	0	0	0	0	629	0	0	0			
264455																																																																																				466978	0				10.2750%			59417		578267	343	0										39417	578267	0	0.0000%	28645	0	800	29445	4.8602%	0	0	0	0	1	20000		1	0	59760	0	0	0	343	0	0	0		0	59417	0	0	59417	0	0	0	0	0	0						0	0	0		
264772																																																																																						356882	24101	17973	12.9043%	22.0586%	20.9477%	338909	1617882	2626334	-2940	405989			14.0586%			2				-21298	3131033								0	0	0		0	458917	20.9477%	1	0	434679	75717	22993	0	-2940	0	0	0		0	338909	0	0	338909	0	0	0	0	0	0	0	0	0	24101	6128	98710	0			
265340																																																																																						38465	1472	1472	12.0908%	20.8144%	20.0179%	36993	184800	305959	863	0			12.8144%							32993	305959								0	0	0		0	4000	20.0179%	1	0	37856	0	0	0	863	0	0	0		0	36993	0	0	36993	0	0	0	0	0	0	0	0	0	1472	0	0	0			
265407																																																																																						203069	19394	19394	9.1547%	13.1182%	11.8653%	183675	1547997	2006339	2046	0			5.1182%							206349	2029263								0	0	0		0	250	11.8653%	1	0	208645	22140	784	0	2114	0	-68	0		0	183675	0	0	183675	0	0	0	0	0	0	0	0	0	19394	0	22924	0			
265452																																																																																						10787	735	735	11.6733%	18.3634%	17.1121%	10052	58742	86111	373	0			10.3634%							7977	86851								0	0	0		0	2815	17.1121%	1	0	11165	740	0	0	373	0	0	0		0	10052	0	0	10052	0	0	0	0	0	0	0	0	0	735	0	740	0			
265676																																																																																						13613	761	761	10.7864%	22.5373%	21.2774%	12852	60402	119150	-317	0			14.5373%							10896	119787								0	0	0		0	2593	21.2774%	1	0	13172	0	0	637	-317	0	0	0		0	12852	0	0	12852	0	0	0	0	0	0	0	0	0	761	0	637	0			
266066																																																																																						35518	2177	2177	13.9480%	20.4793%	19.2240%	33341	173434	239038	404	0			12.4793%							31341	239038								0	0	0		0	2000	19.2240%	1	0	33745	0	0	0	404	0	0	0		0	33341	0	0	33341	0	0	0	0	0	0	0	0	0	2177	0	0	0			
266244																																																																																						25553	2336	2336	8.9654%	12.9042%	11.7245%	23217	198021	258963	583	0			4.9042%							21255	258963								0	0	0		0	1962	11.7245%	1	0	23800	0	0	0	583	0	0	0		0	23217	0	0	23217	0	0	0	0	0	0	0	0	0	2336	0	0	0			
266253																																																																																				125169	0				12.0366%			14771		122717	507	0										9829	122717	0	0.0000%	10176	0	158	10334	8.2560%	0	0	0	0	1	4942		1	0	15278	0	0	0	507	0	0	0		0	14771	0	0	14771	0	0	0	0	0	0						0	0	888		
266271			4799935	264434	676434	8.7267%	12.9649%	11.1378%	4123501	37022653	47251548	2654	365			4.9649%						1479998	48749492								0	0	0		4112731	11.0623%	0	5595383	1376232	121347	0	5361	0	365	-3486		0	4095564	0	0	4095564	0	0	27937	27937	0	27937	412000	0	0	676434	0	1497579	0																																						2																	0			1																															
266655																																																																																				93373	0				14.5573%			14213		97635	229	0										1888	97635	0	0.0000%	17496	0	0	17496	17.7666%	0	0	0	0	1	12325		1	0	14442	0	0	0	229	0	0	0		0	14213	0	0	14213	0	0	0	0	0	0						0	0	0		
266851																																																																																						31556	1786	1786	11.2937%	16.1798%	15.2641%	29770	195033	263599	623	0			8.1798%							27952	263599								0	0	0		0	1818	15.2641%	1	0	30393	0	0	0	623	0	0	0		0	29770	0	0	29770	0	0	0	0	0	0	0	0	0	1786	0	0	0			
266945																																																																																				766200	0				9.0425%			84949		939446	816	0										50704	940847	0	0.0000%	104664	0	6450	111114	11.3657%	0	0	0	0	1	35646		1	0	87166	0	930	471	816	0	0	0		0	84949	0	0	84949	0	0	0	0	0	0						1401	0	32875		
267652																																																																																				99738	0				11.5678%			13439		116176	-702	0										4439	116176	0	0.0000%	7726	0	0	7726	6.6268%	0	0	0	0	1	9000		1	0	12737	0	0	0	-702	0	0	0		0	13439	0	0	13439	0	0	0	0	0	0						0	0	0		
268006																																																																																						223551	18152	18152	8.5835%	14.2359%	13.0800%	205399	1570328	2392965	2240	5			6.2359%							211464	2399285								0	0	0		0	250	13.0800%	1	0	213954	6043	272	0	2235	0	5	0		0	205399	0	0	205399	0	0	0	0	0	0	0	0	0	18152	0	6315	0			
268136																																																																																						28322	2086	2086	9.9183%	17.2034%	15.9363%	26236	164630	264520	376	0			9.2034%							15159	264520								0	0	0		0	11077	15.9363%	1	0	26612	0	0	0	376	0	0	0		0	26236	0	0	26236	0	0	0	0	0	0	0	0	0	2086	0	0	0			
268677																																																																																						71989	5345	5345	10.0056%	15.5612%	14.4058%	66644	462620	666068	-3175	32369			7.5612%							-38649	698437								0	0	0		0	105293	14.4058%	1	0	63469	0	0	0	-3175	0	0	0		0	66644	0	0	66644	0	0	0	0	0	0	0	0	0	5345	0	0	0			
268828																																																																																						72195	2339	2339	21.4488%	38.7142%	37.4599%	69856	186482	325687	109	0			30.7142%							49856	325687								0	0	0		0	20000	37.4599%	1	0	69965	0	0	0	109	0	0	0		0	69856	0	0	69856	0	0	0	0	0	0	0	0	0	2339	0	0	0			
268976																																																																																				705345	0				12.4466%			93332		749861	0	0										0	749861	0	0.0000%	75274	0	0	75274	9.8028%	0	0	0	0	1	93332		1	0	93332	0	0	0	0	0	0	0		0	93332	0	0	93332	0	0	0	0	0	0						0	0	0		
269049																																																																																						63906	5611	5611	10.1090%	13.1714%	12.0149%	58295	485188	576663	20	0			5.1714%							15156	577071								0	0	0		0	43547	12.0149%	1	0	58723	408	0	0	20	0	0	0		0	58295	0	0	58295	0	0	0	0	0	0	0	0	0	5611	0	408	0			
269058																																																																																						23910	1374	1374	11.5800%	20.9750%	19.7696%	22536	113993	194611	2290	0			12.9750%							11543	194618								0	0	0		0	11000	19.7696%	1	0	24833	0	7	0	2290	0	0	0		0	22536	0	0	22536	0	0	0	0	0	0	0	0	0	1374	0	7	0			
269571																																																																																						13386	351	351	14.1474%	31.9788%	31.1403%	13035	41859	92137	0	0			23.9788%							13035	92137								0	0	0		0	0	31.1403%	1	0	13035	0	0	0	0	0	0	0		0	13035	0	0	13035	0	0	0	0	0	0	0	0	0	351	0	0	0			
269759																																																																																						6939	576	576	11.2813%	15.1121%	13.8576%	6363	45917	56403	168	0			7.1121%							1363	56403								0	0	0		0	5000	13.8576%	1	0	6531	0	0	0	168	0	0	0		0	6363	0	0	6363	0	0	0	0	0	0	0	0	0	576	0	0	0			
270148																																																																																						16130	1009	1009	9.7029%	16.2122%	15.1981%	15121	99493	155840	512	0			8.2122%							11832	155840								0	0	0		0	3289	15.1981%	1	0	15633	0	0	0	512	0	0	0		0	15121	0	0	15121	0	0	0	0	0	0	0	0	0	1009	0	0	0			
270353																																																																																						5914	313	313	8.8398%	23.6645%	22.4121%	5601	24991	63361	16	0			15.6645%							2101	63361								0	0	0		0	3500	22.4121%	1	0	5617	0	0	0	16	0	0	0		0	5601	0	0	5601	0	0	0	0	0	0	0	0	0	313	0	0	0			
270504																																																																																						86096	6822	6822	8.7431%	15.7962%	14.5446%	79274	545042	906705	-397	0			7.7962%							71244	918279								0	0	0		0	19604	14.5446%	1	0	90451	11574	0	0	-397	0	0	0		0	79274	0	0	79274	0	0	0	0	0	0	0	0	0	6822	0	11574	0			
270531																																																																																						16178	961	961	8.3650%	21.1281%	19.8731%	15217	76571	181913	-48	0			13.1281%							-19262	181913								0	0	0		0	34479	19.8731%	1	0	15169	0	0	0	-48	0	0	0		0	15217	0	0	15217	0	0	0	0	0	0	0	0	0	961	0	0	0			
270652																																																																																				84144	0				10.2231%			9292		90892	-25	0										3617	90892	0	0.0000%	13140	0	0	13140	14.5788%	0	0	0	0	1	5700		1	0	9292	0	0	0	0	0	0	0		0	9292	0	0	9292	0	0	0	0	0	0						0	0	0		
271136																																																																																						7676	677	677	8.2350%	14.4767%	13.1999%	6999	53023	84991	0	0			6.4767%							1861	85900								0	0	0		0	6047	13.1999%	1	0	7908	0	0	909	0	0	0	0		0	6999	0	0	6999	0	0	0	0	0	0	0	0	0	677	0	909	0			
271275																																																																																						35510	2878	2878	8.2266%	15.4402%	14.1888%	32632	229984	396663	238	0			7.4402%							613	396663								0	0	0		0	32019	14.1888%	1	0	32870	0	0	0	238	0	0	0		0	32632	0	0	32632	0	0	0	0	0	0	0	0	0	2878	0	0	0			
271341																																																																																						12414	921	921	11.1628%	16.8781%	15.6259%	11493	73551	102958	465	0			8.8781%							4822	102958								0	0	0		0	6671	15.6259%	1	0	11958	0	0	0	465	0	0	0		0	11493	0	0	11493	0	0	0	0	0	0	0	0	0	921	0	0	0			
271529																																																																																						44396	3214	3214	7.0939%	14.4516%	13.4054%	41182	307205	580528	-1011	1222			6.4516%							25859	583455								0	0	0		0	17028	13.4054%	1	0	41876	938	767	0	1565	0	-2576	0		0	41182	0	0	41182	0	0	0	0	0	0	0	0	0	3214	0	1705	0			
272030																																																																																				88766	0				9.9060%			11227		113335	-81	0										3182	113335	0	0.0000%	0	0	199	199	0.1681%	0	0	0	0	1	3685		1	0	6786	0	0	0	-81	0	0	0		0	6867	0	0	6867	4360	0	0	4360	0	4360						0	0	4687		
272058																																																																																						6864	502	502	11.7026%	17.4204%	16.1464%	6362	39402	54364	-317	0			9.4204%							862	54364								0	0	0		0	5500	16.1464%	1	0	6045	0	0	0	-317	0	0	0		0	6362	0	0	6362	0	0	0	0	0	0	0	0	0	502	0	0	0			
272151																																																																																				32796	0				15.0001%			5825		38833	140	0										5515	38833	0	0.0000%	1164	0	0	1164	2.9065%	0	0	0	0	1	310		1	0	5965	0	0	0	140	0	0	0		0	5825	0	0	5825	0	0	0	0	0	0						0	0	0		
272272																																																																																						299476	26384	26384	10.2308%	14.1979%	12.9471%	273092	2109297	2669305	2395	0			6.1979%			2				110712	2674620								0	0	0		0	167695	12.9471%	1	0	280802	888	4316	111	2395	0	0	0		0	273092	0	0	273092	0	0	0	0	0	0	0	0	0	26384	0	5315	0			
272302																																																																																						485353	14326	14326	11.9266%	15.9832%	15.5114%	471027	3036647	3949394	-2602	0			7.9832%							481545	3959912								0	0	0		0	0	15.5114%	1	0	478943	9435	1083	0	1979	0	-4581	0		0	471027	0	0	471027	0	0	0	0	0	0	0	0	0	14326	0	10518	0			
273336																																																																																						207385	18147	18147	7.0775%	14.3827%	13.1241%	189238	1441907	2673795	-2392	0			6.3827%							141353	2673974								0	0	0		0	48064	13.1241%	1	0	187025	0	179	0	-2392	0	0	0		0	189238	0	0	189238	0	0	0	0	0	0	0	0	0	18147	0	179	0			
273550																																																																																				429499	0				10.3278%			49958		483723	4222	0										30737	487292	0	0.0000%	71567	0	5050	76617	15.2966%	0	0	0	0	1	22790		1	0	57749	3506	63	0	4222	0	0	0		0	49958	0	0	49958	0	0	0	0	0	0						3569	0	1297		
273653																																																																																						7066	623	623	9.4724%	14.3306%	13.0671%	6443	49307	68019	-32	0			6.3306%							2568	68019								0	0	0		0	3875	13.0671%	1	0	6411	0	0	0	-32	0	0	0		0	6443	0	0	6443	0	0	0	0	0	0	0	0	0	623	0	0	0			
273662																																																																																						190626	6417	6417	9.5854%	27.5851%	26.6565%	184209	691046	1921760	10336	0			19.5851%							156707	1923258								0	0	0		0	29000	26.6565%	1	0	196043	1498	0	0	10336	0	0	0		0	184209	0	0	184209	0	0	0	0	0	0	0	0	0	6417	0	1498	0			
273840																																																																																						23718	2060	2060	8.6116%	14.3918%	13.1418%	21658	164802	251499	573	0			6.3918%							8019	253414								0	0	0		0	15554	13.1418%	1	0	24146	1915	0	0	573	0	0	0		0	21658	0	0	21658	0	0	0	0	0	0	0	0	0	2060	0	1915	0			
273859																																																																																				18962	0				9.7571%			2097		21492	0	0										1722	21492	0	0.0000%	1126	0	0	1126	5.1988%	0	0	0	0	1	375		1	0	2097	0	0	0	0	0	0	0		0	2097	0	0	2097	0	0	0	0	0	0						0	0	0		
274025																																																																																				18644	0				8.8380%			2036		23037	9	0										1527	23037	0	0.0000%	940	0	0	940	3.9582%	0	0	0	0	1	500		1	0	2036	0	0	0	0	0	0	0		0	2036	0	0	2036	0	0	0	0	0	0						0	0	0		
274052																																																																																						3527	290	290	7.0231%	15.2975%	14.0397%	3237	23056	46091	51	0			7.2975%							2537	46091								0	0	0		0	700	14.0397%	1	0	3288	0	0	0	51	0	0	0		0	3237	0	0	3237	0	0	0	0	0	0	0	0	0	290	0	0	0			
274548																																																																																				218723	0				12.7889%			31826		248857	241	0										20818	250276	0	0.0000%	53256	0	1186	54442	21.0726%	0	0	0	0	1	12427		1	0	33486	1419	0	0	241	0	0	0		0	31826	0	0	31826	0	0	0	0	0	0						1419	0	6618		
274829																																																																																				458211	0				9.4914%			48304		508922	-4	0										40286	509450	0	0.0000%	4078	0	683	4761	0.9031%	0	0	0	0	1	8546		1	0	48828	0	0	528	-4	0	0	0		0	48304	0	0	48304	0	0	0	0	0	0						528	0	14091		
274856																																																																																				112692	0				11.4902%			14763		128483	300	0										7913	128624	0	0.0000%	16621	0	0	16621	12.7870%	0	0	0	0	1	6991		1	0	15204	141	0	0	300	0	0	0		0	14763	0	0	14763	0	0	0	0	0	0						141	0	1144		
275255																																																																																						23603	2340	2340	9.8083%	12.5476%	11.3037%	21263	188107	216785	-62	0			4.5476%							10388	217389								0	0	0		0	11479	11.3037%	1	0	21805	530	74	0	-62	0	0	0		0	21263	0	0	21263	0	0	0	0	0	0	0	0	0	2340	0	604	0			
275358																																																																																						115115	10937	10937	8.9182%	13.1902%	11.9370%	104178	872734	1168144	-889	0			5.1902%							45966	1175735								0	0	0		0	65803	11.9370%	1	0	110880	6590	1001	0	-543	0	-346	0		0	104178	0	0	104178	0	0	0	0	0	0	0	0	0	10937	0	7591	0			
275479																																																																																				183989	0				15.1503%			29007		191461	41	0										29007	191461	0	0.0000%	17097	0	0	17097	8.7340%	0	0	0	0	1	0		1	0	29048	0	0	0	41	0	0	0		0	29007	0	0	29007	0	0	0	0	0	0						0	0	0		
275657																																																																																						13125	535	535	16.4582%	30.9837%	29.7207%	12590	42361	76497	396	0			22.9837%							11506	76497								0	0	0		0	1100	29.7207%	1	0	13002	0	0	0	412	0	0	0		0	12590	0	0	12590	0	0	0	0	0	0	0	0	0	535	0	0	0			
276074																																																																																				210294	0				10.3896%			22746		218931	-1657	6385										18443	225316	0	0.0000%	16143	0	187	16330	7.2038%	0	0	0	0	1	4303		1	0	21089	0	0	0	393	0	-2050	0		0	22746	0	0	22746	0	0	0	0	0	0						0	0	0		
276159																																																																																				131657	0				10.3154%			15533		150580	1228	0										15183	150580	0	0.0000%	4473	0	9	4482	2.9170%	0	0	0	0	1	350		1	0	16761	0	0	0	1228	0	0	0		0	15533	0	0	15533	0	0	0	0	0	0						0	0	23		
276551																																																																																				120337	0				10.0569%			13771		136931	453	0										10032	137936	0	0.0000%	13935	0	125	14060	10.0902%	0	0	0	0	1	4744		1	0	15229	1005	0	0	453	0	0	0		0	13771	0	0	13771	0	0	0	0	0	0						1005	0	0		
276579																																																																																						8047597	692526	1276203	8.2672%	14.5258%	12.2223%	6771394	55402109	81906288	147633	1276			6.2223%			2				4602006	82943350								0	0	0		0	2639637	11.2009%	1	0	7389276	1014128	1458	0	92648	57161	-1861	0		20199	6205543	0	0	6205543	565851	0	0	565851	0	565851	583677	0	0	1276203	0	1035786	0			
276645																																																																																				221431	0				9.6115%			24848		258524	988	0										18012	258738	0	0.0000%	24374	0	1157	25531	9.7463%	0	0	0	0	1	7050		1	0	26050	210	4	0	988	0	0	0		0	24848	0	0	24848	0	0	0	0	0	0						214	0	0		
276654																																																																																						14892	874	874	15.0882%	21.3325%	20.0805%	14018	69809	92907	-72	0			13.3325%							5160	93211								0	0	0		0	9162	20.0805%	1	0	14250	304	0	0	-72	0	0	0		0	14018	0	0	14018	0	0	0	0	0	0	0	0	0	874	0	304	0			
276850																																																																																						116261	11979	11979	7.9839%	12.1337%	10.8835%	104282	958168	1306148	1360	0			4.1337%							54766	1317632								0	0	0		0	61000	10.8835%	1	0	117126	10387	705	392	1430	-70	0	0		0	104282	0	0	104282	0	0	0	0	0	0	0	0	0	11979	0	11484	0			
276953																																																																																				53434	0				13.8801%			8579		61808	213	0										5579	61808	0	0.0000%	941	0	301	1242	1.9784%	0	0	0	0	1	3000		1	0	8792	0	0	0	213	0	0	0		0	8579	0	0	8579	0	0	0	0	0	0						0	0	0		
277240																																																																																						54050	3855	3855	11.7070%	17.6582%	16.3988%	50195	306090	428761	0	0			9.6582%							32322	428855								0	0	0		0	17967	16.3988%	1	0	50289	94	0	0	0	0	0	0		0	50195	0	0	50195	0	0	0	0	0	0	0	0	0	3855	0	94	0			
277277																																																																																						20620	1699	1699	8.4155%	12.7380%	11.6884%	18921	161878	224835	65	13022			4.7380%							14648	237857								0	0	0		0	4273	11.6884%	1	0	18986	0	0	0	65	0	0	0		0	18921	0	0	18921	0	0	0	0	0	0	0	0	0	1699	0	0	0			
277679																																																																																						1733	44	44	21.2186%	50.1012%	48.8291%	1689	3459	7960	0	0			42.1012%							1733	8004								0	0	0		0	0	48.8291%	1	0	1733	0	0	44	0	0	0	0		0	1689	0	0	1689	0	0	0	0	0	0	0	0	0	44	0	44	0			
277736																																																																																						23006	1500	1500	11.8806%	18.8825%	17.6513%	21506	121838	181018	-163	0			10.8825%							19288	181018								0	0	0		0	2206	17.6513%	1	0	21331	0	0	0	-175	0	0	0		0	21506	0	0	21506	0	0	0	0	0	0	0	0	0	1500	0	0	0			
277820																																																																																						84280	4224	4224	12.5213%	24.9893%	23.7368%	80056	337265	639357	381	0			16.9893%							65156	639357								0	0	0		0	14900	23.7368%	1	0	80437	0	0	0	381	0	0	0		0	80056	0	0	80056	0	0	0	0	0	0	0	0	0	4224	0	0	0			
278256																																																																																				151615	0				14.7308%			25440		172699	1028	0										23240	172699	0	0.0000%	6673	0	1140	7813	4.2771%	0	0	0	0	1	2200		1	0	26468	0	0	0	1028	0	0	0		0	25440	0	0	25440	0	0	0	0	0	0						0	0	0		
278555																																																																																						100053	8193	8193	5.6236%	13.3203%	12.2296%	91860	751129	1633482	377	0			5.3203%							57658	1634655								0	0	0		0	35375	12.2296%	1	0	93410	1165	8	0	377	0	0	0		0	91860	0	0	91860	0	0	0	0	0	0	0	0	0	8193	0	1173	0			
278733																																																																																						12092	615	615	9.6147%	16.2352%	15.4095%	11477	74480	119369	95	0			8.2352%							1283	119369								0	0	0		0	10194	15.4095%	1	0	11572	0	0	0	95	0	0	0		0	11477	0	0	11477	0	0	0	0	0	0	0	0	0	615	0	0	0			
278751																																																																																						3132	200	200	8.3504%	19.0175%	17.8031%	2932	16469	35112	7	0			11.0175%							843	35505								0	0	0		0	2482	17.8031%	1	0	3332	393	0	0	7	0	0	0		0	2932	0	0	2932	0	0	0	0	0	0	0	0	0	200	0	393	0			
278818																																																																																						308517	25908	25908	9.9512%	14.8913%	13.6408%	282609	2071797	2839937	-3782	0			6.8913%							146371	2904140								0	0	0		0	200441	13.6408%	1	0	343030	63369	834	0	1537	983	-6302	0		0	282609	0	0	282609	0	0	0	0	0	0	0	0	0	25908	0	64203	0			
278872																																																																																						26309	1198	1198	15.5330%	18.3205%	17.4863%	25111	143604	161662	0	0			10.3205%							18186	161662								0	0	0		0	6925	17.4863%	1	0	25111	0	0	0	0	0	0	0		0	25111	0	0	25111	0	0	0	0	0	0	0	0	0	1198	0	0	0			
279105																																																																																				1451182	0				10.1673%			176155		1732560	-10176	-7879										176155	1724681	0	0.0000%	165955	0	75	166030	9.2494%	0	0	0	0	1	0		1	0	165979	0	0	0	-2297	0	-7879	0		0	176155	0	0	176155	0	0	0	0	0	0						0	0	56489		
279842																																																																																						92577	7004	7004	10.4955%	12.9704%	11.9891%	85573	713758	815328	713	0			4.9704%							46183	822693								0	0	0		0	46755	11.9891%	1	0	93651	6441	924	0	713	0	0	0		0	85573	0	0	85573	0	0	0	0	0	0	0	0	0	7004	0	7365	0			
279954																																																																																						88283	7517	7517	8.7815%	12.1345%	11.1012%	80766	727540	919729	3470	0			4.1345%							34833	931962								0	0	0		0	58166	11.1012%	1	0	96469	10587	1646	0	3470	0	0	0		0	80766	0	0	80766	0	0	0	0	0	0	0	0	0	7517	0	12233	0			
280110			17262265	1253792	2499173	8.7810%	13.1878%	11.2785%	14763092	130895881	168126052	412137	15958			5.1878%						7038460	170555617								0	0	0		10138240	11.2785%	0	17588837	2285070	128322	215	146839	267335	-2036	0		0	14763092	0	0	14763092	0	0	0	0	0	0	1245381	0	0	2499173	0	2413607	0																																						2																	0			1																															
280138																																																																																				120538	0				24.1624%			34322		142047	815	0										26322	142047	0	0.0000%	1476	0	476	1952	1.3392%	0	0	0	0	1	8000		1	0	35137	0	0	0	815	0	0	0		0	34322	0	0	34322	0	0	0	0	0	0						0	0	0		
280352																																																																																						9910	770	770	9.9949%	16.2785%	15.0136%	9140	60878	91447	0	0			8.2785%							2890	91692								0	0	0		0	6495	15.0136%	1	0	9385	245	0	0	0	0	0	0		0	9140	0	0	9140	0	0	0	0	0	0	0	0	0	770	0	245	0			
280558																																																																																						7042	533	533	7.4847%	16.6104%	15.3532%	6509	42395	86964	31	0			8.6104%							6209	86964								0	0	0		0	300	15.3532%	1	0	6540	0	0	0	31	0	0	0		0	6509	0	0	6509	0	0	0	0	0	0	0	0	0	533	0	0	0			
282075																																																																																						174448	9760	9760	12.1577%	19.3910%	18.3061%	164688	899633	1354594	1061	0			11.3910%							164587	1354594								0	0	0		0	100	18.3061%	1	0	165748	0	0	0	1044	0	0	16		0	164688	0	0	164688	0	0	0	0	0	0	0	0	0	9760	0	0	0			
282226																																																																																						50641	1479	1479	11.1813%	42.4136%	41.1749%	49162	119398	439681	-2751	0			34.4136%							43162	439681								0	0	0		0	6000	41.1749%	1	0	46411	0	0	0	-2751	0	0	0		0	49162	0	0	49162	0	0	0	0	0	0	0	0	0	1479	0	0	0			
282824																																																																																				298675	0				11.4159%			37136		325302	-37	0										35647	325302	0	0.0000%	0	0	1487	1487	0.4471%	0	0	0	0	1	1489		1	0	37099	0	0	0	-37	0	0	0		0	37136	0	0	37136	0	0	0	0	0	0						0	0	34269		
283157																																																																																						6689	324	324	10.4344%	25.9737%	24.7156%	6365	25753	61000	446	0			17.9737%							1365	61000								0	0	0		0	5000	24.7156%	1	0	6811	0	0	0	446	0	0	0		0	6365	0	0	6365	0	0	0	0	0	0	0	0	0	324	0	0	0			
283438																																																																																						86580	5593	5593	10.1779%	16.0629%	15.0253%	80987	539005	795713	1578	6292			8.0629%							44638	804104								0	0	0		0	38448	15.0253%	1	0	84664	360	0	0	1578	0	0	0		1739	80987	0	0	80987	0	0	0	0	0	0	0	0	0	5593	0	2099	0			
283652																																																																																				153308	0				10.4674%			20445		195320	0	0										15276	195320	0	0.0000%	30875	0	102	30977	14.9653%	0	0	0	0	1	5169		1	0	20445	0	0	0	0	0	0	0		0	20445	0	0	20445	0	0	0	0	0	0						0	0	0		
