"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
42372														2715		2372	0					7	336	0							
42420														126945	5489	95495	0					106	22749	8595		35333	45223				
42448														4581	0	1246	0	0	1157	0	0	685	2248	402	0	0	0	OTHER PAYABLES			
42457														26		0	0					13	13	0							
43052														835		5	0					23	807	0							
43351														1221		206	0					307	708	0							
43856														577		572	0					5	0	0							
43959														338		1	0					102	226	9							
44040														1429		12	0					37	1380	0							
44433														1508		725	0	375				55	288	440		119					
44741														1272		358	0					20	894	0							
44750														462		71	0					105	286	0							
44929														829		4	665					38	122	0							
45038														342	0	98	0	0	0	0	0	37	207	0	0	0	0				
45047														429		26	0					34	369	0							
45056														157		50	0					8	99	0							
45430														3800		3725	0					26	49	0							
45458														1123		865	0					19	239	0							
45551														8818		6234	0					101	2483	0							
45560														17132		13186	0					230	3716	0	8739		3651				
45775														4251		4172	0					3	76	0							
46053														2770		2336	0					124	310	0							
46941														247		0	0					33	214	0							
47247														7214		938	549					69	5658	0	938						
47256														98		0	0					14	84	0							
47452														170		39	0					13	118	0							
47500														1829		391	686					2	592	158							
48057														2049		1773	0					76	200	0							
48150														87		0	0					31	56	0							
48374														11549		7298	0					248	4003	0							
48440														1064		1010	0					54	0	0							
49054														6185		5346	0					56	783	0							
49148														1682		1553	0					11	118	0							
49241														8433		6917	0					84	1432	0							
49652														116		37	0					21	58	0							
49858														1199		982	0					46	171	0							
49951														423		155	0					17	251	0							
50144														1510		0	0					146	1364	0							
50461														591		75	0	9	62			26	390	100				OREO Security deposit			
51253														6700	0	2240	0	0	1603	0	0	388	4072	0	0	0	0	Deferred Gain on Sale of ORE			
51356														69		0	0					46	23	0							
51459														937		382	0					31	524	0							
51842														4151		1508	0					188	2455	0	1262						
52719														3622908	0	3597064	0	0	1564181	1974905	0	0	25844	0	0	0	0	Payable to participants	Participant fund cash		
52951														571		95	0					69	407	0							
53051														28		0	0					20	8	0							
54058														352		209	0					143	0	0				ATM Clearing			
54656														3671	0	1372	0	0	0	0	0	1689	610	0	1232	0	0				
54973														165053		74926	0		25115			123	84604	5400	22109		20685	Trade Date Investment Purchase Payable			
55336														1104		786	0					39	279	0							
55635														989		451	0					30	508	0							
55653														151		107	0					6	38	0							
55970														1391		62	0					3	1226	100							
56258														613		425	0					30	158	0							
56351														25594		10511	0		3057	6049		306	14125	652				Management incentive accruals	Lease Liability		
56548														4018		28	0					275	3715	0							
56717														11187		5746	0					101	5340	0							
57040														170	0	0	0	0	0	0	0	45	125	0	0	0	0				
57451														2388		0	0					458	1930	0							
58225														866		172	0					65	629	0							
58243														92381		69869	0	1814	5975			287	21125	1100	336	29439	29313	Deferred Liability - NMTC			
58355														43		2	0					25	16	0							
58551														1162		1104	0					58	0	0							
58636														5021		1729	0					69	3223	0							
58757														4520		4064	0					106	350	0							
58971														95596		64257	0					243	30096	1000	28555		16213				
59316														18611		10123	0					1131	7357	0							
59352														2126		703	0					72	1351	0							
59370														358		212	0					1	145	0							
59754														23		0	0					5	18	0							
60143	1337000	0	839000	6000	0	351000	0	0	447000	45000	0	0	349000									0						Pension plan liability			
60330														11338	0	11178	0	0	0	0	0	69	91	0	0	76	8007				
60545														363		0	0					219	144	0							
60554														88		8	0					5	75	0							
60648														2389		1759	0					38	592	0							
61122														19475		16944	0					48	2367	116	10423		2666				
61355														7918		61	0					324	7244	289							
61476														3132		289	822					1	1674	346							
61757														1248		279	0		227			110	859	0				PPP Deferred Fee Income and Loan Payoff			
61832														2445		2168	0					55	222	0				Contracts Payable			
61953														97		11	0					7	79	0							
62044														404		398	0					6	0	0							
62110														3125		538	0					0	2587	0							
62147														204		7	0					12	185	0							
63050														5566		4580	0					24	962	0							
63069	2186838	0	1770895	0	0	509105	0	0	359784	56064	0	0	626067									95						Other Misc Liabilities			
63201														721		268	0					16	366	71							
63573														1094		472	0					18	604	0							
63733														6126		2947	0					729	2435	15	2864			Cardholder Settlement Debit Cards			
63742														2480		363	0					47	1768	302							
64150														492		455	0					37	0	0							
64552														3861		1458	1512	875				45	846	0				CDFI Award - DPA			
64730														557		412	0					12	133	0							
65205														5181		1767	0					4	3410	0							
65513	2288	0	563	0	563	0	0	0	1610	0	0	0	0									115									
65559														6433		4717	0					52	1664	0	4648						
65858														7219		953	0					207	6059	0							
66154														988		132	0					48	808	0							
66275														535		83	0					53	399	0							
66677														2925		1399	1100	31				1	425	0	806	134	131				
67142														142		6	0					50	86	0							
67151														4373		3130	0					103	1140	0							
67209														21932		17932	0					16	3573	411							
67254														112		0	0					0	112	0							
67656														22789		11926	0		10198			135	8414	2314				NET DEFERRED ANNUAL FEE			
67870														8020		7520	0					16	484	0							
68671														803		598	0					66	139	0							
68756														4576	0	3679	0	0	0	0	0	82	815	0	2262	0	0				
68831														871		0	0					20	851	0							
69333														3713	0	0	0	0	0	0	0	49	3664	0	0	0	0				
69678														1391		151	0					10	1230	0							
70218														8316	0	7928	0	0	0	0	0	56	251	81	0	0	7920				
70414														1366		82	0					74	1210	0							
70638														763		117	0					119	527	0							
70955														126		0	75					10	41	0							
71073														1671		872	0					17	782	0							
71457														517		38	0					55	424	0							
71859														1928		0	0					1	1927	0							
72258														1308		0	0					409	899	0							
72351														183		0	0					28	155	0							
72454														231		0	0					53	178	0							
72678														5799		655	0					10	5134	0							
73116														8200		2451	0					8	5741	0							
73152														956		892	0					24	0	40							
73554														510		2	0					36	472	0							
73956														142		122	0					18	2	0							
74056														469		326	31					15	97	0							
74140														11406		7452	0					201	3753	0	6824						
74403														4926		2121	0	885		176	203	23	2639	143	854				ATM Settlement	SERP	
74449														17		9	0					8	0	0							
75259														2886		1858	0					157	871	0							
75446														1314		0	0					110	1204	0							
75455														33		0	0					18	15	0							
75633	1979425	0	1247143	0	401372	0	0	0	584148	136197	0	0	742226									11937									
75651														82		15	0					31	36	0							
76153														160	0	13	90	13	0	0	0	24	33	0	0	0	0				
76443														243		26	0					6	211	0							
76854														1720		236	0					34	1450	0							
77150														125	0	0	0	0	0	0	0	17	108	0	0	0	0				
77253														1188		30	0					29	1129	0							
77422														2038		1851	0					14	173	0							
77851														48515	0	29843	0	0	0	0	0	960	17712	0	21071	0	0				
78157														148		103	0					2	43	0							
78241														852		0	0					22	830	0							
78559														221		163	0					6	34	18							
79042														1158		675	0	465				31	452	0							
79127														483		272	0					12	178	21							
79145														1853		425	0					99	879	450							
79257														126		0	88					7	31	0							
79855														414		0	0					71	343	0							
80150														1664		1542	0					61	61	0							
80374														1726		59	0					0	1667	0							
80431														371		0	0					42	329	0							
81175														4774		2182	0					64	2528	0							
82033														1426		940	0		314			53	433	0				Accrued Retirement Plan			
82257														711		603	0					8	40	60							
82350														851		732	0					13	106	0							
83151														436		62	0					134	240	0							
83236														84		82	0					2	0	0							
83375														21540		19005	0					139	2396	0							
83638	225026	0	184583	0	0	0	0	0	37578	1702	0	25111	141662									1163									
83834														2030		1640	0					19	371	0							
83852														65		12	0					14	39	0							
83955														166		0	0					71	95	0							
84046														16		2	0					10	4	0							
84541														8451		7131	0					232	1088	0							
84804														400		126	0					11	263	0							
85052														433		79	0					168	186	0							
85472														176211		129034	0					333	44026	2818		46548					
85931														1881		1551	0					127	203	0							
86349														3609		2793	0					30	786	0							
86675														5984		4533	0					10	1070	371							
87047														610		457	0					21	132	0							
87159														223		190	0					30	3	0							
87234														5830		4836	0					382	597	15							
87476														593		280	0					4	221	88							
87579														6476		6202	0		1612			5	269	0	2724			ATM settlement clearing account			
88231														21086		10858	0					63	10165	0							
88259														535		503	0					26	6	0							
88352														507		333	0	333				54	120	0							
88455														2811		117	0					101	2593	0							
88950														156		8	0					39	109	0							
89032														770		0	0					166	604	0							
89135														1974		1875	0					10	89	0							
89854														653		477	0					44	132	0							
89957														232		0	0					69	145	18							
90047														77		1	14					23	39	0							
90177														1676		236	250					0	1190	0							
90328														3701		2980	0					94	587	40							
90337														4639	0	3876	0	0	0	0	0	150	613	0	3286	0	0				
90579														4508		3117	0					3	1357	31							
91615														268		55	0					23	190	0							
91754														3617	0	2367	0	81	0	0	0	805	445	0	2278	0	0				
91950														898		845	0					7	46	0							
92144														14		0	0					14	0	0							
92676														4786		2917	0		2316			15	1844	10				Liability for Pension & Postretirement benefits			
92706														4612		4490	0					15	47	60							
92902														40		15	24					1	0	0							
93244														380		0	0					160	220	0							
93543														5387		3700	0					173	1514	0							
93619	630	0	39	0	0	0	0	0	591	0	0	0	0									0									
94139														6640		3305	0					70	3098	167							
94522														6057		4831	0					147	1079	0							
94755														407		352	0					55	0	0							
94858														425		242	0					84	99	0							
95051														8515	0	7507	0	6128	0	0	0	74	934	0	0	0	0				
95677														425		418	0					0	0	7							
96553														339		8	161					39	131	0							
97055														416		9	0					85	322	0							
97279														124		0	0					43	81	0							
97457														114		0	0					55	59	0							
97804														15531		2366	0					10	12850	305							
97943														1196		304	0					160	732	0							
98351														415		112	0					24	279	0							
98463														7314		821	0					1	6240	252							
98717														932	0	54	0	0	0	0	0	417	453	8	0	0	0				
99143														3849		3325	0					52	472	0							
99376														14790		5767	0	836	603	450		276	7879	868		3878		Deferred Revenue	Reps and Warranty Reserves	Miscellaneous Liabilities	
99442														2157		1479	0					270	408	0	1411						
99536														15746		13956	0					1084	706	0							
99853														121		119	0					2	0	0							
100236														4000		3357	0					41	602	0							
100357														10789		10534	0					53	202	0							
100562														157132	0	121131	0	0	48134	0	0	285	31801	3915	0	0	30500	SERP & MPL			
100777														3616		3054	0					396	166	0							
100843														3826		3103	0					20	628	75							
101019	186612	0	167704	0	0	0	0	0	17190	916	13220	9890	94342									802									
101037														5663		4251	0					230	1182	0							
101439														500		307	0		237			40	153	0				ATM SETTLEMENT PAYABLE	DEFERRED SBA PPP LOAN FEES		
101671														6602		5851	0					10	739	2	2807			deferred commercial loan fees			
101738														413		177	0					29	207	0							
101952														346		0	0					8	338	0							
102333														147		0	0					26	121	0							
102342														812		190	0					288	334	0							
102539														45		32	0					13	0	0							
102557														52		3	0					30	19	0							
102874														402		218	0					66	118	0							
103134														45		0	12					9	24	0							
104234														587		409	0					12	166	0							
104542														262		197	0					65	0	0							
104971														138		131	0					0	7	0							
105026														2918		1764	0					130	1006	18							
105473														19302		8747	0					30	9881	644							
105530														3291		3109	0					24	158	0							
106359														18222		11137	0					112	5973	1000	881		8328	Unearned revenue			
106452														3989		2565	0					13	1208	203							
106676														59		9	0					18	29	3							
107244														315671	0	123926	72611	0	0	0	0	1607	28200	89327	0	0	62496				
107459														29		0	0					9	20	0							
107570														3236		1406	0					50	1780	0							
107758														272		226	0					7	39	0							
108072														901		95	0					4	753	49							
108269														2180		2175	0					3	2	0							
108652														95		92	0					3	0	0							
108746														310		240	0					12	58	0							
108951														4474		2816	0					308	1350	0							
109136														1456		1221	0					163	72	0							
109154														177		0	0					33	144	0							
109453														301		33	0					92	176	0							
109574														3150		2264	0					8	878	0							
109659														3422		3224	0					37	161	0							
110413														1704		789	0					12	903	0	789						
110936														37931		35244	0					68	2344	275							
110945														501		16	0					17	468	0							
110972														126		22	58					8	38	0							
111157														478	0	261	198	33	0	0	0	19	0	0	228	0	0				
111205														4703		1429	0					9	1335	1930							
111942														3100		1779	0					19	1302	0							
111979														4192		436	0					33	3723	0							
112163														24664		21841	0					315	2508	0			14477				
112332														378		358	0					17	3	0							
112510														359		0	0					12	347	0							
112556														536		422	0					23	91	0							
112837	10049490	0	8264650	0	0	0	0	0	1561421	200388	0	0	0									23031									
113003														38218		6733	31475		3365	2282		2	8	0			800	Pension 87	Fasb 106		
113030														301		0	0					49	252	0							
113441														6258		4294	0					64	1900	0							
113601														6971		1472	0					100	4028	1371							
113740														903		2	0					23	878	0							
114149														2680		53	0					32	2595	0							
114260														25276	0	12863	0	0	8004	0	0	119	10694	1600	0	0	0	Trade date purchased loans government guaranteed			
114457														1422		1359	0					34	29	0							
114774														1218		4	997					14	203	0							
114840														1468		312	0					34	1122	0							
114859														180		99	10					13	58	0							
115146														181		145	0					36	0	0							
115575														5460		3834	0					0	1217	409							
116358														73		14	0					24	35	0							
116554														263		262	0					1	0	0							
116741														84		0	0					26	58	0							
117038														1751	180	1200	0	0	0	0	0	163	388	0	992	0	0				
117074														5252		4978	0					1	273	0							
117458														3030		1958	0					70	977	25							
117775														5626	0	4624	0	87	4537	0	0	4	998	0	0	0	0	Factoring Liabilitied			
118156														3737		2498	0					140	1099	0							
118660														1567		1103	0					0	464	0							
118736														1710		1241	0					41	428	0							
119153														458		344	0					15	89	10	135						
119528														16689		5955	0					300	10434	0							
119779														4941		0	0					0	4718	223							
119872														2740		2650	0					12	25	53							
120476														267		54	0					21	192	0							
120542														848		613	0					148	87	0							
120609														15756		12803	0					1	2639	313							
120953														619		2	0					57	560	0							
121642														15657		561	0					1455	13641	0		560					
121651														813		2	0					128	683	0							
121914														3413		3341	0					51	21	0							
122153														114		0	0					17	97	0							
122546														86		27	0					33	26	0							
122854														115470		90146	0	44969				383	19462	5479			26204				
123075														322		216	0					53	53	0							
123374														41		13	0					13	15	0							
124344														2638		1128	0					169	1341	0							
124830														1113		967	0					72	74	0							
125154														6264		3590	0		3590			26	2648	0				RETIREMENT BENEFIT OBLIGATION			
125855														2565		0	0					54	2511	0							
125873														189		0	0					0	189	0							
126012														9497		6644	405					6	2442	0							
126049														73		0	0					17	56	0							
126375														753		430	0					88	235	0							
126553														1155		827	0					14	314	0							
126834														1285		5	0					823	457	0							
127055														375		0	0					61	314	0							
127224														758		0	0					68	690	0							
128258														35		0	5					13	17	0							
128904														400372		193566	0					87	196342	10377			85573				
129349														1376		1043	27					69	196	41							
129358														774		485	0					25	264	0							
129479														5650		4286	0					11	1236	117							
129732														85325	0	51582	0	0	26176	0	0	195	31545	2003	0	0	15562	Due to broker/counterparty			
129853														386		31	0					56	299	0							
129910														4187		2150	0					155	1882	0							
130345														6085		990	0					57	5038	0							
130541														26638		19611	0	6187				277	6750	0	330						
130813														3302		2912	0					145	245	0							
131034														4259		3881	0					92	206	80							
131173														3246		99	0					122	3025	0							
131436														3732	0	2625	0	0	0	0	0	21	1086	0	2478	0	0				
131717														380	0	76	0	0	0	0	0	16	288	0	0	0	0				
131940														239		190	0					22	27	0							
132107														18450		8627	0					180	8613	1030							
132451														99		28	0					17	54	0							
132778														304		131	0					3	169	1							
132938														145		0	0					103	42	0							
133579														9860	1987	9823	0	0	1996	1715	1081	12	25	0	1634	0	0	RETIREMENT PLAN	ESCROW RESERVE	ACCRUED EXPENSE	
133850														12897		334	0					193	12370	0							
133971														6867		6121	0					27	719	0							
134156														1086		61	535					47	443	0							
134437														11510	0	9211	0	0	0	0	0	451	1848	0	6891	0	0				
134455														1040		683	0					49	308	0							
134848														472		99	0					99	274	0							
135836														600		0	0					24	576	0							
135854														136		29	52					50	5	0							
136048														1287		940	0					57	290	0							
136338														3624		557	0					75	2992	0							
136459														284		231	0					25	28	0							
136655														577		375	0					77	125	0							
137205														18128		11654	0					30	4861	1583							
137447														2887		1994	0					65	828	0							
137456														219		0	0					12	207	0							
137559														219		100	0					59	60	0							
137643														482		197	0					31	254	0							
137652														30877	0	10364	4038	3393	3941	0	0	5	16470	0	0	0	0	Lease Liabillity			
137915														188846		52894	72001	2532				6	62555	1390							
138051														353		0	103					68	182	0							
138257														52		12	0					28	12	0							
138556														1174		1011	0					16	147	0							
139133														2277		1923	0					23	331	0	1923						
139478														1175		271	0					1	818	85							
139553														4836		795	0					87	3954	0							
139656														32496	0	21173	0	0	7900	0	0	391	9703	1229	0	0	5756	Participation gross up repossessed assets			
139740														22339		17399	0					335	4605	0		8396	5624				
139834														108		0	12					52	44	0							
139843														22160		16998	0		7103	6576		129	5033	0				LIH Commitment	Commitment to Purchase Securities		
140157														332		11	0					66	255	0							
140362														25600	0	16893	0	0	0	0	0	28	7632	1047	0	5871	10845				
140634														201		16	0					41	144	0							
141211														6927		5743	0					244	940	0							
141341														1650		827	0					19	781	23							
141350														475		443	0					26	6	0							
141556														29295		23661	0		9517	8046		801	4071	762				INVESTMENT SOLAR/HISTORIC TAX CREDITS	Contingent Liabilities		
141677														769		300	0					5	464	0							
141958														186		0	0					51	135	0							
142049														408		0	0					54	354	0							
142179														1982		1525	0					7	450	0							
142955														5623		4714	0					122	787	0							
143372														1277		1171	0					3	103	0							
143662														425911		342537	0					238	70218	12918			99311				
143859														725		298	0					117	310	0							
143952														121		0	0					9	112	0							
144034														3068		1648	0					43	1377	0							
144052														1906		1105	0					73	728	0							
144155														1332		0	0					5	1327	0							
144678														3438		3261	0					1	176	0							
144856														2959		385	0					42	2532	0							
144913														3030		2690	0					340	0	0							
145059														845		744	0					48	53	0							
145545														2406		1994	0					79	333	0							
145554														685		366	0					4	315	0							
145741														276		0	0					114	162	0							
145844														1493		0	0					42	1451	0							
146056														37		14	0					2	21	0							
146663														4891		2577	0					69	2164	81							
146672														730155		548801	71762	232140	172611			678	94559	14355				Derivative Collateral Liability			
147651														50		1	0					9	40	0							
147679														1415		446	0					32	917	20							
147857														1090	533	710	0	21	0	0	0	160	220	0	0	0	0				
147923														1240		705	0					30	505	0							
148171														594		453	0					6	95	40							
148238														1545		873	0					86	586	0							
148340														298		180	0					51	67	0							
148470														8286		7864	0					2	420	0							
148715														576		236	0					5	335	0							
148809														9740		4610	0					0	5130	0							
148920														198		0	0					10	188	0							
149150														656		99	0					14	543	0							
150035														15404		13361	0					423	1620	0	5137						
150044														6061		4470	0					39	1552	0							
150727														4147		2528	0					135	1484	0							
151546														420		0	0					65	355	0							
151957														1294		70	0					91	1133	0							
152057														2713		0	0					12	2701	0							
152253														304		0	0					97	207	0							
152431														609		142	0					27	440	0							
152440														335		203	0					62	70	0							
153054														1675		1051	0					33	591	0							
153353														6571		5667	0					165	739	0							
154154														2632		1874	0					96	414	248							
154770														10956		6969	0					59	3253	675							
155759														23		0	0					23	0	0							
156457														117		0	0					84	33	0							
156635														246		0	0					31	215	0							
156970														302		15	0					26	261	0							
157155														192		120	0					10	62	0							
157379														246		112	0					0	134	0							
157650														613	0	228	0	0	0	0	0	7	378	0	0	0	0				
157744														2750		2090	0					32	628	0							
157856														53		51	0					2	0	0							
158376														158		111	0					23	24	0							
158741														897		560	22					124	191	0							
159636														25761		9404	0					1184	7198	7975	5250		4154	CDARS Rate bridge payments	CDARS outgoing rate bridge payments		
159645														857		0	0					24	833	0							
159953														409		315	0					37	57	0							
159971														3826		607	0					4	3215	0							
160360														5200		4557	0					13	536	94							
160454														993		177	0					8	808	0							
160650														2222	0	1329	0	512	0	0	0	104	789	0	813	0	0				
160959														8895	0	4623	0	0	153	0	0	688	3584	0	0	0	4461	RE Appraisal/Commitment Fees			
161273														13234		6784	0					0	6351	99							
161602														32929		27484	0					640	4805	0							
162337														7360		4153	0					722	2485	0							
163343														156		122	0					26	8	0							
163549														26482	0	17030	0	0	0	0	0	215	9237	0	13663	3367	0				
163857														2970		2399	0					37	534	0							
164153														739		656	0					16	67	0							
164331														2249		1104	903					13	229	0							
164377														1874		1587	0					166	121	0							
164957														370		0	167					27	176	0							
164975														214		106	0					0	108	0							
165628														487990		420374	0					922	53515	13179		224553					
165758														610		230	0					27	353	0							
