"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
242444																																																																																																																																																																																																																																																	
242949																																																																																																																																																																																																																											59280	0																					
242958																																																																																																																																																																																																																											100423	0																					
242976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11487	11487	0	0	11487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39182				0	0	0	0	0	-1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272185	0	0	249852	22333	0	0	0	702	0	0	0	0	0	702	362705	0	17171	0	0	345534	0	0	0	16510	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12079	702	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	702	0	0	559	0	0	0	0	0	0	0	1053	0	0	2236	0	0	0	0	577703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
243375																																																															0	0	0																																																																																																																																																										925477	0																					
243414																																																																																																																																																																																																																																																	
243955																																																																																																																																																																																																																											40922	0																					
244037																																																																																																																																																																																																																																																	
244149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24700				0	0	0	0	0	-663	0	0	0	0	0	191668	0	48707	142961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23142	0	0	20950	2192	33	0	33	295	0	0	0	0	0	295	77617	0	9733	2338	0	65546	0	0	0	11045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	404	0	0	18204	18204	0	0	38463	5810	328	31209	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10418	2084	0	0	0	2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	31209	0	0	0	0	0	404	0	0	0	492	78023	0	0	0	0	0	5050	414634	0	280275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
244158																																																																																																																																																																																																																											277673	0																					
244251																																																																																																																																																																																																																											340259	0																					
245016																																																																											0	0																																																																																																																																																																					
245276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	879059	19729	0	0	0	0	0	0	0	-23515	0	0	0	0	0	26761	0	13342	13419	0	0	0	0	0	0	0	0	0	0	0	31473	0	0	0	0	31473	0	1827141	15879	23079	1614028	174155	36221	306	35915	79058	337	0	0	0	0	78721	4605551	3207	89302	77473	0	4435569	0	0	0	128043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-32818	114636	115373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290729	58146	0	0	0	58146	0	0	199651	0	186	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	114636	115373	0	0	0	0	0	0	0	0	0	171954	288433	0	0	0	0	0	0	7185126	0	0	35954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245351																																																																																																																																																																																																																											232272	0																					
245557																																																																																																																																																																																																																																																	
246022																																																																																																																																																																																																																																																	
246134																																																																																																																																																																																																																																																	
246237																																																																																																																																																																																																																											16174	0																					
246451																																																																																																																																																																																																																																																	
246657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	470599				5	0	0	-345	0	-30458	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	343	0	0	0	0	0	0	0	19843	0	0	16886	2958	0	0	0	362	0	0	0	0	0	362	236517	0	7954	0	0	228563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33597	705	0	0	0	0	0	0	0	0	0	76605	76605	76605	0	0	0	0	0	0	0	59657	11931	0	0	0	11931	0	0	18935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	0	0	0	0	0	0	0	0	0	0	1058	0	0	0	0	0	0	0	482757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246947																																																																																																																																																																																																																											46369	0																					
246956																																																																																																																																																																																																																											322862	0																					
247140																																																																																																																																																																																																																																																	
247355																																																																																																																																																																																																																																																	
247476																																																																																																																																																																																																																																																	
247551																																																																																																																																																																																																																																																	
247908																																																																																																																																																																																																																																																	
248240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8840	0	0	680	680	0	0	680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147002				0	0	0	0	0	-4044	0	0	0	0	0	2466	0	0	2466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173030	0	0	173030	0	7985	0	7985	24791	0	0	0	0	28	24763	834066	0	3076	15431	0	815560	0	0	0	3966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	746	746	0	4	0	-13271	32748	8840	0	0	0	0	0	0	0	0	10331	10331	7533	0	0	2798	0	0	0	0	136722	27344	0	0	0	27344	0	0	15407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32748	8840	0	0	0	0	0	0	0	0	0	49122	22100	0	0	0	0	0	0	1143583	0	8250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248352																																																																																																																																																																																																																																																	
248455																																																																																																																																																																																																																											221463	0																					
248633																																																																																																																																																																																																																																																	
248745																																																																																																																																																																																																																											267774	0																					
249416																																																																																																																																																																																																																																																	
249612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3117769	0	0	0	0	0	0	0	0	-113631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60916	0	513	59357	1047	0	0	0	61016	0	0	0	0	10	61005	10615097	0	2191690	31583	1174822	7126201	90801	0	0	313797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144792	151894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573718	114744	9310	0	0	105434	0	0	0	0	59179	38945	0	19112	0	1122	0	3928	0	3928	0	0	0	0	0	3928	0	0	151894	0	0	0	0	0	0	0	79	0	0	227841	0	0	0	0	0	0	0	9425021	0	37940	83806	89590	92060	125791	139756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249658																																																																																																																																																																																																																																																	
250430																																																																																																																																																																																																																																																	
250476																																																																																																																																																																																																																											67123	0																					
250850																																																																																																																																																																																																																											76380	0																					
251352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106473				0	0	0	0	0	-8096	8634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20535	0	0	19403	1132	22011	0	22011	30689	0	0	0	0	0	30689	212017	0	1944	0	3548	206525	0	0	0	3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	63	0	63	0	-16021	61781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42242	8448	0	0	21	8321	106	0	7802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61887	0	0	0	0	0	0	0	0	0	0	92831	0	0	0	0	0	0	0	409558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
251558																																																																																																																																																																																																																											218596	0																					
251745																																																																																																																																																																																																																																																	
251978																																																																																																																																																																																																																																																	
252041																																																																																																																																																																																																																											420734	0																					
252452																																																																																																																																																																																																																											53422	0																					
252658																																																																																																																																																																																																																											214713	0																					
253356																																																																																																																																																																																																																																																	
253468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	322	0	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675608				0	0	0	0	0	-18164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452860	0	0	445499	7361	0	0	0	91	0	0	0	0	0	91	2237631	0	15273	26479	0	2195879	0	0	0	471	0	0	0	0	0	0	0	23525	23525	0	5906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25938	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79713	15943	0	0	0	15943	0	0	0	0	60747	0	0	59926	821	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	2850086	0	0	290000	765000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129751				0	0	0	0	0	-7800	0	0	0	0	0	424	0	0	424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263892	0	0	26459	237433	0	0	0	0	0	0	0	0	0	0	285	0	285	0	0	0	0	0	0	5455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253730																																																																																																																																																																																																																																																	
253776																																																																																																																																																																																																																											5193	0																					
254317																																																																																																																																																																																																																																																	
254504																																																																																																																																																																																																																											231049	0																					
254849																																																																																																																																																																																																																																																	
255350																																																																																																																																																																																																																																																	
255547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13570				0	0	0	0	0	-867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30669	0	0	28251	2418	0	0	0	674	0	0	0	0	0	674	38123	0	127	0	0	37996	0	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1464	0	1464	0	0	-1881	674	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	258	0	0	0	1464	0	0	0	1011	0	0	1032	0	0	0	18300	85072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255556																																																																																																																																																																																																																											165512	0																					
255574																																																																																																																																																																																																																											591240	0																					
255659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2483724				0	0	0	0	0	-129946	0	0	0	0	0	6721	0	1583	5096	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	877378	0	0	818258	59120	18594	0	18594	7065	0	0	0	0	0	7065	2773917	0	62066	12383	71111	2624581	3776	0	0	37412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-140473	29435	0	0	0	0	0	0	0	0	0	166383	166383	166362	0	0	21	0	0	0	0	292448	58490	0	0	10163	47961	366	2243	188808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32044	0	0	0	0	0	0	0	0	0	0	48066	0	0	0	0	0	0	0	4054818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255873																																																																																																																																																																																																																											118886	0																					
256058																																																																																																																																																																																																																																																	
256076																																																																																																																																																																																																																																																	
256179																																																																																																																																																																																																																																																	
256553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	622896				0	0	0	0	0	-31397	0	0	0	0	0	2483	0	0	2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133678	0	0	133678	0	109985	0	109985	13954	0	0	0	0	9977	3977	2045726	0	3750	0	0	2041976	0	0	0	9160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-59138	114334	3256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	752386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114334	3256	0	0	0	0	0	0	0	0	0	171501	8140	0	0	0	0	0	0	2564386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257233																																																																																																																																																																																																																											618615	0																					
257345																																																																																																																																																																																																																																																	
257578																																																																																																																																																																																																																											292002	0																					
257653																																																																																																																																																																																																																																																	
257756																																																																																																																																																																																																																											244212	0																					
258146																																																																																																																																																																																																																																																	
258306																																																																																																																																																																																																																											345258	0																					
258379																																																																																																																																																																																																																											77868	0																					
258445																																																																																																																																																																																																																																																	
258539																																																																																																																																																																																																																																																	
258771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87182	0	0	53889	37050	0	0	53889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055157	0	0	0	0	0	0	0	0	-40553	0	0	0	0	0	48993	0	6915	42078	0	0	0	0	0	0	0	0	0	0	0	10157	0	0	314	0	9843	0	2179280	0	94453	1880066	204761	0	0	0	4788	0	0	286	0	0	4502	3690362	0	11555	3688	153338	3521781	0	-743	0	30722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-48518	4502	87182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547146	109429	0	0	0	109429	0	0	437616	0	5275	5275	0	0	0	0	0	723	723	0	0	0	0	0	0	0	0	0	4502	87182	0	0	0	0	0	0	0	0	0	6753	217955	0	0	0	0	0	0	5944276	0	670018	92170	184390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258874																																																																																																																																																																																																																											40627	0																					
259059																																																																																																																																																																																																																																																	
259330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7669	7669	0	0	7669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135018				0	0	0	0	0	-4494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125603	0	0	102837	22766	0	0	0	1329	0	0	0	0	0	1329	551398	0	3020	890	0	547488	0	0	0	7996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4982	1329	0	0	0	0	0	0	0	0	0	62	62	0	0	0	0	0	62	0	0	188153	37631	599	0	0	37032	0	0	0	0	250	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	1994	0	0	0	0	0	0	0	751495	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259442																																																																																																																																																																																																																											332241	0																					
259956																																																																																																																																																																																																																																																	
260055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45702	33093	0	0	45702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970114				0	0	0	0	0	-46820	0	0	0	0	0	5867	0	0	5867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409524	0	28	970615	438881	6067	0	6067	780	0	0	0	0	0	780	1987951	0	33830	4677	84857	1864587	0	3147	0	17631	0	0	4411	4411	0	0	20136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-63335	6847	0	0	0	0	0	0	0	0	0	11300	11300	10282	0	0	0	0	1018	0	0	151594	30319	0	0	0	30319	0	1001	589339	0	6915	0	0	3461	0	3454	0	0	0	0	0	0	0	0	0	0	0	0	7848	0	0	0	0	0	0	0	0	0	0	11772	0	0	0	0	0	0	0	3986803	0	66078	85083	193668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260831																																																																																																																																																																																																																											100804	0																					
260868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	957	297	957	0	0	0	0	0	0	0	0	0	0	384715				0	0	0	0	0	-33766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394597	0	0	394543	54	6478	0	6478	4344	0	0	0	0	0	4344	1972585	0	9419	0	0	1963166	0	0	0	83916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33150	10822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245053	49011	0	0	0	48998	13	0	0	0	12272	10381	0	0	0	1891	0	0	0	0	0	0	0	0	0	297	957	0	10835	0	0	0	0	0	0	0	6	38	0	16253	0	0	0	0	0	0	0	2639793	0	0	435034	90817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261146																																																																																																																																																																																																																																																	
261360																																																																																																																																																																																																																																																	
261940																																																																																																																																																																																																																											723529	0																					
262059																																																																																																																																																																																																																											341233	0																					
262237																																																																																																																																																																																																																											286975	0																					
262358																																																																																																																																																																																																																																																	
262741																																																																																																																																																																																																																											402088	0																					
262844																																																																																																																																																																																																																											546522	0																					
262956																																																																																																																																																																																																																																																	
263243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143745				0	0	0	0	0	-7390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113581	0	0	97825	15756	2123	0	2123	126	0	0	0	0	0	126	197071	0	2211	1097	5922	187841	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12369	2255	0	0	0	0	0	0	0	0	0	2278	2278	0	0	0	0	0	2278	0	0	10047	2009	0	0	0	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2255	0	0	0	0	0	0	0	0	0	0	3383	0	0	0	0	0	0	0	362869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
263627																																																																																																																																																																																																																											89415	0																					
264455																																																																																																																																																																																																																																																	
264772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	345964	4058	0	0	0	0	0	0	0	-22527	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	10	145107	0	0	0	0	145107	0	196359	0	0	166278	30081	2520	0	2520	26653	0	16374	1284	0	0	8995	3196764	0	168613	82732	0	2945419	0	0	0	165145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-45367	11526	68390	0	0	0	0	0	0	0	0	164	164	0	0	0	0	0	164	0	0	11419	2284	0	0	0	2284	0	0	0	0	4348	0	0	0	0	4348	0	0	0	0	0	0	0	0	0	0	0	0	11526	68390	0	0	0	0	0	0	0	0	0	17289	170975	0	0	0	0	0	0	3699401	0	0	56845	110375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265340																																																																																																																																																																																																																											190771	0																					
265407																																																																																																																																																																																																																											2065988	0																					
265452																																																																																																																																																																																																																																																	
265676																																																																																																																																																																																																																											66443	0																					
266066																																																																																																																																																																																																																											196999	0																					
266244																																																																																																																																																																																																																											217096	0																					
266253																																																																																																																																																																																																																																																	
266655																																																																																																																																																																																																																																																	
266851																																																																																																																																																																																																																											202394	0																					
266945																																																																																																																																																																																																																																																	
267652																																																																																																																																																																																																																																																	
268006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496311				0	0	0	0	0	-24584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013924	0	0	987456	26468	1549	0	1549	609	0	0	0	0	0	609	914412	0	10833	2952	0	900627	0	0	0	6192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	163	16	0	781	-36859	2158	1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9039	24533	0	369	0	0	184	0	185	0	0	0	0	0	0	0	0	0	0	0	0	11197	1532	0	0	0	0	0	16	0	0	0	16796	3830	0	0	0	0	0	200	1702211	0	0	0	24598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
268136																																																																																																																																																																																																																											190917	0																					
268677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67595				0	0	0	0	0	-6662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186450	0	0	110572	75878	0	0	0	7225	0	0	0	0	0	7225	385828	0	18723	0	0	367105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12286	7225	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14730	2946	0	0	0	2946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7225	162	0	0	0	0	0	0	0	0	0	10838	405	0	0	0	0	0	0	559447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
