"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
12656																				0	14	0	180	47	47	0	0	0	119	0	0	0	0	0	0	0	0	0				
12946																				0	10819	26913	70712	0	5988	0	0	3255	9938	0	0	0	0	0	0	4803	12251	0	Prepaid taxes	clearing accounts-wires and GL	Interest rate swaps-FV adj	
13103																					2342	17101	57175		18547				5921	9986				0		13264	0	0				
13251																				0	587	0	1421	70	91	0	0	0	224	0	21	0	0	0	0	519	0	0				
13457																				0	0	184	1297	0	0	0	0	0	210	0	0	0	0	0	0	903	0	0				
14155																				0	516	0	8083	352	356	0	0	0	2135	0	0	0	0	0	0	5076	0	0				
14650																				28	64	285	2226	60	88	0	0	0	179	0	0	0	0	0	0	1610	0	0				
14753																				0	182	79	801	0	74	0	0	0	466	0	0	0	0	0	0	0	0	0				
14865																				0	1199	2837	24052	977	2786	0	0	0	5781	0	0	0	0	0	0	7783	1817	1849				
14977																				0	214	114	702	35	35	0	0	0	339	0	0	0	0	0	0	0	0	0				
16551																				0	1469	0	8054	185	286	0	0	0	1814	0	35	0	0	0	0	4485	0	0				
17110																				0	219	0	4810	0	4498	2590	0	0	93	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE'			
17147																				0	38115	104693	694567	0	160769	0	0	0	68714	56253	0	0	0	0	0	205541	96750	19985				
17259																				3	302	0	2756	87	105	0	0	0	278	0	0	0	0	0	0	2071	0	0		0		
17950																				0	2008	9859	17311	285	736	450	1	0	4407	0	0	0	0	0	0	0	0	301	DFB Travelers Expense	Other assets	0	
17978																				0	3343	0	4651	240	407	44	60	0	901	0	0	63	0	0	0	0	0	0	Accrued Late Charges Receivable	Unearned Loan Fees Net of Cost		
18050																				0	1761	0	18748	1646	2810	0	0	0	3905	0	0	0	0	0	0	10272	0	0				
18827																				0	8992	5707	70899	4975	12800	6439	0	0	6951	0	0	0	0	0	0	14555	0	21894	NET DERIVATIVE ASSET			
18836																				0	582	1276	7898	0	1283	699	0	0	440	0	0	0	0	0	0	4317	0	0	DEFERRED DIRECTOR FEES			
18854																					1192	3698	11513	850	882				5741					0		0	0	0				
19356																				0	493	0	3958	179	180	0	0	0	403	0	0	0	0	0	0	2882	0	0				
19936																				0	419	3434	12319	328	521	0	0	0	1553	0	0	0	0	0	0	6392	0	0	Income Tax Receivable			
19972																				0	34	318	5988	0	11	0	0	0	210	0	0	0	0	0	0	4004	0	1411				
20053																				0	243	295	2665	100	100	0	0	0	751	0	0	0	0	0	0	1276	0	0				
20633																				0	914	3392	14528	1337	1615	0	0	0	855	0	0	0	0	0	0	7752	0	0				
20857																				0	1208	0	8816	194	2400	0	0	0	4411	2019	0	178	0	0	0	797	0	0				
21256																				0	59	0	481	16	16	0	0	0	44	0	0	0	0	0	0	362	0	0				
21359																				0	316	0	1030	41	121	78	0	0	415	0	0	2	0	0	0	178	0	0	Farmer Mac			
21658																					36	168	5900	115	1235				779					0		3093	0	589				
22048																				0	1330	0	9903	377	1884	1176	0	0	985	0	0	6	0	0	0	5704	0	0	Note Rec Zach McClendon Irrecvocable Trust			
22543																				0	824	0	2403	463	779	0	0	0	800	0	0	0	0	0	0	0	0	0				
22552																				0	502	0	1683	0	197	0	0	0	984	0	0	0	0	0	0	0	0	0				
22730																				0	461	4200	10182	919	939	0	0	0	1162	0	0	0	0	0	0	3420	0	0				
23456																				0	978	0	5915	371	376	5	0	0	1534	0	0	0	0	0	0	3027	0	0	Stadium Builder			
23504																				0	42110	49608	522402	25850	63464	0	0	0	38292	0	0	0	0	0	0	275402	34948	18578				
23643																				0	1725	0	8606	0	371	0	0	0	1002	0	0	0	0	0	0	2778	0	2730				
23755																				0	560	0	7058	178	258	0	0	0	944	0	0	0	0	0	0	5296	0	0				
24006																				0	3780	4132	58536	0	8038	0	5495	0	6264	0	0	0	0	0	0	32638	0	3684		DEFINED BENEFIT POST-RETIREMENT PLAN		
24378																				0	468	187	1174	0	304	0	0	0	215	0	0	0	0	0	0	0	0	0				
24659																				0	58	0	600	0	0	0	0	0	542	0	0	0	0	0	0	0	0	0				
24668																				0	5873	9089	26132	446	2225	1173	0	0	8945	0	0	0	0	0	0	0	0	0	Investments in SBIC's			
24949																				0	1581	3769	17654	397	455	0	0	0	1524	0	0	0	0	0	0	10325	0	0				
25357																				63	4851	0	10167	354	660	0	0	0	4656	0	0	240	0	0	0	0	0	0				
25647																					1440	1635	4524	108	159				1290			31		0		0	0	0				
26457																					0	52	537	259	259				226					0		0	0	0				
26765																				0	12643	0	99135	2666	10161	0	0	0	6328	0	0	7355	0	0	0	49681	0	20322				
27070																				0	4260	6324	39397	913	1383	0	0	0	2491	0	0	0	0	0	0	24939	0	0				
27548																				0	2343	10785	37217	2223	8707	0	180	5000	3779	93	0	924	0	0	0	11603	0	0		Low Income Tax Housing	SBA Fund	
27614																				0	1976	7434	20916	453	1010	383	0	0	1963	0	0	0	0	0	0	8533	0	0	ATM Conversion Account			
27847																				33	2202	0	26879	1447	1761	0	0	0	4081	0	209	69	0	0	0	14274	0	4561				
28013																					27532	39208	266644		18772		12370		14947					0		102348	0	63837		State and Local Taxes		
28152																					621	0	6629	147	1481				969	1334				0		3558	0	0				
28675																					1484	874	3042	100	145				539					0		0	0	0				
28732																				0	262	925	2718	113	156	0	0	0	351	0	0	0	0	0	0	1024	0	0				
29476																				0	619	206	4459	156	210	0	0	0	536	0	0	0	0	0	0	2888	0	0				
29636																				0	2545	33069	67896	1514	2755	0	0	0	4103	0	0	0	0	0	0	18332	840	6252				
29878																					2307	10074	27254	223	9663	80	4474	4423	5210			463		0		0	0	0	Seat License	Additional Minimum Liabilty Pension	Debit Escrow	
30052																				0	119	0	308	0	66	0	0	0	123	0	0	0	0	0	0	0	0	0				
30502																				0	797	8335	18879	1783	6830	0	0	0	2917	4078	0	0	0	0	0	0	0	0				
30650																				0	422	277	1228	29	108	0	0	0	421	0	0	0	0	0	0	0	0	0				
30810		85681	1730833	2908990	43269	113539	38704			978937					0		0	0	0																				Income tax receivable			
31134																					113	936	3195	383	454				956					0		736	0	0				
31255																				0	2865	0	24350	1672	2440	0	0	0	4002	0	0	0	0	0	0	13003	0	2040				
31657																				0	402	0	5313	121	158	0	0	0	765	0	0	0	0	0	0	0	0	3988		Late Fees		
31826																					1764	1270	10782	350	1913	1441			1105					0		4730	0	0	Deferred Compensation			
31835																				0	1916	1993	18604	482	542	0	0	0	1296	0	0	0	0	0	0	12857	0	0				
32234																				0	2742	10105	18573	0	3686	0	0	0	2040	2410	0	0	0	0	0	0	0	0				
32766																				0	957	0	1524	65	217	0	0	0	350	0	0	0	0	0	0	0	0	0				
32971																				0	1265	2480	14986	791	1100	0	0	0	1187	0	66	0	0	0	0	8661	0	293				
33147																				0	810	0	6855	321	847	351	0	0	1817	0	0	0	0	0	0	2633	0	748	Other Investments - Annuities			
33259																				0	2058	6304	30962	0	4588	1434	0	0	2793	0	0	0	0	0	0	15219	0	0	Unposted Debits DDA			
33268																				26	0	0	4695	106	132	0	0	0	1082	0	0	0	0	0	0	3481	0	0				
33370																				0	463	240	736	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0				
33839																				0	40	0	507	17	261	21	223	0	206	0	0	0	0	0	0	0	0	0	Fiserv Reserve Account	Negative Accrued Tax Liability		
33857																					8463	0	16349	2322	2376				5510					0		0	0	0				
34434																				0	1032	0	5345	597	841	0	0	0	1176	0	0	0	0	0	0	2296	0	0				
34537																					39943	58718	367366		39365	11144			21616					0		200051	0	7673	Deferred Comp			
34555																				0	4407	0	15374	857	1123	0	0	0	2417	0	207	0	0	0	0	7427	0	0				
34742																				0	2749	2230	18472	989	1697	0	0	0	1079	0	0	0	0	0	0	10717	0	0				
35057																				0	885	45	5219	162	566	0	0	0	847	0	0	0	0	0	0	2132	0	744				
35301	0	408000	908000	31547000	0	26226000	19818000	0	0	401000	0	0	0	0	0	0	632000	2972000	0		405000																		Receivables on Cash Collateral			
35646																				0	1449	543	4431	0	82	0	0	0	289	0	0	0	0	0	0	2068	0	0				
35879																				0	1076	3061	12488	207	428	0	0	0	651	0	0	0	0	0	0	7272	0	0				
36456																				0	290	1363	3920	275	275	0	0	0	1081	0	0	0	0	0	0	911	0	0	Note Receivable UniBanc Holding co.			
36933																				0	165	2367	7758	427	469	0	0	0	1115	0	0	0	0	0	0	3642	0	0				
37051																				0	173	0	1398	0	109	0	0	0	530	0	0	0	0	0	0	586	0	0				
37341																				0	549	0	2016	0	30	0	0	0	282	0	0	0	0	0	0	1155	0	0				
37435																				17	1141	9153	17055	1012	2880	0	0	0	3881	0	0	0	0	0	0	0	0	0				
37640																				0	15259	55464	193008	0	30229	7965	0	0	11391	0	0	0	0	0	0	52696	0	27969	Investments in Affordable Housing			
37659																				0	47	0	1943	8	573	0	0	0	337	0	0	0	0	0	0	986	0	0				
37949																				0	336	0	8796	103	378	0	0	0	1334	0	0	0	0	0	0	6748	0	0				
38740																				0	1856	3306	13783	306	868	425	0	0	1177	0	0	0	0	0	0	6576	0	0	Loan Participation Payable			
39327																				0	465	2904	27747	340	2055	47	1128	0	1807	0	286	0	0	0	0	20104	412	0	Other deposits	Annuity		
39756																					676	0	17633	1034	1527				4237			44		0		7534	0	3659	0			
40033																				0	309	0	3903	150	740	523	0	0	170	0	0	0	0	0	0	886	0	1798	Deferred Comp			
40499																					7035	7868	163499		44502	14393			11323					0		85285	1822	5664	DEFERRED COMPENSATION PLAN			
40855																				0	814	0	1634	0	55	0	0	0	765	0	0	0	0	0	0	0	0	0				
41553																				0	343	0	2916	51	51	0	0	0	706	0	0	0	0	0	0	1816	0	0				
41629																				0	673	333	5375	0	3081	1366	1225	0	823	0	0	0	0	0	0	465	0	0	Low Income Housing Investment	Unrealized Gain/Loss		
41825																					594	4908	16059	699	1866				2215			500		0		4532	0	1944	Other Assets	Health Insurance Reserve		
42037																				0	0	861	3750	0	120	0	0	0	493	0	0	0	0	0	0	2006	0	270				
42354																				7	110	0	6068	251	317	0	0	0	952	0	0	0	0	0	0	4689	0	0				
42372																				0	226	2941	12129	1269	1441	0	0	0	1065	0	0	0	0	0	0	6456	0	0				
42420																				621	13665	49349	384332	12803	71320				25465	22620				0		143391	73294	7848				
42448																				0	8431	1864	42362	2074	3120	0	0	0	8762	0	278	0	0	0	0	20185	0	0				
42457																				0	645	1	1269	181	185	0	0	0	438	0	0	0	0	0	0	0	0	0				
43052																				0	2125	241	7238	69	346	0	0	0	335	0	0	0	0	0	0	4191	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																				0	830	65	6393	261	361	0	0	0	2684	0	0	0	0	0	0	0	1293	1160				
43856																				0	962	292	3160	0	235	150	0	0	181	0	0	0	0	0	0	1490	0	0	Naming Rights			
43959																				0	235	3048	5089	122	878	0	0	0	928	0	0	751	0	0	0	0	0	0				
44040																				0	1393	5171	17178	279	367	0	0	0	3089	0	0	0	0	0	0	7158	0	0				
44433																					2615	3353	8238	389	819				1451					0		0	0	0				
44741																				0	1459	2286	7472	665	1846	0	0	0	1881	0	0	1120	0	0	0	0	0	0				
44750																				0	1031	2247	9295	0	255	0	0	0	532	0	0	0	0	0	0	3482	0	1748				
44929																					1237	0	4650	252	258				478					0		903	0	1774				
45038																				0	214	3307	6520	0	225	0	0	0	744	0	111	0	0	0	0	2030	0	0				
45047																				5	583	0	2579	620	657	0	0	0	1339	0	0	0	0	0	0	0	0	0				
45056																				0	216	272	1209	119	119	0	0	0	602	0	0	0	0	0	0	0	0	0				
45430																				0	664	2111	6778	0	146	0	0	0	358	0	0	0	0	0	0	1919	0	1580				
45458																				0	2040	2944	9894	399	968	0	0	0	1370	0	0	552	0	0	0	2492	80	0				
45551																				0	6115	10970	46205	1013	4870	3196	0	0	7651	0	58	0	0	0	0	13548	0	3051	EFA Vendor Commissions			
45560																					7761	0	56089	9751	12296				6707					0		25338	0	3987				
45775																				0	527	1768	7238	0	246	0	0	0	443	0	0	0	0	0	0	4254	0	0				
46053																				0	2257	0	10329	342	698	0	0	212	1136	0	0	0	0	0	0	5916	0	322	Passport Prefunded Transactions	Interest Rate Swap	Right of use lease  Prior Lake	
46941																				0	538	0	5975	0	166	0	0	0	714	0	0	0	0	0	0	1704	0	2853				
47247																					6827	0	35437	977	7689	2430	2000		2054	471	48			0		18867	0	0	Lender Reserve Acct Receivable	Annuity		
47256																				0	160	71	357	42	52	0	0	0	74	0	0	0	0	0	0	0	0	0				
47452																				0	36	33	353	0	40	0	0	0	244	0	0	0	0	0	0	0	0	0				
47500																				0	1206	842	20190	733	1229	0	0	0	1071	0	0	0	0	0	0	15842	0	0				
48057																				674	516	959	5029	0	729	0	0	0	1047	0	0	0	0	0	0	1778	0	0				
48150																				0	277	172	1461	0	36	0	0	0	233	0	0	0	0	0	0	743	0	0				
48374																				0	11224	0	61018	0	11858	0	0	0	9298	0	0	5440	3444	0	0	27527	0	1111				
48440																				0	747	1900	7524	1	382	5	324	0	685	0	0	0	0	0	0	3810	0	0	Prefunding account	GL 201900 - Check returned for missing endorsement		
49054																				0	1022	0	2309	0	185	0	0	0	1102	0	0	0	0	0	0	0	0	0				
49148																				0	284	130	4125	0	59	0	0	0	639	0	0	0	0	0	0	3013	0	0				
49241																				0	12167	6518	54162	1213	3259	493	1338	0	3929	0	0	0	0	0	0	21410	0	6879	Loan Fees Receivable	Loan SWAP Change in Fair Value		
49652																				0	758	798	7934	18	28	0	0	0	1194	0	0	0	0	0	0	5156	0	0				
49858																				0	1052	215	6035	0	275	0	0	0	392	0	0	0	0	0	0	4101	0	0	Prepaid Service Contracts			
49951																				0	316	0	4371	0	105	0	0	0	1093	0	0	0	0	0	0	2857	0	0				
50144																				0	302	444	4772	0	103	0	0	0	386	0	0	0	0	0	0	3537	0	0				
50461																					0	1672	1869	36	36				161					0		0	0	0				
51253																				0	2667	840	15324	1076	2267	1113	0	0	3869	0	0	0	0	0	0	5681	0	0	Accrued Income Taxes			
51356																				51	0	0	235	42	93				142					0		0	0	0				
51459																				0	2945	608	10600	250	251	1	0	0	2061	0	0	0	0	0	0	4735	0	0	CDARS Outgoing RBP			
51842																					204	4132	11889		2288	1797			1440					0		3825	0	0	FASB 115 Sec G/L Def Tax			
52719																				0	6402	25330	97094	0	65362	0	0	0	0	0	0	52372	0	0	0	0	0	0				
52951																				0	1244	2130	6388	258	358	0	0	0	2656	0	0	0	0	0	0	0	0	0				
53051																				0	5	0	401	0	46	0	0	0	350	0	0	0	0	0	0	0	0	0				
54058																					1995	599	6376		167	81			3615					0		0	0	0	Accrued Income Tax Payable			
54656																				0	4864	0	30495	240	543	170	0	0	10478	0	0	0	0	0	0	10566	0	4044	Income Tax Receivable			
54973																					117792	84814	441011		35904	23987			21335					0		181166	0	0	Prepaid Pension Benefit			
55336																				0	2294	2701	10654	590	627	0	0	0	2107	0	0	0	0	0	0	2925	0	0				
55635																				0	279	263	1711	256	752	0	0	0	417	0	0	0	0	0	0	0	0	0				
55653																				0	303	109	783	0	20	0	0	0	351	0	0	0	0	0	0	0	0	0				
55970																				0	738	3381	22486	1004	1201	0	0	0	1384	0	0	0	0	0	0	11670	0	4112				
56258																				0	8	0	5974	136	335	0	0	0	1518	0	0	0	0	0	0	4113	0	0				
56351																					10373	9095	102797	5153	12635	3718			12720		242			0		57974	0	0	Right of Use Asset			
56548																				0	3153	1928	15668	254	967	265	0	0	1629	0	0	0	0	0	0	7991	0	0	MoneyGram Reserve Account			
56717																				0	2350	7955	48114	0	8682	5218	0	0	2691	0	0	0	0	0	0	22133	0	4303	FIXED ANNUITY INVESTMENTS			
57040																				0	275	1160	2589	93	93	0	0	0	1061	0	0	0	0	0	0	0	0	0				
57451																				0	737	9814	21546	582	683	0	0	0	2715	0	0	0	0	0	0	7597	0	0				
58225																				11	644	2720	12244	430	707	0	0	0	1063	0	0	0	0	0	0	5932	0	1178				
58243																					26985	17745	271247	4220	84622	22282			11768	43847	5541	8279		0		91268	38859	0	NMTC Receivable			
58355																				0	213	0	426	74	76	0	0	0	137	0	0	0	0	0	0	0	0	0				
58551																				0	0	0	8483	6	506	113	247	118	2407	0	0	0	0	0	0	5070	0	500	WARRANTS	FHLB STOCK	Bankers Bancorp Stock	
58636																				0	1507	4372	19958	614	1725	749	0	0	2189	0	0	0	0	0	0	3454	0	6711	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																				0	1561	3003	8714	0	561	408	0	0	1387	0	0	0	0	0	0	2202	0	0	SBA Receivable			
58971																					10060	41659	193377		30216	10832			25536					0		85906	0	0	Pension Asset			
59316																				0	2396	19134	77747	5033	6965	0	0	0	6085	0	0	0	0	0	0	33019	1397	8751				
59352																				0	118	1662	11695	149	212	0	0	0	2128	0	0	0	0	0	0	7575	0	0				
59370																				0	271	1092	12462	331	422	9	9	0	768	0	63	10	0	0	0	6977	0	2932	Income Tax Receivable	Other Assets		
59754																				0	478	0	1279	0	88	0	0	0	170	0	0	0	0	0	0	543	0	0				
60143		555000	565000	4791000		2063000	1297000			210000					0		1370000	28000	0		555000																		Pension plan assets			
60330																				0	960	2321	32702	3258	7230	0	0	0	2639	3810	0	0	0	0	0	11433	0	8119				
60545																				0	763	417	2612	0	24	0	0	0	1408	0	0	0	0	0	0	0	0	0				
60554																				0	242	0	1840	0	157	104	0	0	846	0	0	0	0	0	0	595	0	0	Employee Retention Credit Receivable			
60648																				0	712	3722	13531	0	656	0	0	0	1424	0	0	0	0	0	0	5873	0	1144				
61122																					1027	13314	79283	3402	14163	2075			5040					0		45739	0	0	Lease Operating Asset	Pension Plan Asset		
61355																				0	6126	10621	50529	1280	6809	1275	0	0	6311	0	0	0	0	0	0	20662	0	0	ANNUITY			
61476																				0	4268	0	23427	142	261	0	0	0	1882	0	0	88	0	0	0	17016	0	0				
61757																					1529	764	13069	189	357			160	835					0		9584	0	0			Debit Card Settlement	
61832																				0	1330	6663	21824	702	794	0	0	0	2822	0	0	0	0	0	0	5253	0	4962				
61953																				0	254	0	856	0	105	0	0	0	497	0	0	0	0	0	0	0	0	0				
62044																				0	401	156	1319	0	72	0	0	0	55	0	0	0	0	0	0	635	0	0				
62110																				0	126	264	544	0	143	0	0	0	11	0	0	138	0	0	0	0	0	0				
62147																				0	114	0	2474	151	229	0	0	0	400	0	0	0	0	0	0	1731	0	0				
63050																				0	25	3450	13093	0	255	0	0	0	1794	0	0	0	0	0	0	7569	0	0				
63069	0	170530	786267	2420577	0	930295	522460	0	0	205208	0	0	0	0	0	0	102407	225870	0		170530																		Affordable Housing Investments commitment			
63201																				0	595	2128	6659	644	863	0	0	0	806	0	0	0	0	0	0	2267	0	0				
63573																				0	1729	2487	6189	331	899	0	0	0	1074	0	238	0	0	0	0	0	0	0				
63733																					4124	10316	45341		5712	3766			5096					0		14936	0	5157	Insurance Annuity Asset			
63742																				0	812	3284	19986	468	1132	0	0	0	1265	290	0	0	0	0	0	13493	0	0				
64150																				0	1010	0	6755	406	875	0	0	0	1365	0	407	0	0	0	0	3505	0	0				
64552																					701	0	19127		12695				1000				7871	0		4731	0	0	Escrow/Foreclosure Advance			
64730																				0	120	4247	5183	0	173	0	0	0	643	0	0	0	0	0	0	0	0	0	OTHER			
65205																				0	906	2280	50912	739	1679	0	0	0	2307	0	236	0	0	0	0	29376	0	14364				
65513		375	80	3975	1287	2118				1402					0		0	0	0		375																					
65559																					0	10919	29161	554	796				4673		143			0		12773	0	0				
65858																				0	975	2247	37792	0	12263	5573	3858	0	6869	0	0	0	0	0	0	13893	0	1545	Artwork	Accounts Receivable Federated		
66154																				0	1300	341	6829	275	566	0	0	0	795	0	0	162	0	0	0	3827	0	0				
66275																				0	1344	1742	7663	446	479	0	0	0	2643	0	0	19	0	0	0	1455	0	0				
66677																					4231	0	13549	284	4336	2239			684	80				0		3969	0	329	FHLB MPP - Lenders Risk account			
67142																				0	2395	0	3917	0	528	0	0	0	994	0	420	0	0	0	0	0	0	0				
67151																				0	2071	0	8405	0	2817	0	0	0	3517	1338	0	0	0	0	0	0	0	0				
67209																				0	4220	9100	38929	1394	4619	0	0	0	3202	1351	0	0	0	0	0	17788	0	0				
67254																				0	0	0	115	0	106	0	0	0	9	0	0	0	0	0	0	0	0	0				
