"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
27070														3555	0	1467	0	0	415	0	0	131	1957	0	1045	0	0	Contract Incentive	Deferred fees		
27548														4834	0	892	0	0	0	0	0	93	3849	0	862	0	0				
27614														2777	0	1464	0	0	610	753	0	51	1262	0	0	0	0	Split Dollar Life Insurance	Network Settlement	0	
27847														3394	0	1943	0	6	107	0	0	134	1317	0	1830	0	0	Deferred Income	Loss Contingency Liability		
28013														43310		32607	0		12096			432	7791	2480	16038			Federal Taxes			
28152														2508	750	2473	0	84				13	22	0	772	796					
28675														272		1	0					36	235	0							
28732														1181	0	1013	0	124	886	0	0	39	129	0	0	0	0	Deferred Liabilities			
29476														347	0	238	0	210	0	0	0	33	76	0	0	0	0				
29636														12745	0	10112	0	0	0	0	0	208	2425	0	9715	0	0				
29878														27510		27120	0	974	57	5695		0	390	0	20394			Abandoned Property	Minimum Liability Pension		
30052														213	0	63	16	0	0	0	0	2	132	0	0	0	0				
30502														10667	0	8638	0	0	0	0	0	33	1851	145	0	4078	4380				
30650														223	0	3	0	0	0	0	0	42	178	0	0	0	0				
30810	3907369	0	952664	0	0	827108	0	0	2871482	22000	0	0	0									61223						Merchant Settlement			
31134														1469		1188	0	120	508	273		65	216	0				Index Liability Plan	Split Dollar Ins Liability		
31255														10362	0	4745	0	0	271	1956	0	29	5588	0	0	0	2427	Purchased muni bond to settle on July	Factored loans collected reserves		
31657														197	0	108	0	0	0	0	0	18	71	0	0	0	0	OD Contra	Mastercard Drafts	ATM Clearings	
31826														2666		2468	0					53	145	0	1441						
31835														6071	0	3276	0	0	666	0	0	87	2708	0	2610	0	0	Minority in Subsidiary			
32234														1796	0	694	0	0	692	0	0	88	1014	0	0	0	0	Commitment on Equity Investments			
32766														912	0	0	324	0	0	0	0	4	559	25	0	0	0				
32971														3301	0	2932	0	3	0	0	0	25	344	0	2853	0	0				
33147														913	0	206	0	0	127	0	0	119	588	0	0	0	0	ATM Clearing Account			
33259														3068	0	719	0	0	303	233	0	375	1974	0	0	0	0	Interest Payable Participant	Elan Debit Card Settlement		
33268														441	0	348	0	226	0	0	0	23	70	0	122	0	0				
33370														224	0	224	0	0	0	0	0	0	0	0	0	0	0				
33839														83	0	9	69	9	0	0	0	5	0	0	0	0	0				
33857														2625		0	0					303	2322	0							
34434														1279	561	1046	0	0	0	0	0	110	123	0	0	0	0				
34537														110471		95252	0	30601				163	12619	2437			43978				
34555														2528	0	2376	0	0	0	0	0	152	0	0	2305	0	0				
34742														5245	0	3517	0	0	0	0	0	68	1660	0	2174	0	0				
35057														350	0	78	0	0	0	0	0	26	246	0	0	0	0				
35301	11147000	0	8954000	16000	0	4443000	3058000	0	2153000	18000	0	0	0									6000						Payable for securities purchased	Payables on Cash Collateral Received		
35646														438	0	279	0	0	0	0	0	28	131	0	0	0	0				
35879														839	0	332	0	0	0	0	0	145	362	0	329	0	0				
36456														418	0	213	0	0	0	0	0	20	185	0	213	0	0				
36933														1227	0	765	0	0	374	0	0	155	307	0	0	0	0	Escrow balances			
37051														125	0	50	0	0	0	0	0	59	16	0	0	0	0				
37341														381	0	330	0	0	0	0	0	47	4	0	330	0	0				
37435														7616	0	2210	0	0	1359	384	0	141	5265	0	0	0	0	Deferred Income	Escrow Payable		
37640														41454	0	19379	0	0	0	0	0	540	21535	0	0	0	6645				
37659														808	0	791	0	0	0	0	0	4	13	0	791	0	0				
37949														246	0	0	0	0	0	0	0	32	214	0	0	0	0				
38740														2155	0	1409	0	0	965	0	0	40	706	0	0	0	0	LIHTC - Commitment			
39327														4607	828	4311	0	0	151	718	0	33	263	0	591	0	0	Deferred Income	Lease Liability		
39756														4914		2846	0		2794			121	1947	0				accrued salaries			
40033														578	0	534	0	0	0	11	0	4	40	0	523	0	0	Unfunded Projected Benefit Obligation	Accrued FDIC Assessment		
40499														97087		80303	0					131	11557	5096	41351		28104				
40855														417	0	0	0	0	0	0	0	118	299	0	0	0	0				
41553														456	0	0	0	0	0	0	0	7	449	0	0	0	0				
41629														870	0	65	0	0	0	0	0	32	773	0	0	0	0				
41825														5735		4001	0	802				33	1073	628	1010		2155				
42037														214	0	0	0	0	0	0	0	10	204	0	0	0	0				
42354														413	0	0	0	0	0	0	0	29	384	0	0	0	0				
42372														2767	0	2448	0	0	0	0	0	7	312	0	2448	0	0				
42420														161967	5620	123947	0					102	29168	8750		55683	45978				
42448														4780	0	2186	0	0	1632	0	0	691	1597	306	0	0	0	OTHER PAYABLES			
42457														151	0	0	0	0	0	0	0	31	120	0	0	0	0				
43052														869	0	5	0	0	0	0	0	25	839	0	0	0	0				
43351														1121	0	30	0	0	0	0	0	236	855	0	0	0	0		INSURANCE PAYABLE	CAFETERIA PLAN	
43856														576	0	572	0	0	0	0	0	4	0	0	560	0	0				
43959														320	0	1	0	0	0	0	0	60	250	9	0	0	0				
44040														1437	0	5	0	0	0	0	0	49	1383	0	0	0	0				
44433														2044		935	0	543				96	408	605		19					
44741														3060	1901	2067	0	0	0	0	0	19	974	0	102	0	0				
44750														358	0	95	0	0	0	0	0	97	166	0	0	0	0				
44929														519		2	305	1				42	170	0							
45038														320	0	119	0	0	0	0	0	35	166	0	0	0	0				
45047														465	0	16	0	0	0	0	0	33	416	0	0	0	0				
45056														175	0	57	0	0	0	0	0	8	110	0	57	0	0				
45430														3836	0	3730	0	0	0	0	0	25	81	0	3721	0	0				
45458														1200	0	908	0	76	0	0	0	17	275	0	742	0	0				
45551														8017	0	6159	0	0	2181	0	0	174	1684	0	3037	0	0	EFA Vendor Subsidiary Deferred Income			
45560														18735		12700	0					309	5726	0	8809						
45775														3711	0	3673	0	0	0	0	0	1	37	0	3431	0	0				
46053														2834	0	2363	0	0	212	0	0	141	330	0	2094	0	0	Right of use lease  Prior Lake	Int Rate Cap/Floor Swap		
46941														324	0	0	0	0	0	0	0	20	304	0	0	0	0				
47247														9945		995	172					143	8635	0	930	64					
47256														106	0	0	0	0	0	0	0	10	96	0	0	0	0				
47452														170	0	68	0	0	0	0	0	14	88	0	0	0	0				
47500														1380	0	394	0	0	0	0	0	3	825	158	327	0	0				
48057														1923	0	1783	0	0	0	0	0	69	71	0	1783	0	0				
48150														45	0	0	0	0	0	0	0	36	9	0	0	0	0				
48374														9957	0	5802	0	3767	0	0	0	175	3980	0	0	0	0				
48440														1206	0	1134	0	0	427	98	1	72	0	0	326	0	0	Split Dollar Life	Deferred Revenue	CDARS Incoming Ratebridge Payment	
49054														1055	0	329	0	0	0	0	0	56	670	0	228	0	0				
49148														1650	200	1465	0	0	0	0	0	11	174	0	1265	0	0				
49241														10127	0	9492	0	0	0	0	0	108	527	0	6574	0	0				
49652														152	0	82	0	0	0	0	0	23	47	0	0	0	0	Accrued Incentive Pay			
49858														1209	0	877	0	0	0	0	0	60	272	0	666	0	0				
49951														380	0	4	0	0	0	0	0	18	358	0	0	0	0				
50144														1536	0	0	0	0	0	0	0	168	1368	0	0	0	0				
50461														427		66	0		62			30	231	100				OREO Security deposit			
51253														3272	0	2296	0	0	1596	0	0	368	608	0	0	0	0	Deferred Gain on Sale of ORE			
51356														72		0	0					42	30	0							
51459														1004	0	394	0	0	0	0	0	79	531	0	394	0	0				
51842														5013		1533	0					174	3306	0	1305						
52719														3445525	0	3431503	0	0	1398249	1976787	0	0	14022	0	0	0	0	Payable to participants	Participant fund cash		
52951														510	0	126	0	0	0	0	0	74	310	0	0	0	0				
53051														24	0	0	0	0	0	0	0	19	5	0	0	0	0				
54058														1126		984	0		72			142	0	0				ATM Clearing			
54656														3895	0	1431	0	0	0	0	0	1660	804	0	1280	0	0				
54973														141300		47597	0					126	87677	5900	21108		19913				
55336														1329	0	811	0	0	0	0	0	40	478	0	582	0	0				
55635														1098	0	439	0	0	0	0	0	38	621	0	0	0	0				
55653														194	0	125	0	89	0	0	0	5	64	0	0	0	0				
55970														1736	0	70	0	0	0	0	0	3	1563	100	0	0	0				
56258														717	0	463	0	0	0	0	0	31	223	0	0	0	0				
56351														24397		9646	0		4502	3821		279	13820	652				Management incentive accruals	Lease Liability		
56548														2536	0	64	0	0	0	0	0	309	2163	0	0	0	0				
56717														11862	0	6344	0	0	0	0	0	42	5476	0	4470	0	0				
57040														165	0	0	0	0	0	0	0	48	117	0	0	0	0				
57451														2159	0	0	0	0	0	0	0	489	1670	0	0	0	0				
58225														1044	0	238	0	0	0	0	0	56	750	0	0	0	0				
58243														119478		88807	0	2251	10924			308	29263	1100	750	40425	29039	Deferred Liability - NMTC			
58355														44	0	11	0	0	11	0	0	25	8	0	0	0	0	Overdrafts			
58551														1374	0	1321	0	0	195	210	0	53	0	0	916	0	0	RESERVE FOR BONUS	Employee Bonus		
58636														5416	0	1730	0	0	747	0	0	31	3655	0	956	0	0	ACCRUED SPLIT DOLLAR			
58757														4579	0	4082	0	0	0	0	0	108	389	0	3392	0	0				
58971														106533		65466	0					220	33847	7000	29260						
59316														18027	0	10636	0	0	0	0	0	1134	6257	0	0	0	4420				
59352														1473	0	373	0	0	284	0	0	68	1032	0	0	0	0	Dormant official checks			
59370														268	0	197	0	42	155	0	0	1	70	0	0	0	0	other libilities			
59754														34	0	0	0	0	0	0	0	6	28	0	0	0	0				
60143	1427000	0	1112000	6000	0	353000	0	0	262000	46000	0	0	409000									1000						Pension plan liability			
60330														10027	0	9674	0	0	0	0	0	76	277	0	0	0	6064				
60545														405	0	0	0	0	0	0	0	199	206	0	0	0	0				
60554														106	0	7	0	0	0	0	0	7	92	0	0	0	0				
60648														2656	0	1803	0	0	0	0	0	33	820	0	1803	0	0				
61122														28446		25275	0					35	3013	123	15121		2570				
61355														8071	0	61	0	0	0	0	0	313	7405	292	0	0	0				
61476														5755	0	290	822	0	0	0	0	1	4316	326	0	0	0				
61757														891		63	0					114	714	0							
61832														2663	0	2174	0	0	2056	0	0	61	428	0	0	0	0	Contracts Payable			
61953														177	0	105	0	0	0	0	0	6	66	0	0	0	0				
62044														424	0	414	0	0	0	0	0	7	3	0	0	0	0				
62110														3454	0	576	0	0	190	250	0	0	2878	0	0	0	0	Accrued postretirement benfits	Interco balance owed to affliliates, net		
62147														199	0	18	0	0	0	0	0	12	169	0	0	0	0				
63050														5270	0	4668	0	0	0	0	0	23	579	0	4668	0	0				
63069	1904375	0	1405704	0	0	0	0	0	439382	59062	0	0	617101									227									
63201														787	0	246	0	0	0	0	0	16	454	71	165	0	0				
63573														2456	0	1506	0	0	0	0	0	18	932	0	397	0	0				
63733														5822		2803	0					605	2399	15	2728			Cardholder Settlement Debit Cards			
63742														3139	0	544	0	252	0	0	0	53	2267	275	0	290	0				
64150														791	0	765	0	0	0	0	0	26	0	0	540	0	0				
64552														3606		1285	1127	642				54	1140	0				CDFI Award - DPA			
64730														870	0	608	0	0	206	246	0	12	250	0	0	0	0	INCOME TAX PAYABLE - FEDERAL	INCOME TAX PAYABLE - STATE		
65205														5493	0	1681	0	0	650	0	0	6	3806	0	688	0	0	Contingent Liability			
65513	2754	0	657	0	657	0	0	0	1905	0	0	0	0									192									
65559														5420		4857	0					44	519	0	4784						
65858														7891	0	953	0	455	325	0	0	189	6749	0	0	0	0	Other Misc Liabilities			
66154														890	0	160	0	0	0	0	0	34	696	0	0	0	0				
66275														744	0	286	0	0	248	38	0	57	401	0	0	0	0	Deferred contract credits	Accrued employee bonuses net of due to from parent		
66677														2599		1057	1097	34				1	444	0	815	27	121				
67142														165	0	4	0	4	0	0	0	50	111	0	0	0	0				
67151														3938	2016	2408	0	0	0	0	0	117	1413	0	0	0	0				
67209														25339	0	20471	0	0	9080	0	0	78	4379	411	10470	0	0	Collateral held from swap counterparties			
67254														118	0	0	0	0	0	0	0	0	118	0	0	0	0				
67656														23294		12904	0		11053			109	7900	2381				NET DEFERRED ANNUAL FEE			
67870														8184	0	7551	0	0	3711	0	0	20	613	0	3720	0	0	ESOP GUARANTEED LIABILITY			
68671														783	0	522	0	199	0	0	0	107	154	0	18	0	0				
68756														4777	0	3623	0	0	0	0	0	66	1088	0	2282	0	0				
68831														794	0	0	0	0	0	0	0	17	777	0	0	0	0				
69333														4069	0	0	0	0	0	0	0	46	4023	0	0	0	0				
69678														841	0	223	0	52	0	0	0	9	609	0	0	0	0				
70218														8046	0	7700	0	0	0	0	0	46	219	81	0	0	7690				
70414														1742	0	57	0	0	0	0	0	69	1616	0	0	0	0				
70638														1483	0	315	0	0	0	0	0	102	1066	0	0	0	0				
70955														152	0	0	75	0	0	0	0	10	67	0	0	0	0				
71073														1739	0	859	0	128	0	0	0	17	863	0	0	0	731				
71457														671	0	48	0	0	28	0	0	62	561	0	0	0	0	Subscription Payable			
71859														1992	0	0	0	0	0	0	0	1	1991	0	0	0	0				
72258														1581	0	0	0	0	0	0	0	418	1163	0	0	0	0				
72351														266	0	0	0	0	0	0	0	28	238	0	0	0	0				
72454														171	0	0	0	0	0	0	0	45	126	0	0	0	0				
72678														5776	0	516	0	516	0	0	0	8	5252	0	0	0	0				
73116														7787	0	2366	0	0	0	0	0	7	5414	0	0	0	2065				
73152														1002	0	934	0	112	0	0	0	28	0	40	822	0	0				
73554														886	0	207	0	203	0	0	0	60	619	0	0	0	0				
73956														113	0	89	0	0	0	0	0	19	5	0	0	0	0				
74056														996	0	823	0	0	683	0	0	15	158	0	140	0	0	NE MHEG FUNDS LIABILITY			
74140														11293		7534	0					171	3588	0	6878						
74403														5214		2298	0	1314		168	214	39	2734	143	600				ATM Settlement	SERP	
74449														15	0	5	0	0	0	0	0	10	0	0	0	0	0				
75259														3101	0	2019	0	0	0	0	0	171	911	0	1010	0	0			PPP Forgivness WIP	
75446														1184	0	0	0	0	0	0	0	110	1074	0	0	0	0				
75455														50	0	0	0	0	0	0	0	20	30	0	0	0	0				
75633	2272742	0	1425711	0	563473	0	0	0	700274	131177	0	0	724224									15580									
75651														99	0	15	0	0	0	0	0	31	53	0	0	0	0				
76153														182	0	27	90	27	0	0	0	19	46	0	0	0	0				
76443														280	0	2	0	0	0	0	0	6	272	0	0	0	0				
76854														1225	0	283	0	265	0	0	0	43	899	0	0	0	0				
77150														104	0	0	0	0	0	0	0	16	88	0	0	0	0				
77253														1606	0	0	0	0	0	0	0	39	1567	0	0	0	0	ESCROWED FUNDS	ACCRUED EXPENSES	COLLATERAL INSURANCE	
77422														2054	0	1843	0	125	1678	0	0	25	186	0	39	0	0	SERP Liability			
77851														62169	0	29606	0	0	0	0	0	867	31696	0	21478	0	0				
78157														136	0	87	0	0	0	0	0	2	47	0	0	0	0				
78241														280	0	0	0	0	0	0	0	25	255	0	0	0	0				
78559														280	0	227	0	0	0	0	0	7	28	18	0	0	0				
79042														1216		1081	0	791				24	111	0	114						
79127														460	0	265	0	0	0	0	0	9	165	21	260	0	0				
79145														1864	0	422	0	422	0	0	0	78	914	450	0	0	0				
79257														89	0	0	24	0	0	0	0	9	56	0	0	0	0				
79855														544	0	0	0	0	0	0	0	66	478	0	0	0	0				
80150														1994	0	1789	0	45	20	0	0	57	148	0	1590	0	0	Deferred Revenue			
80374														691	0	60	0	0	0	0	0	0	631	0	0	0	0				
80431														281	0	0	0	0	0	0	0	45	236	0	0	0	0				
81175														4087	0	2035	0	0	1648	0	0	61	1991	0	0	0	0	ESOP Repurchase			
82033														1367	0	810	0	0	332	0	0	24	533	0	0	0	0	Accrued Retirement Plan			
82257														762	0	603	0	0	0	0	0	6	91	62	603	0	0				
82350														790	0	738	0	0	0	0	0	15	37	0	738	0	0				
83151														528	0	76	0	0	0	0	0	114	338	0	0	0	0				
83375														8160	0	5404	0	0	4337	0	0	135	2621	0	0	0	0	Forward Settle Securities			
83638	251344	0	215263	0	0	0	0	0	33081	1702	0	0	143500									1298									
83834														1903	0	1530	0	0	0	0	0	19	354	0	1482	0	0				
83852														76	0	20	0	0	0	0	0	13	43	0	0	0	0				
83955														250	0	0	0	0	0	0	0	70	180	0	0	0	0				
84046														50	0	11	0	0	0	0	0	20	19	0	0	0	0				
84541														10583	0	5754	0	0	0	0	0	255	4574	0	5227	0	527				
84804														437	0	126	0	0	0	0	0	7	304	0	126	0	0				
85052														448	0	84	0	60	0	0	0	139	225	0	0	0	0				
85472														228795		181460	0		69111			526	44122	2687		74698		Derivative Cash Collateral Liability			
85931														1958	0	1532	0	0	0	0	0	116	310	0	1532	0	0				
86349														3544	0	2811	0	0	0	0	0	30	703	0	2808	0	0				
86675														5845	0	4106	0	0	223	219	0	10	1317	412	0	0	3375	Core Conversion Credit	Reserve for Vacation Accrual		
87047														595	0	457	0	0	0	0	0	21	117	0	439	0	0				
87159														244	0	203	0	0	0	0	0	35	6	0	0	0	0	SCORECARD PROGRAM			
87234														6080	0	5351	0	0	0	0	0	471	243	15	2419	0	0				
87476														336	0	137	0	0	63	0	0	4	107	88	74	0	0	non construction LIP			
87579														6608		6213	0					3	392	0	3178						
88231														24095	1000	16738	0	2339	0	0	0	60	7297	0	2014	0	0				
88259														480	0	446	0	0	0	0	0	28	6	0	381	0	0				
88352														582		356	0	356				50	176	0							
88455														3595	0	103	0	0	0	0	0	84	3408	0	0	0	0				
88950														114	0	2	0	0	0	0	0	40	72	0	0	0	0				
89032														815	0	0	0	0	0	0	0	187	628	0	0	0	0				
89135														2047	0	1868	0	0	0	0	0	8	171	0	1703	0	0				
89854														625	0	455	0	0	0	0	0	37	133	0	364	0	0				
89957														247	0	0	0	0	0	0	0	81	144	22	0	0	0				
90047														70	0	1	14	0	0	0	0	17	38	0	0	0	0				
90177														1310	0	233	136	96	35	102	0	0	941	0	0	0	0	Unearned Profit RE Sold	Accrued Interest Payable - FHLB Advances		
90328														5392	0	4562	0	0	0	0	0	47	743	40	1261	0	810				
90337														6042	1035	4953	0	0	0	0	0	117	972	0	3337	0	0				
90579														4578	0	3171	0	0	0	0	0	3	1373	31	3132	0	0				
91615														271	55	55	0	0	0	0	0	25	191	0	0	0	0				
91754														3832	0	2415	0	81	0	0	0	811	606	0	2310	0	3				
91950														874	0	831	0	0	0	0	0	6	37	0	831	0	0				
92144														20	0	0	0	0	0	0	0	20	0	0	0	0	0				
92676														3501		3093	0		2402			17	382	9				Liability for Pension & Postretirement benefits			
92706														4185	0	4114	0	0	0	0	0	11	0	60	3364	0	0				
92902														39	0	14	24	0	0	0	0	1	0	0	0	0	0				
93244														559	0	0	0	0	0	0	0	144	415	0	0	0	0				
93543														6006	0	3613	0	1836	0	0	0	158	2235	0	1325	0	0				
93619	848	0	36	0	0	0	0	0	812	0	0	0	0									0									
