"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
398248																																																																																																																																																																																																																																																	
398668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50522	0	50522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50522																																																																																						
398837																																																																																																																																																																																																																																																	
399357																																																																																																																																																																																																																																																	
399517																																																																																																																																																																																																																																																	
399731																																																																																																																																																																																																																																																	
399973																																																																																																																																																																																																																																																	
400057																																																																																																																																																																																																																																																	
400141																																																																																																																																																																																																																																																	
400365																																																																																																																																																																																																																																																	
400767																																																																																																																																																																																																																																																	
401072																																																																																																																																																																																																																																																	
401559																																																																																																																																																																																																																																																	
401755																																																																																																																																																																																																																																																	
401906																																																																																																																																																																																																																																																	
401951																																																																																																																																																																																																																																																	
402846																																																																																																																																																																																																																																																	
402873																																																																																																																																																																																																																																																	
403067																																																																																																																																																																																																																																																	
403151																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	286814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286814	0	0	286814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
403179																																																																																																																																																																																																																																																	
403254																																																																																																																																																																																																																																																	
403656																																																																																																																																																																																																																																																	
403870																																																																																																																																																																																																																																																	
403946																																																																																																																																																																																																																																																	
404653																																																																																																																																																																																																																																																	
404943																																																																																																																																																																																																																																																	
406022																																																																																																																																																																																																																																																	
406059																																																																																																																																																																																																																																																	
406666																																																																																																																																																																																																																																																	
406974																																																																																																																																																																																																																																																	
407168																																																																																																																																																																																																																																																	
407506																																																																																																																																																																																																																																																	
407645																																																																																																																																																																																																																																																	
407850																																																																																																																																																																																																																																																	
408307																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
408642																																																																																																																																																																																																																																																	
408875																																																																																																																																																																																																																																																	
409265																																																																																																																																																																																																																																																	
410159																																																																																																																																																																																																																																																	
410560																																																																																																																																																																																																																																																	
410748																																																																																																																																																																																																																																																	
410917																																																																																																																																																																																																																																																	
410944																																																																																																																																																																																																																																																	
411062																																																																																																																																																																																																																																																	
411174																																																																																																																																																																																																																																																	
411231																																																																																																																																																																																																																																																	
411240																																																																																																																																																																																																																																																	
411512																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	12082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12082	0	0	12082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
411549																																																																																																																																																																																																																																																	
411576																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
411624																																																																																																																																																																																																																																																	
411651																																																																																																																																																																																																																																																	
412153																																																																																																																																																																																																																																																	
412452																																																																																																																																																																																																																																																	
412555																																																																																																																																																																																																																																																	
412667																																																																																																																																																																																																																																																	
412751																																																																																																																																																												2664	2664	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	16543	432229	0	0	0	0	0	0	0	0	0	0	0	0	0	2664	0	0	0	0	0	0	451436	0	16543	434893	0	0	0	2664	0	0	0	0	0	0	13738	0	0	13738	0																			
412845																																																																																																																																																																																																																																																	
412872																																																																																																																																																																																																																																																	
413141																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	10202	85179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95381	0	10202	85179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
413208	2300349	2518738	0	0	0	2018308	1517869	500439	0	0	0	105364	0	116483	0	0	0	0	0	0	0	67582	106095	0	151580	0	11648727	19425193	112400	0	0	0	0	0	194272	0	0	194272	0	0	0	0	0	0	19122566	32429	21316094	74392	16405621	0	12635544	3770077	0	50154144	19228661	24316700	44857216	208889	0	0	0	0	0	17040033	38014	19430081	90676	1246739	0	906898	339841	0	420461	0	0	159535	260926	761618	0	0	761618	0	7073504	17059154	944912	22335468	852278	0	0	0	0	0	60581	106095	0	144579	22097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107640	19121	0	126524	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22097	107640	19121	0	126524	237	0	0	22308	0	0	24481	31186320																																																																																						
413347																																																																																																																																																																																																																																																	
413543																																																																																																																																																																																																																																																	
413646																																																																																																																																																																																																																																																	
413673																																																																																																																																																																																																																																																	
413758																																																																																																																																																																																																																																																	
414102																																																																																																																																																																																																																																																	
414652																																																																																																																																																																																																																																																	
414764																																																																																																																																																																																																																																																	
414858																																																																																																																																																																																																																																																	
416245																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		23718	0	0	23715	0	0	2743651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2767369	0	0	2767366	3	0	0	0	0	0	0	0	0	0	43009	0	0	43009	0						23715			23715										
416272																																																																																																																																																																																																																																																	
416339																																																																																																																																																																																																																																																	
416357																																																																																																																																																																																																																																																	
416656																																																																																																																																																																																																																																																	
416674																																																																																																																																																																																																																																																	
417626																																																																																																																																																																																																																																																	
417710																																																																																																																																																																																																																																																	
418100																																																																																																																																																																																																																																																	
418249																																																																																																																																																																																																																																																	
418436																																																																																																																																																																																																																																																	
418856																																																																																																																																																																																																																																																	
419406																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		18239	0	0	18239	0	0	2221009	0	9599	0	0	9599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2248847	0	0	2248847	0	0	0	0	0	0	0	0	0	0	63	0	0	63	0						17337			17337		401			401		501			
419460																																																																																																																																																																																																																																																	
419675																																																																																																																																																																																																																																																	
419947																																																																																																																																																																																																																																																	
420578																																																																																																																																																																																																																																																	
420644																																																																																																																																																																																																																																																	
420653																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
420877																																																																																																																																																																																																																																																	
421445																																																																																																																																																																																																																																																	
421539																																																																																																																																																																																																																																																	
422059																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
422116																																																																																																																																																																																																																																																	
422433																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	610	0	0	0	0	99595	20457	11494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132156	0	99595	20457	12104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	
422657																																																																																																																																																																																																																																																	
423159																																																																																																																																																																																																																																																	
423449																																																																																																																																																																																																																																																	
423636																																																																																																																																																																																																																																																	
423739																																																																																																																																																																																																																																																	
424156																																																																																																																																																																																																																																																	
424240																																																																																																																																																																																																																																																	
424352																																																																																																																																																																																																																																																	
424437																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
424633																																																																																																																																																																																																																																																	
425050																																																																																																																																																																																																																																																	
425108																																																																																																																																																																																																																																																	
425818																																																																																																																																																																																																																																																	
425845																																																																																																																																																																																																																																																	
425911																																																																																																																																																																																																																																																	
426057																																																																																																																																																																																																																																																	
426141																																																																																																																																																																																																																																																	
426534																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13798	0	0	3709	0	161907	765501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941206	0	161907	769210	10089	0	0	0	0	0	0	0	0	0	3709	0	0	3709	0	10089	0	0	0	10089	3709	0	0	3709	0	0	0	0	0	0	0	0	0	
426758																																																																																																																																																																																																																																																	
426945																																																																																																																																																																																																																																																	
427241																																																																																																																																																																																																																																																	
427353																																																																																																																																																																																																																																																	
427858																																																																																																																																																																																																																																																	
427960																																																																																																																																																																																																																																																	
428060																																																																																																																																																																																																																																																	
428462																																																																																																																																																																																																																																																	
428547																																																																																																																																																												4643	4641	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	826	104139	11494	0	0	0	0	0	0	0	0	0	0	0	0	4643	0	0	0	0	0	0	121102	0	826	108782	11494	0	0	4641	0	0	0	0	0	0	4647	0	0	4647	0																			
428855																																																																																																																																																																																																																																																	
429021																																																																																																																																																																																																																																																	
429487																																																																																																																																																																																																																																																	
430036																																																																																																																																																																																																																																																	
430054																																																																																																																																																																																																																																																	
430344																																																																																																																																																																																																																																																	
431172																																																																																																																																																												7982	7984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53179	0	0	51273	0	33360	2645710	0	0	0	0	0	0	0	0	0	0	0	0	0	7982	0	0	0	0	0	0	2740231	0	33360	2704965	1906	0	0	7984	0	0	0	0	0	0	7984	0	0	7984	0	0	0	0	0	0	51273	0	0	51273	0	0	0	0	0	0	0	0	0	
431323																																																																																																																																																																																																																																																	
431350																																																																																																																																																																																																																																																	
432058																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
432432																																																																																																																																																																																																																																																	
433505																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	422632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422632	0	422632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
433550																																																																																																																																																																																																																																																	
433608																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1885360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1885360	0	0	1885360	0	0	0	0	0	0	0	0	0	0	37	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
433859																																																																																																																																																																																																																																																	
433943																																																																																																																																																																																																																																																	
434203																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	146075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146075	0	0	146075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
434539																																																																																																																																																																																																																																																	
435059																																																																																																																																																																																																																																																	
435077																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5099	1956523	0	67571	0	0	67571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2029193	0	5099	2024094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
435255																																																																																																																																																																																																																																																	
435666																																																																																																																																																																																																																																																	
435750																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737197	0	0	737197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
436159																																																																																																																																																												0	0	0	0	0	0	0	0				37815	0	47462	0	0	0		0	0		195004	0	0	36326	0	0	1618645	0	260215	0	0	222400	37815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2073864	0	0	1877371	196493	0	0	0	0	0	0	0	0	0	38309	0	0	38309	0	158678				158678	36326			36326										
436542																																																																																																																																																																																																																																																	
436739																																																																																																																																																																																																																																																	
436953																																																																																																																																																																																																																																																	
437044																																																																																																																																																																																																																																																	
437914																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		102196	0	0	102109	0	0	4496087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4598283	0	0	4598196	87	0	0	0	0	0	0	0	0	0	118138	0	0	100578	17560						102196			102109	87									
439132																																																																																																																																																																				0	0	0							0			0																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
439338																																																																																																																																																																																																																																																	
439356																																																																																																																																																																																																																																																	
439404																																																																																																																																																												3440	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		2885	1107	0	3992	0	0	301737	0	689	0	0	689	0	0	0	0	0	0	0	0	3440	0	0	0	0	0	0	308751	1107	0	309858	0	0	0	0	0	0	0	0	0	0	3440	0	0	3440	0	2644	1107		3751															
439730																																																																																																																																																																																																																																																	
440857																																																																																																																																																																																																																																																	
440978																																																																																																																																																																																																																																																	
441050																																																																																																																																																																																																																																																	
441078																																																																																																																																																																																																																																																	
441135																																																																																																																																																																																																																																																	
441256																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14379	0	0	0	0	0	459123	0	4097	0	0	4097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477599	0	0	463220	14379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14379	0	0	0	14379	0	0	0	0	0	0	0	0	0	0	0	0	0	
441359																																																																																																																																																																																																																																																	
441470																																																																																																																																																																																																																																																	
441630																																																																																																																																																																																																																																																	
442011																																																																																																																																																																																																																																																	
442057																																																																																																																																																																																																																																																	
442244																																																																																																																																																																																																																																																	
442655																																																																																																																																																																																																																																																	
