"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
23504																				0	23362	17174	226836	0	75834	0	0	0	16566	49662	0	0	0	0	0	48064	33269	12567				
23643																				0	1255	0	7067	0	238	0	0	0	938	0	0	0	0	0	0	1989	0	2647				
23755																				546	411	0	5186	206	777	0	0	0	834	0	0	0	0	0	0	3164	0	0				
24006																				0	6337	3554	45170	0	3881	0	2181	0	6118	0	0	0	0	0	0	21681	0	3599		DEFINED BENEFIT POST-RETIREMENT PLAN		
24378																				0	433	155	1023	0	266	0	0	0	169	0	0	0	0	0	0	0	0	0				
24453																				0	1304	1528	4263	231	520	0	0	0	911	0	0	161	0	0	0	0	0	0				
24659																				0	59	0	819	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0				
24668																				0	5872	0	14314	0	1616	966	0	0	6826	0	0	0	0	0	0	0	0	0	Investments in SBIC's			
24949																				0	1581	2589	16403	318	615	190	0	0	1528	0	0	0	0	0	0	10090	0	0	Secondary Market Income Receivable			
25357																				65	3739	0	9400	231	836	0	0	0	4825	0	0	537	0	0	0	0	0	0				
25647																					1440	1126	4468		259				1643			100		0		0	0	0				
26176																				0	3431	3695	12013	283	575	0	0	0	1165	0	0	0	0	0	0	0	0	3147				
26457																				0	0	8	555	254	254	0	0	0	293	0	0	0	0	0	0	0	0	0	DDA nonpost	US T-Note redeemed but not paid		
26765																				0	9315	0	86688	2598	4449	0	0	0	5751	0	1131	0	0	0	0	47362	0	19811				
27070																				0	1916	0	21585	670	1285	0	0	0	2364	0	325	0	0	0	0	16020	0	0				
27548																					2343	0	25449	1904	8314	243	288	5000	3666			674		0		11126	0	0	Unposted CD/DDA	Low Income Tax Housing	SBA Fund	
27614																				0	1826	0	12827	323	948	383	0	0	1776	0	0	0	0	0	0	8277	0	0	Fiserv ATM Receivable			
27847																				92	2194	0	24072	1098	1391	0	0	0	4205	0	157	37	0	0	0	10373	1037	4872				
28013																					28708	20748	229572		3502				14690					0		98964	0	62960	state and local taxes	items in transit		
28152																					555	0	5892	220	956				974	736				0		3407	0	0				
28675																					1484	0	2159	132	180				495					0		0	0	0				
28732																				0	262	357	2109	128	174	0	0	0	303	0	0	0	0	0	0	1013	0	0				
29476																				0	618	0	3528	0	204	0	0	0	911	0	0	0	0	0	0	1795	0	0				
29636																				0	2097	1474	39462	1207	4094	2292	0	0	5983	0	0	0	0	0	0	18823	907	6084	Right of Use			
29878																					2823	9437	27979	862	10300	80	1743	7615	5419					0		0	0	0	Seat License	Additional Minimum Liabilty Pension	Debit Escrow	
30052																				0	119	0	309	48	102	0	0	0	88	0	0	27	0	0	0	0	0	0				
30502																				0	922	0	10015	0	6447	0	0	0	2646	3615	0	0	0	0	0	0	0	0				
30650																				0	541	0	1090	0	122	0	0	0	427	0	0	0	0	0	0	0	0	0				
30810		9681	1878283	2932672	30699	52618				992090					0		0	0	0																							
31134																					147	0	2382	388	398				1024					0		813	0	0				
31255																				0	2865	0	19812	1080	1775	0	0	0	3589	0	0	0	0	0	0	9600	0	1983				
31657																				0	347	0	5054	0	102	0	0	0	719	0	0	0	0	0	0	0	0	3886		Late Fees		
31826																					708	522	8998	258	1886				1116					0		4766	0	0				
31835																				0	1913	1472	17296	225	271	0	0	0	1338	0	0	0	0	0	0	12302	0	0				
32234																				0	1927	87	3859	0	588	0	0	0	1257	451	0	0	0	0	0	0	0	0				
32766																				0	45	0	425	0	86	0	0	0	294	0	0	0	0	0	0	0	0	0				
32971																				0	1355	394	13465	653	1904	0	0	0	1156	0	129	0	0	0	0	8371	0	285				
33147																				0	533	0	7067	250	811	354	0	0	2449	0	0	0	0	0	0	2548	0	726	Other Investments - Annuities			
33259																				0	1039	1291	8220	0	3181	1105	0	0	2709	0	0	0	0	0	0	0	0	0	PB Wyncrest LLC			
33268																				0	0	0	4449	142	142	0	0	0	1200	0	0	0	0	0	0	3107	0	0				
33370																				0	463	189	745	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0				
33839																				0	61	0	311	31	31	0	0	0	219	0	0	0	0	0	0	0	0	0				
33857																					5966	0	12546	1136	1343				5237					0		0	0	0				
34425																				0	4579	2683	35010	576	2705	1053	685	0	4823	0	0	0	0	0	0	20220	0	0	VCDC Funds	Security Deposit		
34434																				11	1031	0	4883	444	563	0	0	0	1116	0	5	0	0	0	0	2173	0	0				
34537																					34834	23026	259962		40782				29544	14343				0		124307	0	7469				
34555																				7	4336	0	15275	794	976	0	0	0	2837	0	158	0	0	0	0	7126	0	0				
34742																				0	2745	254	16877	0	2182	570	0	0	831	0	674	0	0	0	0	10865	0	0	Pledged Assets BMO			
35057																				0	879	0	4187	136	302	132	0	0	859	0	0	0	0	0	0	1425	0	722	Other Assets			
35301	0	419000	195000	29837000	0	25317000	16112000	0	0	427000	0	0	0	0	0	0	600000	2879000	0		416000																		Collateral deposits, net			
35570																				0	159829	116669	730843	0	151332	0	78081	0	79299	0	0	0	0	0	0	203167	0	20547		Collateral posted for derivative contracts		
35646																				0	1290	0	3548	0	39	0	0	0	226	0	0	0	0	0	0	1993	0	0				
35879																				0	1076	230	8862	235	283	0	0	0	628	0	0	0	0	0	0	6645	0	0				
36456																				0	285	77	3686	501	501	0	0	0	1947	0	0	0	0	0	0	876	0	0	Note Receivable UniBanc Holding co.			
36933																				0	281	0	2277	395	589	0	0	0	849	0	0	150	0	0	0	558	0	0				
37051																				0	173	0	1471	0	206	0	0	0	549	0	113	0	0	0	0	543	0	0				
37341																				0	491	0	1832	0	31	0	0	0	204	0	0	0	0	0	0	1106	0	0				
37435																				26	1360	0	9551	2352	4173	0	0	0	4018	0	0	0	0	0	0	0	0	0				
37640																				0	13168	871	119424	0	24210	6542	0	0	14323	0	0	0	0	0	0	38915	0	27937	Investments in Affordable Housing			
37659																				6	44	0	1528	13	225	0	0	0	345	0	0	0	0	0	0	914	0	0				
37949																				0	336	0	9032	0	122	0	0	0	2064	0	0	0	0	0	0	6510	0	0				
38740																				0	968	37	7396	396	579	0	0	0	854	0	0	0	0	0	0	4958	0	0				
39327																				0	491	0	18341	597	2043	106	9	0	2402	0	389	0	0	0	0	13006	399	0	Other deposits	SBA loan fee receivable		
39756																					717	0	16841	1322	1853				3359					0		7262	0	3650	0			
40033																				0	309	0	3900	209	732	523	0	0	226	0	0	0	0	0	0	869	0	1764	Deferred Comp			
40499																					10148	9014	164823		43852	13747	12623		11999					0		82334	1861	5615	DEFERRED COMPENSATION PLAN	LOAN DERIVATIVE		
40855																				0	850	0	1517	0	64	0	0	0	603	0	0	0	0	0	0	0	0	0				
41553																				0	343	0	2776	6	6	0	0	0	684	0	0	0	0	0	0	1743	0	0				
41629																				0	469	418	4763	0	2557	1856	0	0	880	0	0	0	0	0	0	439	0	0	Low Income Housing Investment			
41825																				0	462	2067	11126	716	1280	0	0	0	2093	0	0	0	0	0	0	3341	0	1883	Other Assets	Health Insurance Reserve		
41955																				0	203	0	682	0	260	0	0	0	219	0	0	0	0	0	0	0	0	0				
42037																				0	0	9	2831	0	73	0	0	0	545	0	0	0	0	0	0	1942	0	262				
42354																				3	100	0	5484	263	267	0	0	0	604	0	0	0	0	0	0	4513	0	0				
42372																				0	344	1010	9168	342	506	132	0	0	1028	0	0	0	0	0	0	6280	0	0	SBA & FHLMC DUE			
42420																				613	12227	20656	384421	12089	93489				32097	54362				0		139950	78525	7477				
42448																				0	5906	834	37826	1340	4107	2136	0	0	10375	0	314	0	0	0	0	16604	0	0	DUE TO FIRST PARAGOULD BANKSHARES			
42457																				0	690	0	1614	260	263	0	0	0	661	0	0	0	0	0	0	0	0	0				
43052																				0	1615	191	6194	58	111	0	0	0	286	0	0	0	0	0	0	3991	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																				0	805	0	7017	229	459	188	0	0	3338	0	0	0	0	0	0	0	1283	1132	INCOME TAX RECEIVABLE			
43856																				0	807	117	2610	0	39	0	0	0	223	0	0	0	0	0	0	1424	0	0				
43959																				0	235	0	1390	169	212	0	0	0	943	0	0	0	0	0	0	0	0	0				
44040																				0	1603	0	12318	151	356	0	0	0	3469	0	0	0	0	0	0	6890	0	0				
44433																					3022	3447	8728	413	536				1723					0		0	0	0				
44741																				0	1643	0	4289	253	800	0	0	0	1846	0	0	422	0	0	0	0	0	0				
44750																				0	990	290	6952	0	93	0	0	0	512	0	0	0	0	0	0	3377	0	1690				
44929																					1237	0	4423	160	166				418					0		875	0	1727				
45038																				0	174	204	3349	0	243	0	0	0	763	0	161	0	0	0	0	1965	0	0				
45047																				0	560	0	2128	274	391	0	0	0	1177	0	0	0	0	0	0	0	0	0				
45056																				26	212	0	1265	230	256	0	0	0	797	0	0	0	0	0	0	0	0	0				
45430																				0	664	379	5769	0	208	117	0	0	327	0	0	0	0	0	0	2257	0	1934	RL Late Fees Receivable			
45458																				0	1698	0	5050	245	282	0	0	0	1115	0	0	0	0	0	0	1901	54	0				
45551																				0	2929	1297	26839	845	3471	2416	0	0	6976	0	89	39	0	0	0	9177	0	2989	EFA Vendor Commissions			
45560																					4705	0	52247	8027	10545				7176					0		25939	0	3882				
45775																				0	402	833	6005	0	222	0	0	0	419	0	0	0	0	0	0	4129	0	0				
46053																				0	2269	0	9695	173	323	0	141	0	1074	0	0	0	0	0	0	5718	0	311	Passport Prefunded Transactions	Interest Rate Swap		
46941																				0	538	0	5752	0	140	0	0	0	660	0	0	0	0	0	0	1647	0	2767				
47247																					3990	0	26072	568	6739	1976			1952	1974	131			0		13391	0	0	Lender Reserve Acct Receivable			
47256																				0	80	125	382	34	92	0	0	0	85	0	0	0	0	0	0	0	0	0				
47452																				0	36	0	259	0	42	0	0	0	181	0	0	0	0	0	0	0	0	0				
47500																				0	1374	0	13833	532	976	0	0	0	1211	0	0	0	0	0	0	10272	0	0				
48057																				0	589	0	3291	0	60	0	0	0	875	0	0	0	0	0	0	1767	0	0				
48150																				0	253	0	1267	0	33	0	0	0	271	0	0	0	0	0	0	710	0	0				
48374																				0	13524	0	46153	0	5495	0	0	0	9302	0	0	0	1797	0	0	16741	0	1091				
48440																				0	547	197	5043	0	84	3	0	0	527	0	0	0	0	0	0	3688	0	0	Prefunding account			
49054																				704	1074	0	4052	0	1388	374	0	0	1590	0	0	0	0	0	0	0	0	0	Discount on Issued CDs			
49148																				0	223	0	3518	119	119	0	0	0	669	0	0	0	0	0	0	2507	0	0				
49241																				175	9164	2050	47497	368	5603	512	0	0	5834	0	0	0	0	0	0	18161	0	6685	Loan Fees Receivable			
49652																				0	1932	0	8322	71	264	0	0	0	1132	0	0	0	0	0	0	4994	0	0				
49858																				0	1050	83	5214	0	354	122	0	0	340	0	0	0	0	0	0	3387	0	0	Prepaid Service Contracts			
49951																				0	311	0	4365	0	67	0	0	0	1222	0	0	0	0	0	0	2765	0	0				
50144																				0	346	416	4660	101	183	0	0	0	407	0	0	0	0	0	0	3308	0	0				
50461																					0	1706	1894	51	51				137					0		0	0	0				
51253																				0	1626	867	13874	1536	1786	0	0	0	4199	0	0	0	0	0	0	5396	0	0				
51356																				1	0	0	172	40	41				131					0		0	0	0				
51459																				0	2281	0	9143	180	180	0	0	0	2111	0	0	0	0	0	0	4571	0	0				
51842																					204	3511	9796	418	804	209			1608					0		3669	0	0	Freddie Mac Prepaid Funds			
52719																				0	6402	23008	88057	0	58647	0	0	0	0	0	0	53818	0	0	0	0	0	0				
52951																				116	640	1246	4930	132	2629	145	112	0	415	0	0	0	0	0	0	0	0	0	ATM Surcharges	Miscellaneous Income		
53051																				0	5	0	380	0	89	0	0	0	286	0	0	0	0	0	0	0	0	0				
54058																					2096	0	6355		147				4112					0		0	0	0				
54656																				0	3620	0	26248	0	1705	1201	0	0	9363	0	0	0	0	0	0	7658	0	3902	Income Tax Receivable			
54973																					92115	0	322334		42338	25851			24616					0		163265	0	0	Prepaid Pension Benefit			
55336																				0	2192	0	8520	711	1180	0	0	0	2159	0	0	0	0	0	0	2989	0	0				
55635																				0	258	365	1597	229	479	0	0	0	495	0	0	0	0	0	0	0	0	0				
55653																				0	474	0	878	0	36	0	0	0	368	0	0	0	0	0	0	0	0	0				
55970																				0	572	1180	19047	652	798	0	0	0	1238	0	0	0	0	0	0	11279	0	3980				
56258																				0	8	0	1531	126	131	0	0	0	1392	0	0	0	0	0	0	0	0	0				
56351																					8397	0	78720	3266	5625				11947		265			0		52751	0	0				
56548																				0	2183	1483	14267	202	686	207	0	0	1198	0	0	0	0	0	0	8717	0	0	Bank Card Reserve Accounts			
56717																				0	4743	2448	37459	0	6055	2063	0	0	2875	0	0	0	0	0	0	17170	0	4168	FIXED ANNUITY INVESTMENTS			
57040																				0	269	488	2260	544	544	0	0	0	959	0	0	0	0	0	0	0	0	0				
57451																				0	737	0	9782	467	615	0	0	0	2391	0	0	0	0	0	0	6039	0	0				
58225																				30	644	249	9099	210	307	0	0	0	1015	0	10	0	0	0	0	5731	0	1153				
58243																					30141	14347	222849	4261	66560	10265			13740	40050		8363		0		58316	39745	0	NMTC Receivable			
58355																				0	152	0	304	37	39	0	0	0	113	0	0	0	0	0	0	0	0	0				
58551																				0	0	0	6809	11	726	239	232	118	2226	0	0	0	0	0	0	3374	0	483	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																				0	1501	806	14800	445	1457	728	0	0	2250	0	0	0	0	0	0	2180	0	6606	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																				0	1573	534	6091	122	553	373	0	0	1329	0	0	0	0	0	0	2102	0	0	Income Tax Receivable			
58971																					8642	16540	96146		33128	11890			29003					0		8833	0	0	Pension Asset			
59316																				0	3981	7248	63025	4852	5956	0	0	0	6232	0	0	0	0	0	0	29548	1577	8483				
59352																					118	0	9321	200	210				1637					0		7356	0	0				
59370																				40	640	526	12150	343	567	13	0	0	775	0	131	40	0	0	0	6770	0	2872	Income Tax Receivable	Other Assets		
59754																				0	271	0	946	0	59	0	0	0	73	0	0	0	0	0	0	543	0	0				
60143		660000	0	3878000		1664000	1020000			188000					0		1338000	28000	0		660000																		Pension plan assets			
60330																				0	1865	346	23514	1829	4720	2862	0	0	2595	0	0	0	0	0	0	6070	0	7918	Unposted Item in process			
60545																				0	887	37	2499	0	9	0	0	0	1566	0	0	0	0	0	0	0	0	0				
60554																				0	217	0	1525	0	76	0	0	0	662	0	0	0	0	0	0	570	0	0				
60648																				0	764	514	9191	0	361	0	0	0	1079	0	0	0	0	0	0	5354	0	1119				
61122																					4468	6400	73179	3611	12104	2408			6233					0		43974	0	0	Lease Operating Asset			
61355																				0	3811	0	30233	1779	4194	1362	0	0	7273	0	0	0	0	0	0	14955	0	0	ANNUITY			
61476																				0	4546	0	23278	217	438	0	0	0	1284	0	0	159	0	0	0	17010	0	0				
61757																					1325	433	6762	156	310			142	869					0		3825	0	0			Debit Card Settlement	
61832																				0	1263	0	13435	230	336	0	0	0	1914	0	0	0	0	0	0	5003	0	4919				
61953																				0	251	0	817	0	89	0	0	0	477	0	0	0	0	0	0	0	0	0				
62044																				0	401	130	1241	0	34	0	0	0	69	0	0	0	0	0	0	607	0	0				
62110																				0	126	249	391	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0				
62147																				0	104	0	2247	44	100	0	0	0	394	0	0	0	0	0	0	1649	0	0				
63050																				0	25	559	5784	0	530	0	0	0	1346	0	0	0	0	0	0	3324	0	0				
63069	0	83735	120306	1597951	0	897791	507741	0	0	181059	0	0	0	0	0	0	100275	214785	0		83735																		Affordable Housing Investments commitment			
63201																				0	157	0	4021	479	1014	261	0	0	673	0	0	0	0	0	0	2177	0	0	Reserve for Taxes			
63573																				0	3020	2242	7602	230	526	0	0	0	1814	0	0	0	0	0	0	0	0	0				
63733																					3718	0	32069	1066	6572	3596			5234		297			0		11117	0	5428	Insurance Annuity Asset			
63742																				0	690	1638	15658	363	1814	0	0	0	1637	1159	0	0	0	0	0	9879	0	0				
63751																					70	0	120	21	22		1		28					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																				0	941	0	5704	254	302	0	0	0	1082	0	0	0	0	0	0	3379	0	0				
64552																					550	0	13245		7360	2166			815	2218				0		4520	0	0	Other Accounts Receivable			
64730																				0	171	1387	2368	0	209	0	0	0	601	0	0	0	0	0	0	0	0	0				
65205																				0	1774	776	48196	507	1141	0	0	0	2189	0	106	0	0	0	0	28463	0	13853				
65513		375	516	4298	1335	2104				1303					0		0	0	0		375																					
65559																					1	1078	15781	407	585				3168		77			0		10949	0	0				
65746																				24	10308	398	31904	1309	4772	0	3111	0	3581	0	0	0	0	0	0	12845	0	0		FHLB LRA RECEIVABLE		
65858																				0	595	0	30633	0	9125	5271	0	0	6062	0	0	0	0	0	0	13349	0	1502	Artwork			
