"IDRSSD"	RCON0211	RCON1287	RCON1709	RCON1713	RCON1733	RCON1736	RCON1752	RCON1754	RCON1773	RCON2163	RCON2192	RCON2941	RCON3129	RCON3190	RCON3545	RCON3548	RCON8492	RCON8495	RCON8496	RCON8499	RCONB989	RCONB995	RCONG389	RCONG390	RCONG393	RCONG394	RCONG397	RCONG398	RCONG399	RCONG400	RCONHT71	RCONJA22	RCONJF75	
4156	0	0					595	0	44855					8250	0	0			0	26115	0	8171										109		
4231	0	0					0	0	45246					0	0	0			0	29768	0	0										0		
5069	0	0					0	0	14805					0	0	0			0	2180	0	0										1022		
5135	0	55497					1371	0	80200					21357	0	0			0	2114	0	0										0		
5210	0	0					2942	10294	337718					41854	0	0			0	36484	0	38464										1065		
5461	0	1006					3006	0	177695					5000	0	0			0	92830	0	0										0		
5751	0	0					261	0	72376					0	0	0			0	38593	0	0										148		
6039	0	3500					309	0	28715					0	0	0			0	3414	0	0										0		
6329	0	0					1001	0	63176					5000	0	0			0	11900	0	0										0		
7009	0	195989					0	0	307512					0	0	0			0	86543	0	0										12331		
7045	0	0					759	0	140638					0	0	0			0	57084	0	0										0		
7072	0	0					3853	23274	14780					16212	0	0			4924	2251	0	0										0		
7456	0	0					470	0	25344					0	0	0			0	23081	0	0										0		
7634	0	0					103	0	12809					0	0	0			0	6189	0	0										0		
8033	0	0					1526	0	2954					12136	0	0			0	2954	0	0										0		
8462	0	0					21	0	91793					0	0	0			0	16310	0	0										0		
8631	0	0					336	0	7429					0	0	0			0	856	0	0										0		
9357	0	0					642	0	41351					85886	0	0			0	0	0	0										1006		
9553	0	0					2706	28045	38519					54002	0	0			28045	11814	0	0										0		
9807	0	70707					5575	0	370385					0	0	0			0	285117	0	43207										1289		
9955	0	0					2820	0	59160					19699	0	0			0	48595	0	0										0		
10250	0	0					1726	0	152935					0	0	0			0	75797	0	0										0		
10849	0	0					733	0	66843					0	0	0			0	12809	0	0										0		
11145	0	0					1350	0	30864					24996	0	0			0	20043	0	0										0		
11640	0	0					2358	0	118302					0	0	0			0	80617	0	0										0		
11837	0	11498					101	0	68249					0	0	0			0	7792	0	0										0		
12030	0	38991					9605	1157	52420					0	0	0			804	0	0	0										0		
12142	0	0					708	116	100372					0	0	0			108	46500	0	0										0		
12311																																		
12647	0	0					2015	26013	0					4000	0	0			23163	0	0	0										0		
12656	150	0					14	2367	0					0	0	0			2017	0	0	0										73		
12946	0	0					8791	0	243120					53678	0	0			0	184715	0	0										4229		
13103	0	0					5314	0	251701					84561	0	0			0	40725	0	553										183920		
13251	0	856					416	0	2705					0	0	0			0	1848	0	0										0		
13457	0	0					0	0	5851					0	0	0			0	4191	0	0										0		
14155	0	0					600	0	17081					4000	0	0			0	16037	0	0										0		
14650	0	0					55	4282	0					0	0	0			4024	0	0	0										0		
14753	0	0					187	3621	6836					0	0	0			3400	5427	0	0										33		
14865	0	0					780	1277	11233					0	0	0			1277	767	0	0										0		
14977	0	0					214	0	0					0	0	0			0	0	0	0										0		
16551	0	0					1215	19903	36661					0	0	0			18153	31118	0	0										0		
16748	0	0					189	6893	7984					0	0	0			6893	0	0	0										0		
17110	100	0					219	100	0					0	0	0			0	0	0	0										71042		
17147	0	0					28740	1227668	1916149					389430	0	0			619927	1257885	0	177102										0		
17259	0	2000					264	980	14251					0	0	0			980	7920	0	0										0		
17950	0	1306					1819	0	323135					0	0	0			0	78813	0	0										0		
17978	11408	0					3355	113832	0					361	0	0			9643	0	0	0										0		
18050	0	0					953	14478	242030					0	0	0			13090	107228	0	0										0		
18827	0	0					7015	0	126522					50000	0	0			0	39683	0	0										1164		
18836	0	0					481	0	16066					3435	0	0			0	6112	0	0										0		
18854	0	0					1172	0	0					0	0	0			0	0	0	0										0		
19356	0	0					499	0	9817					0	0	0			0	9817	0	0										0		
19936	0	0					645	3706	85276					7562	0	0			291	11110	0	0										0		
19972	0	0					33	26549	0					0	0	0			26472	0	0	0										0		
20053	0	0					192	0	10094					4000	0	0			0	5161	0	0										0		
20633	0	0					930	0	46837					8952	0	0			0	23494	0	0										791		
20857	0	2000					497	0	52884					8114	0	0			0	45589	0	0										0		
21256	0	0					56	0	3124					0	0	0			0	0	0	0										0		
21359	0	253					316	239	8952					8	0	0			0	2084	0	0										0		
21658	0	508					36	0	58120					5483	0	0			0	24805	0	0										1024		
22048	0	0					1122	0	31823					9692	0	0			0	16835	0	0										0		
22543	0	16420					937	0	25300					20000	0	0			0	2561	0	0										0		
22552	0	0					628	229	888					9800	0	0			229	236	0	0										29		
22730	0	0					446	0	106734					335	0	0			0	61027	0	7886										0		
23456	0	500					682	239	83601					312	0	0			239	35704	0	0										0		
23504	0	0					23362	85700	450360					215000	0	0			23715	42088	0	1223										0		
23643	0	0					1255	0	79578					0	0	0			0	43420	0	0										0		
23755	0	0					411	0	66737					4000	0	0			0	39947	0	0										223		
24006	0	0					6337	282558	43282					116680	6990	6990			45917	7116	0	0										0		
24378	0	0					433	1701	7692					0	0	0			1701	609	0	0										0		
24453	0	1000					1304	0	13269					0	0	0			0	0	0	0										0		
24659	1096	0					59	8382	0					0	0	0			6786	0	0	0										0		
24668	0	89976					5872	0	373728					0	0	0			0	262679	0	4768										0		
24949	0	0					1581	0	33334					15145	0	0			0	404	0	0										0		
25357	0	0					3739	7843	37160					0	0	0			0	5037	0	0										0		
25647	0	0					1440	0	22415					100680	0	0			0	0	0	0										0		
26176	0	0					3431	0	10698					110500	0	0			0	2020	0	0										0		
26457	0	12631					0	0	12631					0	0	0			0	0	0	0										0		
26765	0	0					9315	1111	90679					0	0	0			1010	2353	0	0										0		
27070	0	0					1916	0	169011					13000	0	0			0	76912	0	0										0		
27548	0	0					2343	0	349566					14000	0	0			0	90701	0	0										2517		
27614	0	0					1826	0	229460					17500	0	0			0	106623	0	0										0		
27847	0	0					2194	121	150377					10036	0	0			0	93404	0	0										0		
28013	0	0					28708	7234	1264806					580359	13733	1502			0	123	0	75000										252		
28152	0	1810					555	0	37833					0	0	0			0	22306	0	0										0		
28675	0	0					1484	0	92269					28000	0	0			0	3319	0	0										24		
28732	0	0					262	368	8815					0	0	0			368	5680	0	0										0		
29476	0	0					618	3216	2355					1551	0	0			3216	2099	0	0										0		
29636	0	0					2097	0	678241					25000	0	0			0	104197	0	196272										508		
29878	0	0					2823	0	39346					12000	0	0			0	0	0	0										0		
30052	0	0					119	3031	0					112	0	0			3031	0	0	0										0		
30502	0	0					922	0	172117					0	0	0			0	22468	0	103523										17901		
30650	0	0					541	0	17247					4000	0	0			0	6923	0	0										0		
30810																																		
31134	0	0					147	0	23203					0	0	0			0	16766	0	0										0		
31255	0	0					2865	0	153054					0	0	0			0	122897	0	0										0		
31657	0	0					347	76004	0					0	0	0			11932	0	0	0										0		
31826	0	0					708	0	29118					0	0	0			0	21406	0	0										0		
31835	0	1003					1913	2210	32354					1600	0	0			2210	10494	0	0										0		
32234	0	0					1927	0	141842					11252	0	0			0	111852	0	0										0		
32766	0	0					45	0	0					0	0	0			0	0	0	0										0		
32971	0	0					1355	2	30010					15000	0	0			0	28852	0	0										31		
33147	0	0					533	0	14351					0	0	0			0	1297	0	0										0		
33259	0	63268					1039	0	70062					0	0	0			0	4636	0	0										0		
33268	0	1052					0	0	97924					0	0	0			0	49084	0	0										0		
33370	0	0					463	364	0					2784	0	0			0	0	0	0										0		
33839	0	0					61	0	2056					0	0	0			0	2056	0	0										0		
33857	0	0					5966	0	75186					94729	0	0			0	36613	0	0										0		
34425	0	0					4579	0	82194					39393	0	0			0	18843	0	1179										0		
34434	0	0					1031	8271	26909					0	13	13			7896	10045	0	0										0		
34537	0	101					34834	184484	1398157					0	0	0			0	35326	0	189683										6530		
34555	0	1020					4336	0	92477					2092	0	0			0	67607	0	0										0		
34742	0	0					2745	0	31729					0	0	0			0	9663	0	0										0		
35057	0	1034					879	0	9585					0	0	0			0	3580	0	0										111		
35301	3808000	6473000	464000	78000	158000	0	416000	45550000	31143000	13781000	194837000	0	182414000	6806000	468000	4734000	26000	0	80000	1548000	2238000	3413000	16579000	9360000	19610000	4946000	4825000	3177000	0	5561000	0	4000	0	
35570	0	0					159829	1226117	2758437					2750068	34155	34155			246601	0	0	449716										5173		
35646	0	0					1290	0	24320					0	0	0			0	23359	0	0										0		
35879	0	0					1076	0	52786					19318	0	0			0	19497	0	0										0		
36456	0	0					285	0	19734					0	0	0			0	8765	0	0										0		
36933	0	0					281	0	19635					2000	0	0			0	8403	0	0										0		
37051	0	0					173	0	1381					4000	0	0			0	881	0	0										9		
37341	0	0					491	0	5047					4000	0	0			0	3103	0	0										7		
37435	0	10000					1360	39329	343176					0	0	0			10138	32850	0	0										0		
37640	0	0					13168	0	1214196					86224	8806	9353			0	581246	0	52904										0		
37659	0	0					44	3511	12					0	0	0			3511	0	0	0										0		
37949	0	0					336	0	133204					6600	0	0			0	58577	0	10461										0		
38740	0	0					968	400	69846					14000	0	0			400	12223	0	0										0		
39327	5496	3016					491	5995	72166					0	0	0			499	14155	0	0										0		
39756	0	3199					717	0	86415					12245	0	0			0	45285	0	4602										0		
40033	0	0					309	4	18945					0	0	0			0	9160	0	0										0		
40499	0	0					10148	0	276498					149097	39320	39320			0	0	0	0										0		
40855	0	0					850	0	9894					9276	0	0			0	9894	0	0										0		
41553	0	0					343	20865	42840					0	0	0			20865	0	0	0										0		
41629	0	99					469	0	17343					2875	0	0			0	10539	0	0										0		
41825	0	1001					462	0	72439					0	26	8			0	23186	0	0										0		
41955	0	0					203	0	12723					2252	0	0			0	3501	0	0										0		
42037	0	0					0	0	20401					0	0	0			0	12265	0	0										0		
42354	0	0					100	0	42508					0	0	0			0	11762	0	0										0		
42372	0	0					344	0	36910					0	0	0			0	8124	0	0										0		
42420	0	0					12227	361844	830299					62642	0	0			34391	10473	0	117373										0		
42448	0	0					5906	0	141218					84849	0	0			0	117394	0	0										0		
42457	0	0					690	6407	10289					1750	0	0			6407	0	0	0										0		
43052	0	0					1615	0	16178					6500	0	0			0	7669	0	0										0		
43351	0	0					805	0	6998					14240	0	0			0	4275	0	0										0		
43856	0	0					807	3683	10930					0	0	0			3683	6605	0	0										0		
43959	0	0					235	0	120221					0	0	0			0	50156	0	0										0		
44040	0	0					1603	0	104614					5000	0	0			0	54537	0	0										0		
44433	0	0					3022	0	48879					35000	0	0			0	11657	0	0										0		
44741	0	0					1643	0	107102					0	0	0			0	62682	0	0										426		
44750	0	0					990	0	18839					0	0	0			0	5013	0	0										0		
44929	0	28811					1237	0	41630					0	0	0			0	6341	0	0										0		
45038	0	0					174	571	67310					4000	0	0			571	24744	0	960										0		
45047	0	0					560	0	23086					0	0	0			0	1858	0	0										0		
45056	0	0					212	8280	5219					2753	0	0			8280	0	0	0										0		
45430	0	0					664	14879	27282					0	0	0			14879	0	0	0										0		
45458	0	0					1698	0	51402					17035	0	0			0	25258	0	0										34		
45551	0	6267					2929	0	102353					0	0	0			0	35687	0	0										0		
45560	0	0					4705	61593	386815					70000	0	0			7503	71124	0	0										8872		
45775	0	0					402	0	28849					7000	0	0			0	2715	0	0										0		
46053	0	0					2269	0	62511					0	0	0			0	28987	0	0										36		
46941	0	3000					538	2080	30454					8360	0	0			2080	9661	0	0										0		
47247	0	0					3990	1936	43346					59900	655	561			1936	20428	0	0										0		
47256	0	0					80	0	0					4000	0	0			0	0	0	0										0		
47452	0	9237					36	0	9552					1666	0	0			0	0	0	0										0		
47500	0	0					1374	0	41203					17000	0	0			0	16470	0	0										25618		
48057	0	11586					589	0	38689					0	0	0			0	18358	0	0										0		
48150	0	304					253	0	5824					0	0	0			0	1462	0	0										7		
48374	0	5537					13524	0	65420					91000	0	0			0	12020	0	895										193		
48440	0	0					547	375	39482					9268	0	0			375	19702	0	0										0		
49054	0	0					1074	0	8500					16460	0	0			0	1306	0	0										0		
49148	0	0					223	0	56598					4000	0	0			0	12484	0	0										0		
49241	0	0					9164	30271	63133					10141	0	0			12885	20964	0	0										0		
49652	0	0					1932	0	46616					15198	0	0			0	33793	0	0										0		
49858	0	0					1050	0	6161					0	0	0			0	3404	0	0										0		
49951	0	0					311	0	16099					0	0	0			0	0	0	0										0		
50144	0	0					346	49786	0					0	0	0			12528	0	0	0										0		
50461	0	0					0	0	0					0	0	0			0	0	0	0										0		
51253	0	0					1626	0	1611					40784	0	0			0	1608	0	0										0		
51356	0	0					0	0	12000					0	0	0			0	0	0	0										0		
51459	0	4104					2281	0	174709					0	0	0			0	39557	0	0										33		
51842	0	0					204	0	39436					4000	0	0			0	29099	0	0										12		
52719	0	0					6402	0	0					0	0	0			0	0	0	0										0		
52951	0	0					640	0	53184					4356	0	0			0	28506	0	0										0		
53051	0	0					5	31905	0					0	0	0			3259	0	0	0										0		
54058	0	0					2096	0	118580					6000	0	0			0	32699	0	0										0		
54656	0	42736					3620	0	931371					0	0	0			0	774559	0	0										0		
54973	0	5014					92115	226947	1970417					0	0	0			0	27185	0	89670										0		
55336	0	0					2192	0	37361					2578	0	0			0	16402	0	0										0		
55635	0	1206					258	0	8225					2777	0	0			0	0	0	0										0		
55653	0	7500					474	0	32065					0	0	0			0	9810	0	9053										0		
55970	0	11639					572	0	33866					1200	0	0			0	0	0	0										0		
56258	0	0					8	0	114534					5523	0	0			0	23471	0	0										0		
56351	0	0					8397	0	684179					0	0	0			0	468522	0	0										0		
56548	0	0					2183	0	65077					18000	0	0			0	0	0	0										30		
56717	0	0					4743	0	167968					89184	0	0			0	74451	0	0										0		
57040	0	1054					269	0	10679					0	0	0			0	7064	0	0										0		
57451	0	24602					737	0	352242					18600	0	0			0	123890	0	8173										892		
58225	0	5577					644	0	62377					1000	0	0			0	29243	0	0										0		
58243	0	0					30141	346168	234245					4000	0	0			36934	44745	0	6243										0		
58355	0	0					152	0	0					1300	0	0			0	0	0	0										0		
58551	0	0					0	0	82164					0	0	0			0	48545	0	0										0		
58636	0	0					1501	0	105978					18000	0	0			0	33606	0	0										0		
58757	0	0					1573	0	32439					12067	0	0			0	8885	0	0										39		
58971	0	48277					8642	877656	1699680					0	0	0			3628	4858	0	216428										0		
59316	0	0					3981	0	226586					42459	0	0			0	73091	0	63303										0		
59352	0	0					118	9964	148798					0	0	0			0	89575	0	0										0		
59370	0	0					640	787	10299					4000	0	0			0	4070	0	0										17		
59754	0	205					271	0	3530					500	0	0			0	2139	0	0										0		
60143	0	4658000	0	0	0	0	660000	0	15028000	44000	87487000	0	79413000	3323000	606000	281000	0	0	0	0	0	2000	0	1724000	0	8646000	0	0	0	0	0	43000	0	
60330	0	0					1865	0	97950					18163	0	0			0	15758	23000	0										0		
60545	0	0					887	0	82165					12000	0	0			0	51460	0	0										0		
60554	0	0					217	0	6436					1254	0	0			0	5784	0	0										26		
60648	0	0					764	3000	73560					0	0	0			3000	20574	0	0										0		
61122	0	0					4468	68262	214687					70000	0	0			20602	10614	0	49160										0		
61355	0	46322					3811	4084	369671					0	0	0			4084	196522	0	18393										0		
61476	0	0					4546	0	51141					20634	0	0			0	12807	0	0										0		
61757	0	27993					1325	2724	39872					0	0	0			2555	3810	0	0										0		
61832	0	0					1263	0	173772					0	0	0			0	120818	0	0										0		
61953	0	0					251	3103	39022					0	0	0			2374	22302	0	0										0		
62044	0	0					401	400	2595					57	0	0			0	151	0	0										0		
62110	101	0					126	101	0					0	0	0			0	0	0	0										12779		
62147	0	0					104	500	33052					6899	0	0			0	19838	0	0										0		
63050	0	0					25	0	84649					0	0	0			0	46785	0	0										0		
63069	100	0	0	0	65615	0	83735	5411790	11005505	0	76261355	0	69868876	538952	1024711	49289	862459	518812	624483	791	0	0	442768	52254	3416365	10433648	0	0	0	0	0	47461	0	
63201	0	0					157	2653	58077					0	0	0			2653	31074	0	0										0		
63573	0	0					3020	0	57561					26710	0	0			0	0	0	0										0		
63733	0	0					3718	0	259153					39114	0	0			0	122327	0	0										103		
63742	0	0					690	0	24801					9935	0	0			0	14789	0	0										0		
63751	0	1366					70	0	1567					500	0	0			0	0	0	0										21		
64150	0	0					941	8828	93920					1266	0	0			8828	46572	0	0										0		
64552	0	0					550	0	32429					14716	0	0			0	1793	0	0										0		
64730	0	4999					171	0	57129					0	0	0			0	968	0	0										0		
65205	0	0					1774	0	122110					0	0	0			0	2206	0	0										21343		
65513	0	0	0	0	0	0	375	70367	1173	0	379814	0	326315	55950			0	0	0	1173	0	0	0	0	0	0	46641	0	23726	0		0		
65559	0	23188					1	0	296570					0	0	0			0	90586	0	0										0		
65746	0	0					10308	0	84837					43757	0	0			0	8336	0	4634										0		
65858	0	0					595	0	496386					5023	0	0			0	117494	0	0										347		
66154	0	0					1387	0	21779					5596	0	0			0	13044	0	0										0		
66275	0	0					249	0	17285					0	0	0			0	7670	0	0										0		
66677	0	0					2802	0	5214					38412	0	0			0	0	0	0										0		
67142	0	0					2700	0	56592					11000	0	0			0	53630	0	0										0		
67151	0	0					2410	7178	197284					30700	0	0			0	132195	0	0										0		
67209	0	0					4395	0	101947					154893	4633	4633			0	4617	0	2404										34027		
67254	0	0					0	0	110					0	0	0			0	0	0	0										0		
67656	0	0					1057	42337	126678					0	0	0			10723	50120	0	0										0		
67870	0	0					714	0	15917					9515	0	0			0	0	0	0										0		
68671	0	0					451	0	0					7000	0	0			0	0	0	0										0		
68756	0	0					1619	10000	95254					0	0	0			0	18334	66886	0										0		
68831	0	0					385	120	50062					0	0	0			0	25613	0	0										0		
69333	0	0					4184	97409	201173					0	0	0			48277	100817	0	66320										0		
69678	0	2543					1322	1322	186811					0	0	0			1322	125448	0	15676										33		
70218	0	0					83	0	2007					0	0	0			0	0	0	0										0		
70414	0	0					3025	1015	189637					2560	0	0			1015	66129	0	0										0		
70638	0	0					1865	0	33452					10509	0	0			0	31658	0	0										0		
70955	0	0					0	0	0					0	0	0			0	0	0	0										0		
71073	0	0					1329	1250	6509					30147	0	0			0	0	0	0										0		
71457	0	16798					4065	310	120842					9998	0	0			310	47360	0	26310										0		
71859	0	0					117	0	3368					37186	0	0			0	1626	0	0										0		
72258	0	0					0	0	498108					0	0	0			0	105530	0	0										0		
72351	0	0					38	0	41089					0	0	0			0	16551	0	0										0		
72454	0	0					285	17725	0					3000	0	0			17725	0	0	0										0		
72678	0	0					4364	0	243019					24100	0	0			0	69792	0	0										17		
73116	0	0					746	0	138448					10000	0	0			0	8545	0	0										0		
73152	0	0					261	0	69113					0	0	0			0	38459	0	0										0		
73554	0	0					1721	3548	27104					22500	0	0			3548	0	5214	0										0		
73956	0	0					89	307	29832					0	0	0			307	6986	0	0										76		
74056	0	0					307	0	33647					3399	0	0			0	581	0	0										0		
74140	0	0					17259	0	339227					90000	0	0			0	143655	0	68747										0		
74403	0	0					1487	0	83249					8086	0	0			0	0	0	46856										0		
74449	4905	0					25	4905	0					0	0	0			0	0	0	0										0		
75259	0	0					1981	0	6196					20000	0	0			0	1196	0	0										0		
75446	0	508					4070	1000	200445					36817	0	0			0	131322	0	607										15		
75455	0	15165					0	0	16337					0	0	0			0	0	0	0										0		
75558	0	0					1345	0	12395					0	0	0			0	1299	0	0										0		
75633																																		
75651	0	0					477	0	6418					0	0	0			0	4753	0	0										3878		
76153	0	0					372	1635	0					700	0	0			886	0	0	0										0		
76443	0	0					1373	0	32010					866	0	0			0	9526	0	0										0		
76854	0	0					2109	0	37027					28142	0	0			0	24744	0	0										0		
77150	0	0					261	0	8336					4326	0	0			0	0	0	0										0		
77253	0	0					1284	1714	110995					0	0	0			850	50645	0	0										0		
77422	0	5000					1019	0	22701					14500	0	0			0	1452	0	0										0		
77851	0	0					17043	93615	578292					30104	0	0			93615	51076	0	7757										0		
78157	0	0					100	4244	7816					0	0	0			729	0	0	0										0		
78241	0	0					199	0	11067					0	0	0			0	4309	0	0										0		
78559	0	0					296	0	8039					750	0	0			0	4592	0	0										15		
79042	0	0					298	0	60495					2047	0	0			0	9820	0	0										0		
79127	0	504					270	0	22447					762	0	0			0	10424	0	0										0		
79145	0	0					1573	0	14971					19395	0	0			0	5119	0	0										0		
79257	0	0					273	250	0					4634	0	0			250	0	0	0										250		
79855	0	8223					309	726	13641					0	0	0			726	0	0	300										0		
80150	0	0					476	0	144786					76	0	0			0	61623	0	0										0		
80374	0	3040					1771	0	43344					0	0	0			0	18499	0	0										0		
80431	0	0					519	0	20382					0	0	0			0	3457	0	0										0		
81175	0	8084					2935	36	20177					16768	30	0			0	4818	0	0										0		
82033	0	0					776	0	35229					5000	0	0			0	12050	0	0										0		
82257	0	253					106	0	5966					0	0	0			0	2680	0	0										0		
82350	0	0					195	8	19892					29	0	0			0	1894	0	0										0		
82659	0	0					326	0	18136					1152	0	0			0	405	0	0										28		
83151	0	12274					732	0	17681					8000	0	0			0	441	0	0										0		
83236	28386	12233					0	28386	12233					0	0	0			0	0	0	0										0		
83375	0	0					2461	0	269079					46	1133	0			0	203291	0	0										1614		
83638	0	0	0	11292	0	0	65015	58127	1199164	15220	7745950	0	6920259	1050000			0	82124	0	51628	0	0	58127	366152	0	411428	0	261024	0	15516		24342	0	
83834	0	0					893	0	20274					1964	0	0			0	9467	0	0										0		
83852	0	0					44	0	13946					0	0	0			0	8397	0	0										0		
83955	0	0					172	145	9898					1266	0	0			145	5430	0	0										0		
84046	0	0					130	0	39051					1736	0	0			0	30006	0	0										0		
84541	0	0					3353	124228	80992					2618	0	0			123728	0	0	1256										0		
84804	0	0					112	0	33001					0	0	0			0	14921	0	0										0		
85052	0	0					874	0	151072					0	0	0			0	35226	0	0										0		
85472	0	0					52059	938967	183302					109375	0	0			238403	0	0	128454										46887		
85931	0	0					1592	15057	57541					0	0	0			15057	22863	0	0										0		
86349	0	0					699	0	82195					0	0	0			0	24591	0	0										0		
86675	0	0					876	0	148714					0	0	0			0	20524	0	0										0		
87047	0	0					487	0	62604					0	0	0			0	43874	0	0										0		
87159	0	0					294	3719	81286					0	0	0			3719	21833	0	0										0		
87234	0	0					1628	0	70506					16000	0	0			0	18607	0	16763										0		
87476	0	0					3145	0	10398					3000	0	0			0	0	0	0										0		
87579	0	0					3035	37875	0					54744	0	0			0	0	0	0										7135		
88231	0	0					1496	15077	6649					20000	0	0			13577	6649	0	0										0		
88259	0	1009					353	0	9123					3876	0	0			0	2979	0	0										0		
88352	0	0					0	0	35866					0	0	0			0	11422	0	0										0		
88455	0	0					3163	23697	173936					24000	0	0			23421	95195	0	0										0		
88950	0	0					661	0	3385					18436	0	0			0	619	0	0										0		
89032	0	18999					1007	7428	51587					0	0	0			6230	0	0	0										0		
89135	0	0					81	0	7100					0	0	0			0	2480	0	0										0		
89854	0	0					819	0	2748					7012	0	0			0	0	0	0										0		
89957	0	0					311	0	2					0	0	0			0	0	0	0										0		
90047	0	0					0	0	14093					0	0	0			0	12243	0	0										0		
90177	0	0					4732	13608	16707					86542	0	0			7538	0	0	0										90		
90328	0	0					2416	0	33507					10000	0	0			0	16323	0	0										39		
90337	0	10000					3102	0	45998					13600	0	0			0	8248	0	0										0		
90579	0	0					551	1040	160547					0	0	0			1040	0	0	0										0		
91615	0	0					388	0	30544					3000	0	0			0	12736	0	0										0		
91754	0	25121					3851	0	538981					0	0	0			0	455072	0	0										0		
91950	0	0					57	0	11602					190	0	0			0	6324	0	0										0		
92144	0	0					83	0	23703					0	0	0			0	8913	0	0										0		
92676	0	0					1156	106	72799					0	0	0			0	6866	0	12319										38		
92706	0	0					470	0	71877					0	0	0			0	20931	0	0										1671		
92902	0	0					42	8542	10					0	0	0			8542	10	0	0										0		
93244	0	0					2127	2200	77775					41316	0	0			0	42943	0	4421										0		
93543	0	0					2738	0	61460					37000	0	0			0	49052	0	0										1679		
93619																																		
94139	0	0					1816	0	106706					0	0	0			0	61386	0	3979										368		
94522	0	0					932	0	39986					0	0	0			0	39323	0	0										1319		
94755	0	4037					623	0	89645					0	0	0			0	30179	0	0										0		
94858	0	0					305	0	46629					0	0	0			0	30955	0	0										0		
95051	0	0					204	0	1492					244380	0	0			0	383	0	0										29		
95677	0	0					95	3	65					0	0	0			0	0	0	0										0		
96553	726	0					158	4374	0					0	0	0			2379	0	0	0										0		
97055	0	0					2558	0	42418					56848	0	0			0	30998	0	0										108		
97279	0	0					303	0	10770					0	0	0			0	7062	0	0										0		
97457	0	0					697	0	3030					0	0	0			0	2951	0	0										0		
97804	0	0					1544	0	84371					15700	0	0			0	5408	0	0										0		
97943	0	4115					1500	0	153253					6000	0	0			0	97068	0	0										0		
98351	0	0					0	5500	19989					0	0	0			5500	0	0	0										0		
98463	0	0					4030	0	313926					0	0	0			0	6348	0	42564										0		
98717	0	0					447	0	21200					2155	0	0			0	0	0	0										0		
99143	0	5000					2339	1482	56630					673	0	0			1256	33742	0	0										0		
