"IDRSSD"	RCFDJJ03	RCONJJ03	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	RIADC781	RIADJH88	RIADJH89	RIADJH90	RIADJH91	RIADJH92	RIADJH93	RIADJH94	RIADJH95	RIADJH96	RIADJH97	RIADJH98	RIADJH99	RIADJJ00	RIADJJ01	RIADJJ02	
	Allowance for credit losses on other	Allowance for credit losses on other	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	WRITE DOWN ARISING FRM TRNSFR TO HFS	BEGIN BALANCE (MOST RECENT) IN ALLL	CHRG-OFFS ON ALLWNCE FOR L&L LOSSES	ADJUSTMENTS	SEPARATE VAL ALLOW CRED/FIN CHGS	AMT ALLOW LN&LSE LOSS CC/FIN CHGS	ALLOCATED TRANSFER RISK RESERVE	AMT OF ALLOWNCE FOR POST-ACQUISTN LO	Balance most recently reported for e	Recoveries, Held-to-maturity debt se	Provisions for credit losses, Held-t	Adjustments, Held-to-maturity debt s	Less: charge-offs, Held-to-maturity 	Balance end of current period, Held-	Balance most recently reported for e	Recoveries, Available-for-sale debt 	Provisions for credit losses, Availa	Adjustments, Available-for-sale debt	Less: charge-offs, Available-for-sal	Balance at end of current period, Av	Less: Write-downs arising from trans	Less: Write-downs arising from trans	Provisions for credit losses on othe	
694847			3378	925	75	0	2658	280	0																				
694904		11939	194043	63279	3393	0	147638	22178	1911			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1051	
695349			2413	861	16	0	2018	482	0			0	0																
695947			536	211	8	0	351	34	0																				
696047			936	96	59	0	857	76	0																				
696168			6557	5260	1131	0	5035	4869	0																				
696430			5190	1622	107	0	4564	1103	0																				
696645			1337	144	21	0	1210	38	0			0	0																
697035			145	140	72	0	66	133	0	0	0	0	0																
697147			3264	420	35	0	2888	79	0																				
697156			2899	200	8	0	2829	138	0																				
697231			4794	-22	102	0	4741	27	0																				
697633		0	1679474	965798	85932	0	920993	478180	184931	5099	0	0		0	0	331	1847	0	2178	0	0	0	0	0	0	0	0	0	
697763		0	23854	4307	2245	0	19484	4199	2017					0	0	-7	16	0	9	0	0	0	0	0	0	0	0	0	
697950			552	26	2	0	532	8	0																				
697978			19424	10700	139	0	10942	2357	0				0																
698144			15165	14950	483	0	13519	13787	0																				
698546			790	36	1	0	762	9	0			0	0																
698649			2502	600	271	0	1650	19	0																				
699105			5049	850	2	0	4199	2	0																				
699253			780	83	21	0	739	63	0																				
700140			327	80	0	0	254	7	0																				
700252			692	43	3	0	693	47	0																				
700430			2094	950	62	0	1358	276	0				0																
700458			1304	0	37	0	1275	8	0																				
701062		0	83269	39117	4157	0	47971	11355	3379					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
701222			8150	1650	270	0	6804	574	0																				
701839			5382	1876	37	0	3783	314	0																				
701857			201	30	6	0	210	45	0																				
702117		0	110000	51134	9945	0	72965	27078	3034					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
702359			1752	614	18	0	1256	136	0																				
702612			9992	1877	140	0	8424	449	0																				
702836			1030	556	6	0	675	207	0																				
702911			3366	550	9	0	2852	45	0																				
702966			372	75	14	0	308	25	0																				
703039			4100	500	37	0	3776	213	0																				
703552			23369	11400	1130	0	13460	2621	0																				
703767			12915	3275	739	0	9130	229	0				0																
704559			25591	9133	1010	0	19031	4192	609				0																
704755			8592	2139	650	0	8321	2518	0																				
705378		0	1020	224	2	0	802	8	0					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
705444			1768	0	6	0	1871	109	0																				
705556			1906	0	40	0	1870	4	0				0																
706030			2169	225	1	0	1947	4	0																				
706058			989	127	3	0	861	2	0																				
706236			1058	605	37	0	382	189	223																				
706254			2969	629	109	0	2654	423	0				0																
706450			179	-20	12	0	246	59	0																				
706656			1005	181	56	0	811	43	0																				
707354			23649	5560	773	0	19213	1897	0			0	0																
708379			1513	120	1	0	1401	9	0																				
709143			3847	2500	84	0	3962	2721	22			0	0																
709451			603	140	13	0	479	29	0																				
709554			1756	430	19	0	1612	305	0																				
709602			22000	7750	2211	0	13990	1951	0				0																
709639			2816	170	67	0	2688	109	0																				
709956			801	121	71	0	765	156	0			0	0																
710176			3689	780	83	0	2853	27	0																				
710859			1959	0	45	0	2288	374	0																				
711472			34805	10358	2205	0	27870	5628	0			0	0																
711520			527	69	18	0	547	107	0																				
711548			3935	280	34	0	3641	20	0																				
711753			737	0	2	0	735	0	0																				
711801			4351	852	1	0	3510	12	0																				
712059			6471	900	50	0	5725	204	0																				
712273			5083	-91	99	0	5083	8	0																				
712648			1750	1077	439	0	1624	1390	0																				
712956			2209	514	37	0	1669	11	0																				
713047			189	-100	57	0	234	2	0																				
713252			1484	0	60	0	1424	0	0																				
713476			2703	500	271	0	2000	68	0																				
713926			10475	3300	949	0	8390	2164	0				0																
714165			280	16	4	0	291	31	0																				
714437			884	297	34	0	701	148	0																				
714839			1935	2	160	0	2074	301	0				0																
714978			3946	940	0	0	3006	0	0																				
715032			1582	420	6	0	1268	112	0			0	0																
715050			2870	660	0	0	2965	755	0																				
715144			2606	500	14	0	2163	71	0																				
715340			9318	1919	96	0	7329	26	0																				
715470			389	0	0	0	389	0	0				0																
715630			795	105	16	0	741	67	0																				
715872			3451	997	107	0	2519	172	0				0																
715975			454	38	12	0	455	51	0																				
716374			6625	1801	274	0	5061	511	0																				
716655			357	186	189	0	5871	18	-5871																				
716833			14286	1809	193	0	13992	1708	0				0																
716851			1829	10	29	0	1817	27	0																				
716954			3012	270	132	0	2662	52	0																				
717232			401	0	1	0	400	0	0																				
717670			406	4	0	0	411	9	0																				
717737			11440	1131	53	0	10869	613	0				0																
717924			30150	9115	808	0	21425	1198	0			0	1817																
718079			0	0	1	0	2343	0	-2344																				
718145			4666	1104	639	0	3833	910	0																				
718275			1508	335	238	0	1350	415	0																				
718538			2428	585	121	0	2095	373	0																				
719030			535	15	7	0	523	10	0																				
719610			1452	81	98	0	1334	61	0																				
719656			3694	650	127	0	3161	244	0																				
719964			819	405	12	0	770	368	0																				
720157			330	0	0	0	330	0	0																				
720344			270	20	6	0	274	30	0				0																
720746			2547	725	31	0	2325	534	0																				
720858			1722	180	5	0	1662	125	0																				
721350			3942	300	206	0	3695	259	0																				
721752			508	65	3	0	443	3	0																				
721949			5237	725	240	0	4395	123	0																				
722227			892	0	76	0	827	11	0																				
722432			2065	410	138	0	1829	312	0																				
722544			36517	17400	1404	0	31008	13293	-2																				
722777	0		1225798	590664	96810	0	533470	350259	355113			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
722816			7456	1950	121	0	5689	304	0																				
723112	0		2452468	1078240	140101	0	1201496	611081	643712	0	2712	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
723158			1851	285	31	0	1696	161	0	0	0	0	0																
723550			295	47	1	0	256	9	0																				
723653			2848	205	3	0	2815	175	0																				
723756			452	26	0	0	426	0	0																				
723868			517	25	1	0	491	0	0																				
724230			4060	575	38	0	3583	136	0																				
724548			438	0	85	0	353	0	0																				
724744			3735	1195	432	0	3554	1446	0																				
724904			7911	4725	236	0	4826	1876	0																				
724940			84	0	0	0	84	0	0																				
725077			3479	660	39	0	2938	158	0																				
725732			14417	2600	163	0	16939	5285	0			0	0																
725741			732	150	20	0	692	130	0																				
725853			240	240	1	0	1400	1	-1400																				
726458			131	131	0	0	0	0	0																				
726953			4939	1708	0	0	3231	0	0				0																
727174			10827	0	374	0	10455	2	0																				
728948			8116	3581	42	0	7217	2724	0																				
728957			2155	522	17	0	2047	431	0																				
729011			5091	490	230	0	5579	1208	0																				
729057			884	0	6	0	917	39	0																				
729178			1483	20	36	0	1525	98	0																				
729310			12777	4707	101	0	8669	700	0																				
729459			1130	50	28	0	1052	0	0			0	0																
729570			203	0	0	0	203	0	0																				
729842			2201	135	32	0	2187	153	0																				
729945			2004	3138	595	0	1894	3623	0																				
730745			147	0	8	0	139	0	0			0	0																
731050			1521	35	33	0	1499	46	0																				
731247			37070	4358	1874	0	33760	2922	0			0	0																
731957			95	-9	0	0	104	0	0																				
732178			4027	1108	229	0	3104	414	0																				
732253			1082	378	62	0	950	308	0																				
732637			854	150	23	0	838	157	0				0																
732758			5143	500	24	0	4619	0	0																				
732918			9291	1900	173	0	7896	678	0				0																
732954			169	0	21	0	148	0	0																				
733054			3983	1399	43	0	2836	295	0			0	0																
733540			1122	370	5	0	853	106	0																				
733559			4564	850	1	0	3823	110	0																				
733661			704	111	185	0	839	431	0																				
733755			866	29	1	0	842	6	0																				
733951			1350	60	11	0	1306	27	0																				
734248			3875	589	15	0	3338	67	0																				
734350			2119	5130	359	0	2022	5392	0																				
734538			18147	8000	345	0	14617	4815	0																				
734613			3036	425	38	0	2638	65	0																				
735049			151	-55	29	0	177	0	0																				
735067			3404	583	16	0	2818	13	0																				
735414			211	46	16	0	179	30	0																				
735441			12826	3800	445	0	13444	4863	0																				
735768			6628	1520	29	0	5138	59	0																				
735973			344	0	0	0	344	0	0																				
736158			277	0	28	0	251	2	0																				
736206		0	36016	9351	265	0	18180	704	8924					0	0	0	0	0	0	0	0	0	0	0	0	0	0	8719	
736550			3750	915	94	0	2993	252	0																				
736662			1295	125	13	0	1338	181	0																				
737548			5976	1100	93	0	5689	906	0																				
738013			10795	400	22	0	10388	15	0																				
738040			19529	1054	328	0	19456	1309	0				0																
738143			3773	1600	65	0	2766	658	0																				
738255			1503	0	89	0	1414	0	0				0																
738303			6460	1349	26	0	5259	174	0				0																
738657			310	31	0	0	279	0	0			0	0																
738769			8124	1590	15	0	6559	40	0																				
739346			1024	120	11	0	1249	356	0																				
739355			7029	1925	15	0	6357	1268	0			0	0																
739560			55460	10114	887	0	47428	2969	0																				
739832			1314	180	3	0	1134	3	0																				
740249			453	0	0	0	453	0	0																				
741068			594	-8	1	0	605	4	0																				
741152			266	30	39	0	206	9	0																				
741330			8860	6013	107	0	3136	396	0				0																
741358			150	45	9	0	180	84	0																				
741648			1122	50	59	0	1024	11	0																				
741844			1024	-50	30	0	1103	59	0																				
741956			136	-96	40	0	221	29	0																				
741974			1104	220	11	0	918	45	0																				
742056			1713	430	71	0	1385	173	0																				
742542			1214	190	0	0	1030	6	0																				
742636			768	140	178	0	845	395	0																				
742944			2245	585	13	0	1649	2	0				0																
743679			5863	1689	36	0	4274	136	0																				
743950			203	5	0	0	214	16	0																				
744238			3304	1050	142	0	2487	375	0																				
744256			5700	500	448	0	5647	895	0																				
744854			6836	2220	34	0	4614	32	0																				
745150			267	0	1	0	267	1	0																				
745347			1008	180	1	0	875	48	0			0	0																
746157			2921	585	21	0	2330	15	0																				
746429			4357	2250	30	0	2280	203	0																				
746755			2646	1192	14	0	1449	9	0				0																
746942			660	100	7	0	599	46	0																				
746979			1163	0	0	0	1167	4	0																				
747051			1160	48	201	0	1163	252	0			0	0																
747257			1504	210	18	0	1336	60	0																				
748254			3177	821	72	0	2325	41	0																				
748357			650	85	1	0	650	86	0																				
748441			246	21	31	0	245	51	0																				
748964			1360	0	0	0	1361	1	0																				
749242		1500	176144	85350	12252	0	52162	16105	42485					0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	
749635			5618	1100	177	0	4386	45	0																				
749840			415	8	16	0	404	13	0																				
749943			1414	605	60	0	1406	657	0																				
749952			298	0	9	0	299	10	0																				
750051			2522	240	84	0	2328	130	0																				
750127			3248	0	117	0	3145	14	0																				
750239			12564	3650	335	0	8957	378	0			0	0																
750341			1928	610	12	0	1309	3	0																				
750444			351	208	18	0	362	237	0																				
750846			1865	50	56	0	1768	9	0																				
751254			1028	0	30	0	998	0	0																				
751656			21569	8000	283	0	13379	100	7				0																
751852			3348	844	125	0	2413	34	0				0																
752644			2189	359	17	0	1901	88	0			0	0																
752831			2935	571	11	0	2376	23	0																				
753052			479	36	1	0	445	3	0																				
753324			7075	1457	1131	0	4952	465	0																				
753641			527	-110	222	0	440	25	0																				
753856			251	0	0	0	252	1	0																				
754068			4006	380	0	0	3626	0	0																				
754246			510	46	0	0	464	0	0																				
754536			1612	355	69	0	1215	27	0																				
754826			6780	1549	644	0	6046	1459	0																				
754853			8936	2877	451	0	6160	552	0																				
754929			8481	1991	347	0	6863	720	0				0																
755047			7630	1500	365	0	5911	146	0																				
755252			2513	2248	20	0	1741	1496	0																				
755421			557	23	43	0	510	19	0																				
755458			2450	-23	191	0	2285	3	0																				
756343			1553	315	72	0	1655	489	0																				
756848			2587	410	79	0	2194	96	0																				
757377			3152	-2	3	0	3292	122	-19																				
757452			1245	169	62	0	1118	104	0				0																
757612			12200	6282	241	0	7516	1839	0																				
757779			642	599	31	0	589	577	0																				
758703			46908	16570	263	0	34102	4027	0				0																
758842			676	50	0	0	626	0	0																				
758851			2868	2315	12	0	736	195	0																				
759045			6678	-300	60	0	7075	157	0																				
759625			5239	1980	94	0	3975	810	0																				
760210			1044	400	129	0	951	436	0																				
760331			3241	3	2	0	3242	6	0																				
760340			874	378	1	0	575	80	0																				
760434			1192	125	151	0	1086	170	0				0																
760649			940	50	49	0	895	54	0																				
760854			5860	1975	143	0	4299	557	0																				
760939			493	96	13	0	429	45	0																				
760957			388	290	19	0	328	249	0																				
761244			3152	1360	192	0	2325	725	0																				
761459			1471	180	12	0	1407	128	0																				
761543			3132	853	11	0	2274	6	0																				
761806	0		359431	137848	10252	14544	209096	40789	57568			0		0	0	-98	397	0	299	0	0	0	0	0	0	0	0	0	
761833			504	0	9	0	546	51	0				0																
761851			4431	1000	129	0	3713	411	0																				
761954			999	110	11	0	898	20	0																				
762045			2168	190	13	0	2002	37	0																				
762447		86	41910	16103	1068	0	26911	3844	1672					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
762474			28362	10050	175	0	19206	1069	0																				
762773			3325	332	0	0	2993	0	0																				
763211			1293	210	54	0	1114	85	0																				
763677			12843	3600	298	0	9226	281	0																				
763930			6547	2940	218	0	5477	2088	0																				
764030		718	199423	125530	11510	0	38189	54467	78661			0		0	0	0	0	0	0	0	0	112	0	0	112	0	0	718	
764058			6586	1800	216	0	4833	263	0																				
764067			1461	65	20	0	1449	73	0																				
764142			1364	260	44	0	1244	184	0																				
764151			307	3	8	0	308	12	0																				
764441			297	150	1	0	405	259	0																				
764816			2610	410	63	0	2307	170	0																				
765019		64	53709	39899	2622	0	22602	14620	3206			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	
765318			1561	800	105	0	1006	350	0																				
765354			943	0	198	0	901	156	0			0	0																
765505			8933	2890	51	0	7578	1586	0	0	0	0	0																
765662			538	60	1	0	482	5	0																				
765877			626	59	1	0	575	9	0																				
766052			1077	0	8	0	1088	19	0																				
766164		0	95735	36431	1918	0	29085	6487	34788					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
767040			1240	120	46	0	1127	53	0																				
767152			268	0	96	0	181	9	0				0																
767246			137	0	9	0	128	0	0																				
767255			1918	473	22	0	1472	49	0																				
767554			610	173	47	0	501	111	0																				
767572			256	11	0	0	247	2	0																				
767611			1099	132	25	0	969	27	0			0	0																
767732			4000	450	63	0	3594	107	0																				
767974			17023	10915	64	0	7138	1094	0																				
768074			15174	1900	58	0	13218	2	0																				
768458			1046	77	21	0	960	12	0			0	0																
768476			716	0	22	0	694	0	0																				
768953			456	724	8	0	567	843	0																				
769156			896	72	13	0	817	6	0																				
769334			642	285	0	0	502	145	0																				
770068			1209	202	13	0	1053	59	0				0																
770451			1307	120	1	0	1186	0	0																				
770545			173	0	0	0	173	0	0																				
770639			2193	290	141	0	1849	87	0																				
770657			9282	1300	116	0	8114	248	0																				
770853			3450	300	18	0	3243	111	0																				
771047			126	5	0	0	121	0	0																				
771140			7830	1975	134	0	6046	325	0			0	0																
771458			14618	1674	965	0	12387	408	0																				
771609			17640	6635	163	0	11246	404	0																				
771748			671	135	13	0	413	78	188																				
771878			2200	452	328	0	1425	5	0																				
772008			19895	7430	189	0	12452	176	0																				
772446			0	0	0	0	0	0	0				0																
772754			579	0	8	0	609	38	0																				
773032			1257	300	54	0	1039	136	0			0	0																
773171			20	72	19	0	774	81	-764																				
773247		0	60443	43149	1937	0	28028	25454	12783					0	0	0	0	0	0	0	0	366	0	0	366	0	0	0	
773443			2256	261	37	0	2106	148	0			0	0																
773470			3686	162	4	0	3523	3	0																				
773546			555	0	46	0	540	31	0																				
773742			3004	1224	158	0	1671	49	0																				
774132			5364	2292	174	0	3161	263	0				0																
774235			1320	45	126	0	1183	34	0																				
774253			517	4	0	0	513	0	0																				
774262		0	40637	18074	969	0	25280	4560	874					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
774347			3661	515	181	0	3619	654	0																				
775054			4909	830	114	0	3981	16	0																				
775241			369	63	1	0	316	11	0			0	0																
775456			9358	4515	256	0	5772	1185	0																				
775773			870	464	17	0	389	0	0																				
776369			1983	240	75	0	1694	26	0																				
776547			627	453	3	0	182	11	0				0																
777254			573	0	6	0	594	27	0																				
777366			17713	968	2138	0	15391	784	0				0																
777441			176	24	18	0	237	103	0																				
777870			1120	1373	0	0	1569	1822	0																				
778738			10025	5537	362	0	6158	2032	0																				
779016			4163	515	29	0	3826	207	0																				
779351			31620	13362	1386	0	19214	2414	72			0	0																
779360			2724	0	16	0	2734	26	0																				
779641			301	-12	24	0	289	0	0																				
779650			3728	325	4	0	3419	20	0																				
779968			10672	1530	93	0	9049	0	0																				
780049			2189	528	29	0	1773	141	0																				
780218			9994	6200	50	0	4131	387	0				0																
780263			2257	590	18	0	1914	265	0																				
780562			1896	400	24	0	1472	0	0																				
780722			9300	1062	354	0	8825	941	0			0	0																
780955			2152	540	56	0	1712	156	0																				
781028			12496	4200	495	0	8585	784	0				156																
782016			678	15	1	0	672	10	0																				
782306		0	78017	41011	1420	0	40923	11794	6457					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
782548			473	48	6	0	429	10	0																				
783161			15416	3050	237	0	12356	227	0																				
783246			2610	700	10	0	2556	656	0																				
783349			220	238	8	0	326	352	0			0	0																
783648			67690	27520	1562	0	43405	4797	0				0																
783844			6706	1905	227	0	4642	68	0			0	0																
783910			1740	339	30	0	1431	60	0																				
784159			4996	1325	442	0	4188	959	0																				
784430			939	0	19	0	983	63	0																				
785147			5914	1876	221	0	4506	689	0																				
785473			17124	8124	137	0	10530	1667	0																				
785857			3152	710	162	0	2666	386	0																				
785923			5728	2014	210	0	4045	541	0																				
785932			2054	300	104	0	2344	968	274																				
785950			4675	1388	44	0	3983	740	0																				
786210			15777	2072	333	0	13805	433	0																				
786256			310	0	0	0	311	1	0			0	0																
786340			2086	428	143	0	1865	350	0																				
786555			2388	300	92	0	2006	10	0																				
786612			13382	4200	40	0	9515	373	0				0																
786733			2781	800	36	0	2036	91	0																				
786948			2893	485	14	0	2495	101	0																				
787141			275	15	1	0	259	0	0																				
787459			6004	771	1269	0	5023	1059	0																				
787842			1863	279	58	0	1660	134	0																				
788559			1492	60	12	0	1529	109	0																				
788652			871	210	1	0	711	51	0																				
788773			4126	55	126	0	4026	81	0																				
789051			178	15	0	0	171	8	0																				
790150			486	0	22	0	615	151	0																				
790271			2518	691	82	0	1813	68	0				0																
790543			14290	9243	170	0	6658	1781	0																				
790703			3949	954	0	0	3251	256	0																				
790918			7933	1200	29	0	7005	301	0																				
791072			1190	1775	18	0	1268	1871	0																				
791353			1375	250	24	0	1253	152	0				0																
791821			6110	2083	0	0	4097	70	0																				
791942			3056	108	77	0	2873	2	0																				
792248			766	20	2	0	744	0	0																				
792453			981	82	0	0	931	32	0																				
792640			1520	240	76	0	1340	136	0			0	0																
792659			1087	60	149	0	966	88	0																				
794149			1600	395	49	0	1247	91	0				0																
794336			8046	925	0	0	7461	340	0																				
794345			1927	385	56	0	2586	1100	0																				
794475			850	-2	2	0	850	0	0																				
794653			334	9	0	0	325	0	0																				
795249			692	100	1	0	594	3	0			0	0																
795548			3780	600	22	0	3177	19	0			0	0																
795959			569	90	32	0	571	124	0																				
795968	0		216252	117800	13900	0	110027	21038	-4437					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
796152			1814	360	126	0	1552	224	0																				
796451			2500	0	6	0	2763	269	0																				
796572			10699	2699	258	0	8564	822	0																				
796657			793	0	65	0	786	58	0																				
797140			4951	2640	4	0	2926	619	0																				
797775			16959	2518	0	0	14500	59	0			0	0																
798512			442	26	26	0	442	52	0																				
799359			264	30	0	0	290	56	0																				
799751			1966	145	5	0	1834	18	0				0																
799854			2154	912	60	0	1431	249	0																				
799939			274	0	18	0	261	5	0																				
799948			1502	106	78	0	1430	112	0																				
800134			1592	1195	0	0	1086	689	0																				
800442			497	100	37	0	541	181	0																				
800479			169	69	0	0	144	44	0																				
800657			129785	27323	4522	0	110232	12292	0				0																
800853			1739	150	4	0	1588	3	0																				
801047			3795	600	40	0	3236	167	86																				
801056			1046	117	16	0	948	35	0																				
801654			269	43	1	0	243	18	0																				
802866	0		447765	189456	29018	0	304803	102905	27393	0	0	0		0	0	217	174	0	391	0	0	0	0	0	0	0	0	0	
803256			649	74	1	0	589	15	0																				
803265			265	40	14	0	293	82	0																				
803649			6143	5192	98	0	5920	5067	0																				
803658			611	30	131	0	488	38	0																				
803957			3190	500	55	0	2021	293	907																				
804150			395	0	0	0	395	0	0			0	0																
804338			13661	2970	533	0	10402	244	0																				
804374			3790	2066	170	0	3497	1943	0																				
804422			421	5	3	0	417	4	0																				
804860			527	146	56	0	581	256	0			0	0																
804963			841620	321797	100161	0	617497	197835	0			0	0																
805045			947	200	0	0	1228	481	0																				
805250			2216	200	39	0	2041	64	0			0	0																
805335			1009	350	82	0	730	153	0				0																
805755			6949	1650	24	0	5707	432	0				0																
805876			680	310	15	0	452	97	0																				
806220			1380	105	3	0	1285	13	0																				
806846			8948	4000	408	0	5621	1081	0																				
806958			6982	3850	620	0	5419	2907	0			0	0																
807348			1085	501	2	0	616	34	0																				
807432			931	24	0	0	915	8	0																				
807656			1375	376	58	0	1360	419	0																				
807955			13089	6917	1374	0	16586	11788	0																				
808260			58863	4500	524	0	55012	1173	0				0																
808345			1458	50	986	0	478	56	0																				
808354			900	-107	0	0	1015	8	0																				
808653			1477	260	153	0	1343	279	0																				
809070			200	0	0	0	200	0	0																				
809276			5498	3870	806	0	4271	3449	0																				
809379			680	70	10	0	623	23	0																				
809650			2220	434	53	0	1871	138	0				0																
809678			269	82	1	0	194	8	0				0																
809771			4137	305	0	0	3832	0	0																				
809856			600	100	0	0	500	0	0																				
810544			1821	330	7	0	1823	339	0																				
811046			57132	20200	923	0	55312	19303	0				0																
811279			7851	3088	24	0	4879	140	0																				
811457			87	6	0	0	81	0	0			0	0																
811541			535	60	16	0	468	9	0																				
811550			749	290	110	0	495	146	0																				
811747			3983	490	17	0	4264	788	0																				
812164	0		0	0	0	0	0	0	0			0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
812379			1568	477	9	0	1184	102	0			0	0																
812436			6846	2126	20	0	5272	572	0																				
812557			7969	1043	134	0	6813	21	0				0																
812614			721	32	20	0	748	79	0				0																
813059			296	0	4	0	292	0	0																				
813572			637	-75	48	0	666	2	0			0	0																
813853			4065	500	213	0	3472	120	0																				
814074			992	420	134	0	469	31	0																				
814355			328	0	0	0	339	11	0																				
814430			137189	101600	920	0	49047	14378	0				35																
814458			3598	800	6	0	2814	22	0																				
814476			1729	66	81	0	1584	2	0				0																
814551			2105	955	41	0	1737	628	0																				
814711			2372	1279	83	0	2060	1050	0			0	0																
815053			1104	78	5	0	1025	4	0																				
815147			2931	1812	843	0	2491	2215	0																				
815156			8407	557	371	0	7955	476	0																				
815277			3061	830	0	0	2231	0	0				0																
815754			1037	39	1	0	988	31	40																				
815772			668	15	17	0	637	1	0																				
816256			645	95	3	0	618	71	0																				
816304			1190	178	4	0	1016	8	0																				
816603		0	44106	11736	172	0	27014	1317	6501					0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	
816751			252	48	0	0	247	43	0																				
817477			908	207	10	0	822	131	0																				
817824	25809		5361394	2985229	359806	44625	2741938	1147522	466568	0	6039	0		0	0	1752	1698	0	3450	0	0	78463	83	0	78546	0	0	18516	
818401			10327	5000	87	0	6729	1489	0																				
818540			726	0	1	0	725	0	0			10	0																
818559			306	77	30	0	202	3	0																				
818652			248	35	7	0	209	3	0				0																
819154			676	84	11	0	625	44	0																				
819172			1047	110	9	0	995	67	0																				
819453			2338	1250	23	0	1643	578	0				0																
819556			1630	560	97	0	1282	309	0																				
819855			3849	625	18	0	3233	27	0																				
820048			9801	3803	298	0	6414	714	0			0	0																
820301			2964	855	101	0	2234	226	0			0	0																
820477			331	0	4	0	330	3	0																				
820842			2352	375	175	0	1811	9	0																				
820879			180	13	0	0	167	0	0																				
821036			1614	698	0	0	916	0	0																				
821157			1195	78	3	0	1123	9	0																				
821559			396	26	7	0	396	33	0																				
821643			264	160	12	0	340	248	0			0	0																
821906			13754	5038	324	0	8895	503	0																				
822042			7789	2600	138	0	5184	133	0				0																
822051			1525	539	42	0	1500	556	0																				
822275			3146	50	4	0	3097	5	0																				
822408			2025	303	6	0	1727	11	0																				
822556			9216	6098	0	0	3843	725	0				0																
822631			301	30	0	0	293	22	0																				
822846			1143	90	4	0	1486	437	0																				
823076			69	15	1	0	55	2	0																				
823133			2734	1632	81	0	2976	1955	0																				
823142			569	0	6	0	564	1	0			0	0																
823450			2959	560	22	0	2416	39	0																				
823478			5059	803	26	0	4593	363	0																				
823553			147	0	21	0	137	11	0																				
823638			878	0	0	0	878	0	0																				
823656			2484	0	0	0	2493	9	0																				
824242			246	0	0	0	246	0	0																				
824653			2038	945	12	0	1407	326	0																				
824671			4402	1072	19	0	3336	25	0																				
824738			593	0	9	0	599	15	0																				
825146			37778	16000	969	0	24858	4049	0				15																
825454			2476	390	16	0	2126	56	0				0																
825548			1701	100	36	0	1627	62	0																				
825753			2984	0	342	0	2667	25	0				0																
825847			4389	675	33	0	3759	78	0																				
825940			434	75	98	0	343	82	0																				
826451			1000	75	14	0	951	40	0																				
826648			1697	642	55	0	1581	581	0																				
826956			20241	6934	707	0	16812	4212	0			0	0																
827355			1087	90	4	0	1068	75	0																				
827458			4051	760	349	0	3747	805	0																				
827560			11944	0	410	0	11548	14	0				0																
828110			1212	340	12	0	1162	302	0																				
828174			525	100	37	0	501	113	0																				
828473			1122	374	79	0	725	56	0				0																
828651			18519	5240	688	0	15332	2741	0				0																
829032			1260	150	24	0	1141	55	0																				
829041			3000	765	25	0	2272	62	0																				
829050			3200	1236	93	0	2800	1315	386																				
829452			1096	0	3	0	1142	49	0																				
830113			3190	500	11	0	2754	75	0																				
830252			434	354	94	0	385	399	0																				
830355			3223	1240	73	0	3621	1711	0																				
830542			5467	2167	259	0	4085	1044	0																				
830645			270	0	96	0	296	122	0			0	0																
830748			1894	900	129	0	921	56	0																				
831008			7774	1709	1	0	6360	296	0																				
831352			763	90	7	0	673	7	0																				
831576			4216	1667	268	0	2809	528	0																				
831642			4214	1500	304	0	2501	91	0																				
831875			517	11	0	0	530	24	0																				
831941			1048	151	38	0	1081	222	0																				
832528			1279	63	58	0	1255	92	-5																				
832546			4595	1800	86	0	2855	146	0				0																
833404			7025	1062	12	0	6007	56	0			0	0																
833749			4956	800	2	0	4473	319	0																				
833758			804	310	4	0	645	155	0																				
833851			203	30	6	0	210	43	0																				
834175			194	-36	0	0	232	2	0																				
834755			209	205	5	0	1222	1	-1222																				
835079			205	0	0	0	205	0	0																				
835257			3234	1325	121	0	2869	1081	0																				
835378			357	129	4	0	364	140	0																				
835444			3975	2109	85	0	2126	345	0																				
835613			281	0	4	0	277	0	0																				
835659			725	115	45	0	707	142	0																				
835743			1547	437	86	0	1309	285	0																				
835770			2983	327	9	0	2743	96	0																				
