"IDRSSD"	RCFD2930	RCFD2932	RCFD2938	RCFD3049	RCFD3066	RCFD3552	RCFD3553	RCFD3554	RCFD3646	RCFDB557	RCFDC011	RCFDC012	RCFDLB56	RCON2930	RCON2932	RCON2938	RCON3049	RCON3066	RCON3552	RCON3553	RCON3554	RCON3645	RCON3646	RCONB557	RCONC011	RCONC012	RCONLB56	TEXT3552	TEXT3553	TEXT3554	
2750														576	142	375	0	0	0	0	0	13	178	10	233	0	0	PYMT DUE TO LOAN PARTICIPATION BANK			
3252														401	0	0	0	0	0	0	0	55	346	0	0	0	0				
3458														357	0	84	84	0	0	0	0	25	164	0	0	0	0				
3720														2739	0	11	0	0	0	0	0	29	2699	0	0	0	0				
3971														9742	0	5293	0	0	2361	0	0	191	4258	0	0	0	0	Unearned revenues			
4156														488	0	376	4	0	142	0	0	78	30	0	0	0	0	Executive Deferred Incentive			
4231														404	0	0	0	0	0	0	0	127	277	0	0	0	0				
5069														3178	0	1262	0	1014	0	0	0	255	854	807	0	0	0				
5135														1919	0	1028	0	0	0	0	0	129	762	0	1027	0	0				
5210														15102	0	10094	0	0	0	3209	0	82	4731	195	3768	0	0		Deferred Director's Fees		
5461														7483	0	6156	0	0	0	0	0	2	1143	182	5406	0	0				
5751														1584	0	1482	0	0	760	0	0	18	84	0	717	0	0	Post Retirement Benefits Payable			
6039														1435	0	422	0	0	260	0	0	195	818	0	0	0	0	DEBIT CARD SUSPENSE			
6329														5681		4012	0	729				201	1468	0	3211						
7009														7728	0	206	147	206	0	0	0	19	7356	0	0	0	0				
7045														1174	0	0	183	0	0	0	0	62	929	0	0	0	0				
7072														4915	0	3486	0	0	0	0	0	2	1427	0	3022	0	0				
7456														216	0	115	0	0	0	0	0	22	79	0	0	0	0				
7634														174	0	0	0	0	0	0	0	45	129	0	0	0	0				
8033														4412	0	3769	0	37	20	0	0	615	28	0	3712	0	0	All Other Liabilities			
8462														50	0	0	0	0	0	0	0	45	0	5	0	0	0				
8631														839	0	752	0	0	0	0	0	14	73	0	752	0	0				
9357														5388	0	3469	0	1	0	0	0	2	1917	0	2805	0	0				
9553														1189	0	0	0	0	0	0	0	54	1135	0	0	0	0				
9807														16574		6685	0					349	8802	738		73	5093	0	0		
9955														250	0	0	55	0	0	0	0	12	183	0	0	0	0				
10250														2370	0	620	0	0	0	0	0	72	1678	0	584	0	0	SBA PPP Fee Incom			
10849														440	0	24	0	14	0	0	0	44	372	0	0	0	0				
11145														2897		884	0		632	252		38	1975	0				Great Lakes Capital Fund	Differed Revenue		
11640														2116	0	1633	0	0	0	0	0	232	251	0	1633	0	0				
11837														226	0	162	0	0	122	0	0	14	50	0	0	0	0	FEDERAL INCOME TAX PAYABLE			
12030														5404	0	5079	0	1936	2299	0	0	96	229	0	844	0	0	Deferred Gain on Sale of ORE per Gap			
12142														5597	0	5499	0	0	0	0	0	98	0	0	4919	0	0				
12311	2883866	0	2172536	62537	1096044	0	0	0	570054	76963	0	0	0									1776									
12647														260	0	0	0	0	0	0	0	31	229	0	0	0	0				
12656														49	0	2	12	0	0	0	0	7	28	0	0	0	0				
12946														15162	0	11438	0	0	0	0	0	262	3462	0	9317	0	0				
13103														60955		48996	1969		33477			142	9826	22				Defined Benefit Retirement Plan Liability			
13251														225	0	218	0	0	9	132	0	7	0	0	0	0	0	Deferred Gain on sale of ORE	Accrued Employee  B&P	Deferred PPP Income	
13457														209	0	190	0	0	0	0	0	3	16	0	0	0	0	Projected Split-dollar Life Insurance Payable			
14155														1426	0	772	0	0	236	0	0	36	618	0	504	0	0	Deferred Contract Incentive			
14650														458	0	306	0	0	0	0	0	9	143	0	287	0	0				
14753														184	0	0	118	0	0	0	0	27	39	0	0	0	0				
14865														4538	0	2831	0	0	0	0	0	44	1638	25	1755	0	0				
14977														37	0	0	0	0	0	0	0	12	25	0	0	0	0				
16551														342	0	100	0	96	0	0	0	147	95	0	0	0	0	Deferred PPP Loan Fees			
17110														9238	0	1302	0	0	716	0	0	23	7831	82	0	0	0	DEFERRED RENT LIABILITY			
17147														163007	0	61351	0	0	0	0	0	271	80885	20500	0	41468	0				
17259														1567	0	1529	0	0	0	0	0	19	19	0	1527	0	0				
17950														2144	0	1468	0	651	131	0	0	114	401	161	686	0	0	ATM/EFT Settlement			
17978														458	0	294	161	2	103	183	6	3	0	0	0	0	0	Accrued Property Taxes Payable	Accrued Franchise & Excise Tax for State of TN	Other Liabilities	
18050														7031	3852	5544	0	4	0	0	0	135	1352	0	1684	0	0				
18827														6776	0	3850	0	0	3691	0	0	119	2792	15	0	0	0	NET DERIVATIVES			
18836														2046	0	1148	0	0	0	0	0	52	846	0	963	0	0				
18854														4320		3348	0		1089	876		117	855	0				Dividends Payable	Cashier's Checks		
19356														422	0	276	0	0	0	0	0	23	123	0	245	0	0				
19936														1543	0	1506	0	0	0	0	0	22	15	0	1322	0	0				
19972														1080	0	1079	0	0	0	1079	0	1	0	0	0	0	0		accrued life insruance exp		
20053														771	0	193	0	0	190	0	0	57	521	0	0	0	0	Unrealized interest AR			
20633														2937	0	2093	0	0	0	0	0	41	743	60	1668	0	0				
20857														1322	0	399	0	119	0	0	0	176	747	0	275	0	0				
21256														2	0	1	0	0	0	0	0	1	0	0	0	0	0				
21359														184	0	136	0	136	0	0	0	10	38	0	0	0	0				
21658														1537		1139	0					65	333	0	987						
22048														1674	0	1280	0	2	0	0	0	94	300	0	1261	0	0				
22543														1455	0	235	523	0	203	0	0	14	683	0	0	0	0	Provision for Contingent Liability			
22552														473	0	297	0	0	297	0	0	108	68	0	0	0	0	ag bmo			
22730														2162	742	1121	663	0	0	0	0	6	350	22	0	0	0				
23456														237	0	2	0	0	2	0	0	176	59	0	0	0	0	Fed Withholding			
23504														178895	0	125003	0	0	0	0	0	45	48916	4931	0	0	66103				
23643														188	0	56	0	0	0	0	0	99	33	0	0	0	0				
23755														1666	0	772	61	0	0	0	0	24	809	0	636	0	0	SBA Deferred Revenue			
24006														16247	0	10276	0	0	0	0	0	34	5937	0	472	0	9025				
24378														396	0	292	0	0	0	0	0	1	103	0	0	0	0				
24659														306	0	290	0	0	290	0	0	16	0	0	0	0	0	AGBMP			
24668														4377	0	2910	0	0	715	0	0	303	1164	0	0	0	0	Escrow Mtg Loans			
24949														4364	0	3226	0	0	0	0	0	84	1054	0	3226	0	0				
25357														251	0	0	0	0	0	0	0	67	184	0	0	0	0				
25647														5209		3967	0		1496	1577		242	1000	0				Unearned SBA Fees	AP Loans		
26457														29		0	0					18	11	0							
26765														13950	0	519	178	200	204	0	0	217	10555	2481	0	0	0	Deferred Revenue - Other			
27070														5416	0	1644	647	0	1149	0	0	155	2970	0	0	0	0	Contract Incentive	Deferred fees		
27548														6117	0	977	0	0	0	0	0	80	5060	0	976	0	0				
27614														2662	0	1171	14	0	594	0	0	74	1403	0	300	0	0	Split Dollar Life Insurance		0	
27847														3015	0	2202	0	4	337	174	0	181	632	0	1687	0	0	Deferred Income	Loss Contingency Liability		
28013														41567		31150	0		7905			354	8211	1852	19173			federal tax			
28152														1447		1419	0					14	14	0	758	589					
28675														932		2	801					12	117	0							
28732														1137	0	993	0	0	912	0	0	75	69	0	0	0	0	Deferred Liabilities			
29476														495	0	271	16	0	0	0	0	47	161	0	0	0	0				
29636														12757	0	10067	0	0	0	0	0	328	2362	0	9543	0	0				
29878														27641		26549	0		57	5581		0	1092	0	20911			Abandoned Property	Minimum Liability Pension		
30052														180	0	32	19	32	0	0	0	2	127	0	0	0	0				
30502														10535	0	6864	1116	0	0	0	0	37	2373	145	0	2106	4550				
30650														571	0	3	366	0	0	0	0	81	121	0	0	0	0				
30810	3747500	0	842792	0	0	695697	0	0	2798737	51300	0	0	0									54671						Merchant Settlement			
31134														1337		1066	101	110	524	314		76	94	0				Index Liability Plan	Split Dollar Ins Liability		
31255														10600	0	4633	0	0	802	3700	0	32	5935	0	0	0	0	Purchased muni bond on Dec to settle in Jan	Factored loans collected reserves		
31657														125	0	78	0	0	0	0	0	18	29	0	0	0	0	OD Contra	Mastercard Drafts	ATM Clearings	
31826														2841		2583	0					63	195	0	1441						
31835														6648	335	3790	0	0	677	0	0	82	2776	0	2610	0	0	Minority Interest in Subsidiary			
32234														2971	0	692	0	0	692	0	0	78	2201	0	0	0	0	Commitment on Equity Investments			
32766														1197	0	121	527	0	0	0	0	3	521	25	0	0	0				
32971														3511	0	2816	0	0	0	0	0	27	668	0	2685	0	0				
33147														765	0	157	0	0	116	0	0	132	476	0	0	0	0	ATM Clearing Account			
33259														4443	0	674	0	0	255	193	214	588	3181	0	0	0	0	Interest Payable Participant	Investor Remittance-Participation	Elan Debit Card Settlement	
33268														300	0	214	0	91	0	0	0	25	61	0	123	0	0				
33370														115	0	115	0	0	0	0	0	0	0	0	0	0	0				
33839														116	0	15	79	15	0	0	0	5	17	0	0	0	0				
33857														2746		0	0					334	2412	0							
34434														1501	863	1270	0	158	0	0	0	121	110	0	0	0	0				
34537														109723		90550	0	30579				147	16731	2295			38330				
34555														2494	0	2312	0	0	0	0	0	182	0	0	2312	0	0				
34742														3828	0	2393	0	0	0	0	0	63	1372	0	2151	0	0				
35057														370	0	64	18	30	0	0	0	29	259	0	0	0	0				
35301	10827000	0	8476000	125000	0	4629000	0	0	2207000	19000	0	0	0									0						Cash Collateral Payable			
35570														379701	0	273266	0	0	0	0	0	510	91693	14232	0	0	212678				
35646														566	0	367	128	0	0	0	0	32	39	0	367	0	0				
35879														1243	0	451	0	0	0	0	0	154	638	0	446	0	0				
36456														487	0	249	0	0	0	0	0	25	213	0	249	0	0				
36933														1192	0	466	0	0	185	164	0	160	566	0	0	0	0	Escrow balances	ATM Settlement		
37051														116	0	18	0	0	0	0	0	67	31	0	0	0	0				
37341														425	0	313	0	0	0	0	0	53	59	0	313	0	0				
37435														7451	0	1741	0	0	1542	183	0	155	5555	0	0	0	0	Deferred Income	Escrow Payable		
37640														47242	0	19163	3787	0	0	0	0	332	23960	0	0	0	6227				
37659														811	0	788	0	0	0	0	0	8	15	0	788	0	0				
37949														272	0	0	0	0	0	0	0	31	241	0	0	0	0				
38740														1809	0	1028	0	0	969	0	0	39	742	0	0	0	0	LIHTC - Commitment			
39327														2888	801	2225	10	0	31	738	0	26	627	0	646	0	0	DEFERRED INCOME	LEASE LIABILITY		
39756														4004		2772	0		2684			117	1115	0				ACCRUED SALARY CONTINUATION			
40033														594	0	550	0	0	0	27	0	4	40	0	523	0	0	Unfunded Projected Benefit Obligation	Accrued FDIC Assessment		
40499														104148		86207	0					46	17895	0	40671		28370				
40855														327	0	0	0	0	0	0	0	130	197	0	0	0	0				
41553														445	0	0	0	0	0	0	0	8	437	0	0	0	0				
41629														803	0	100	0	0	0	0	0	59	644	0	0	0	100				
41825														3718	0	2637	0	0	0	0	0	46	0	1035	862	0	1775				
41955														10	0	0	0	0	0	0	0	3	7	0	0	0	0				
42037														73	0	0	0	0	0	0	0	10	63	0	0	0	0				
42354														37	0	0	0	0	0	0	0	21	16	0	0	0	0				
42372														2924	0	2634	0	0	0	0	0	7	283	0	2304	0	0				
42420														138241	7762	98461	0					132	33217	6431		33514	44801				
42448														5991	0	2434	0	0	508	0	0	1026	2180	351	0	0	841	OTHER PAYABLES			
42457														78	0	0	11	0	0	0	0	28	39	0	0	0	0				
43052														1018	0	110	0	0	0	0	0	30	878	0	0	0	0				
43351														1699	0	213	0	0	112	0	0	431	1055	0	0	0	0	DEBIT CARD SETTLEMENT	INSURANCE PAYABLE	CAFETERIA PLAN	
43856														594	0	586	0	0	0	0	0	4	4	0	558	0	0				
43959														667	0	0	288	0	0	0	0	106	266	7	0	0	0				
44040														1152	0	23	0	0	0	0	0	42	1087	0	0	0	0				
44433														1541		711	0	291				57	338	435		273					
44741														2907	716	964	343	0	0	0	0	21	1579	0	0	0	0				
44750														384	0	36	0	0	0	0	0	111	237	0	0	0	0				
44929														1256		1	1061					44	150	0							
45038														438	0	107	0	0	0	0	0	46	285	0	0	0	0				
45047														354	0	56	0	0	40	0	0	37	261	0	0	0	0	PPP Deferred Loan Fees			
45056														218	0	45	130	0	0	0	0	8	35	0	45	0	0				
45430														3833	0	3724	0	0	0	0	0	31	78	0	3717	0	0				
45458														1323	0	850	158	0	0	0	0	27	288	0	725	0	0				
45551														8538	0	6070	0	0	0	0	0	200	2268	0	2880	0	0				
45560														19067		10074	0					314	8679	0	8583						
45775														3723	0	3682	0	0	0	0	0	1	40	0	3317	0	0				
46053														2691	0	2111	0	0	0	0	0	145	435	0	1985	0	0		Int Rate Cap/Floor Swap		
46941														555	0	0	0	0	0	0	0	52	503	0	0	0	0				
47247														9716		949	1026					62	7679	0	945						
47256														76	0	0	0	0	0	0	0	17	59	0	0	0	0				
47452														167	0	18	0	0	0	0	0	10	139	0	0	0	0				
47500														3190	0	447	1822	127	0	0	0	0	763	158	289	0	0				
48057														1939	0	1764	0	0	0	0	0	75	100	0	1764	0	0				
48150														75	0	0	18	0	0	0	0	49	8	0	0	0	0				
48374														11990	7048	8116	0	0	0	0	0	338	3536	0	0	0	0				
48440														1123	0	1057	0	0	434	109	0	66	0	0	330	0	0	Split Dollar Life	Deferred Revenue		
49054														952	0	308	0	0	0	0	0	60	584	0	219	0	0				
49148														1763	200	1648	2	0	0	0	0	12	101	0	1448	0	0				
49241														8329	0	7667	0	0	0	0	0	101	561	0	6043	0	0				
49652														386	0	41	280	0	0	0	0	25	40	0	0	0	0	Accrued Incentive Pay			
49858														819	0	690	0	0	0	0	0	52	77	0	611	0	0				
49951														269	0	77	0	0	0	0	0	19	173	0	0	0	0				
50144														1580	0	0	0	0	0	0	0	205	1375	0	0	0	0				
50461														535		90	0		47			42	303	100				OREO Security deposit			
51253														4198	0	2404	0	0	1693	0	0	428	1366	0	0	0	0	Deferred Gain on Sale of ORE			
51356														66		0	0					41	25	0							
51459														898	0	367	67	0	1	0	0	32	432	0	366	0	0	Incoming RBP			
51842														2877		1480	0					205	1192	0	1228						
52719														3495313	0	3324525	0	0	1962667	1310428	0	0	170788	0	0	0	0	Participant fund cash	Payable to participants		
52951														381	0	99	0	0	0	0	0	74	208	0	0	0	0				
53051														26	0	0	0	0	0	0	0	22	4	0	0	0	0				
54058														331		99	0					232	0	0				ATM Clearing			
54656														7805	0	1307	4157	0	0	0	0	1917	424	0	1185	0	0				
54973														145404		50130	0					140	90234	4900	21777		21299				
55336														1239	0	753	0	0	0	0	0	39	447	0	601	0	0				
55635														743	0	375	0	0	0	0	0	31	337	0	0	0	0				
55653														111	0	89	0	89	0	0	0	8	14	0	0	0	0				
55970														1785	0	75	0	0	0	0	0	3	1607	100	0	0	0				
56258														1103	0	369	467	0	0	0	0	39	228	0	0	0	0				
56351														18953		7721	0		5862			305	10275	652				Management incentive accruals			
56548														3734	0	13	0	0	0	0	0	271	3450	0	0	0	0				
56717														13769	2200	7802	0	0	0	0	0	92	5875	0	4324	0	0				
57040														129	0	0	0	0	0	0	0	53	76	0	0	0	0				
57451														2469	0	0	74	0	0	0	0	464	1931	0	0	0	0				
58225														726	0	58	0	0	0	0	0	77	591	0	0	0	0				
58243														79906		37337	0	4176	5975			363	41106	1100	1902	22989		Deferred Liability - NMTC			
58355														44	0	3	0	0	0	0	0	32	9	0	0	0	0	Overdrafts			
58551														1096	0	886	0	0	0	0	0	69	141	0	886	0	0	RESERVE FOR BONUS	Employee Bonus		
58636														4853	0	1728	0	0	731	0	0	60	3065	0	992	0	0	ACCRUED SPLIT DOLLAR			
58757														4230	0	3797	0	0	0	0	0	136	297	0	3729	0	0				
58971														107343		68936	0					275	37132	1000	28257						
59316														15782	0	9507	0	0	0	0	0	1170	5105	0	0	0	4577				
59352														1239	0	19	0	0	0	0	0	90	1130	0	0	0	0				
59370														395	0	190	0	52	138	0	0	1	204	0	0	0	0	other libilities			
59754														10	0	0	1	0	0	0	0	3	6	0	0	0	0				
60143	1379000	0	808000	5000	0	349000	0	0	536000	30000	0	0	355000									0						Pension plan liability			
60330														5245	0	4866	0	0	0	0	0	63	316	0	3381	0	0				
60545														233	0	0	0	0	0	0	0	211	22	0	0	0	0	SBA PPP DEFERRED LOAN FEES			
60554														75	0	7	0	0	0	0	0	8	60	0	0	0	0				
60648														2475	0	1726	0	0	0	0	0	35	714	0	1726	0	0				
61122														23292		18999	0					85	4090	118	10395		2761				
61355														6678	0	61	0	0	0	0	0	369	5962	286	0	0	0				
61476														3915	0	377	910	0	0	0	0	1	2281	346	0	0	0				
61757														1215		536	0		446			128	551	0				PPP Deferred Fee Income and Loan Payoff			
61832														3091	0	2215	755	0	2057	0	0	51	70	0	0	0	0	Contacts Payable			
61953														46	0	0	0	0	0	0	0	7	39	0	0	0	0				
62044														390	0	380	0	0	0	0	0	8	2	0	0	0	0				
62110														3268	0	408	0	0	190	161	0	0	2860	0	0	0	0	Accrued postretirement benfits	Interco balance owed to affliliates, net		
62147														274	0	32	0	0	0	0	0	14	228	0	0	0	0				
63050														5107	0	4487	0	0	0	0	0	25	595	0	4486	0	0				
63069	1727993	0	1310788	0	0	0	0	0	362395	54715	0	0	630182									95									
63201														1009	0	659	0	0	268	0	0	17	262	71	0	0	0	Credit Card Settlement			
63573														2575	0	1599	0	0	0	0	0	19	957	0	1012	0	0				
63733														7203		3031	0					1103	3054	15	2953			Cardholder Settlement Debit Cards			
63742														3552	0	701	0	0	0	0	0	61	2444	346	0	572	0		3699		
64150														646	0	609	0	0	0	0	0	37	0	0	499	0	0				
64552														5016		2580	1894	920		975		33	509	0	379			CDFI Award - DPA	Reserve for Contingency		
64730														283	0	258	0	0	176	0	0	13	12	0	0	0	0	INCOME TAX PAYABLE - FEDERAL			
65205														5589	0	1823	333	0	650	0	0	3	3430	0	712	0	0	Contingent Liability			
65513	1920	0	510	0	510	0	0	0	1327	0	0	0	0									83									
65559														7316		6208	0					64	1044	0	4512						
65746														5647	0	1034	593	25	445	0	0	333	3687	0	358	0	0	Escrow Payable			
65858														8691	0	931	0	700	0	0	0	184	7576	0	0	0	0	Interest rate swap mark-to-market			
66154														941	0	120	0	0	0	0	0	46	775	0	0	0	0				
66275														1268	0	766	0	0	283	483	0	57	445	0	0	0	0	Deferred contract credits	Accrued employee bonuses		
66677														3125		1028	746	49				1	1350	0	807	31	141				
67142														166	0	5	0	0	0	0	0	79	82	0	0	0	0				
67151														6684	0	5501	0	0	0	0	0	125	1058	0	0	3438	0				
67209														16872	0	10988	0	0	0	0	0	12	5461	411	9967	0	0				
67254														126	0	0	0	0	0	0	0	0	126	0	0	0	0				
67656														29063		11873	0		10186			142	14812	2236				NET DEFERRED ANNUAL FEE			
67870														8252	0	7532	0	0	3711	0	0	11	709	0	3711	0	0	ESOP GUARANTEED LIABILITY			
68671														597	0	400	0	198	0	0	0	15	182	0	18	0	0				
68756														3358	0	2840	0	0	0	0	0	98	420	0	2292	0	0				
68831														709	0	0	24	0	0	0	0	21	664	0	0	0	0				
69333														16527	12609	12609	0	0	0	0	0	61	3857	0	0	0	0				
69678														982	0	0	0	0	0	0	0	12	970	0	0	0	0				
70218														991	0	583	0	0	0	0	0	51	276	81	0	0	575				
70414														1718	0	173	0	120	0	0	0	74	1471	0	0	0	0				
70638														663	0	101	0	0	0	0	0	157	405	0	0	0	0				
70955														87	0	0	75	0	0	0	0	11	1	0	0	0	0				
71073														882	0	143	0	132	0	0	0	19	720	0	0	0	0				
71457														178	0	41	0	0	29	0	0	75	62	0	0	0	0	Subscription Payable			
71859														1002	0	0	0	0	0	0	0	1	1001	0	0	0	0				
72258														1454	0	0	0	0	0	0	0	420	1034	0	0	0	0				
72351														97	0	0	0	0	0	0	0	29	68	0	0	0	0				
72454														123	0	0	0	0	0	0	0	68	55	0	0	0	0				
72678														6732	0	363	962	0	0	0	0	8	5399	0	0	0	0				
73116														6220	0	301	0	0	0	0	0	7	5912	0	301	0	0				
73152														1016	0	947	0	64	0	0	0	29	0	40	883	0	0				
73554														437	0	1	0	0	0	0	0	46	390	0	0	0	0				
73956														110	0	71	0	71	0	0	0	23	16	0	0	0	0				
74056														569	0	321	114	0	170	0	0	24	110	0	150	0	0	NE MHEG FUNDS LIABILITY			
74140														11771		7491	0					233	4047	0	6770						
74403														4767		2491	0	1186		275	192	20	2113	143	836				ATM Settlement	SERP	
74449														6	0	2	0	0	0	0	0	4	0	0	0	0	0				
75259														5036	0	3762	0	0	0	0	0	180	1094	0	2913	0	0			PPP Forgivness WIP	
75446														1944	0	13	374	0	0	0	0	125	1432	0	0	0	0	Deferred Income			
75455														24	0	0	0	0	0	0	0	24	0	0	0	0	0				
75633	1793833	0	1168493	0	295755	0	0	0	468946	143494	0	0	737029									12900									
75651														210	0	120	44	120	0	0	0	23	23	0	0	0	0				
76153														337	0	186	92	0	0	0	0	20	39	0	0	0	0				
76443														476	0	26	0	0	0	0	0	7	443	0	0	0	0				
76854														1060	0	202	0	200	0	0	0	36	822	0	0	0	0				
77150														161	0	0	0	0	0	0	0	28	133	0	0	0	0				
77253														664	0	540	0	0	147	246	137	20	0	104	0	0	0	ESCROWED FUNDS	ACCRUED EXPENSES	COLLATERAL INSURANCE	
77422														2195	0	1868	0	130	1699	0	0	25	302	0	39	0	0	SERP Liability			
77851														51108	0	28721	0	0	0	0	0	1199	21188	0	20667	0	0				
78157														115	0	95	0	0	0	0	0	3	17	0	0	0	0				
78241														810	0	0	0	0	0	0	0	21	789	0	0	0	0				
78559														201	0	124	0	0	0	0	0	6	53	18	0	0	0				
79042														530		420	0	314	104			35	75	0				DEBIT CARD SETTLEMENT			
79127														471	0	278	0	0	0	0	0	16	156	21	277	0	0				
79145														1841	0	424	0	424	0	0	0	103	864	450	0	0	0				
79257														106	0	0	82	0	0	0	0	5	19	0	0	0	0				
79855														570	0	0	0	0	0	0	0	82	488	0	0	0	0				
80150														2333	0	1460	322	8	146	0	0	77	474	0	1181	0	0	Deferred Revenue			
80374														614	0	39	177	0	0	0	0	0	398	0	0	0	0				
80431														380	0	0	0	0	0	0	0	62	318	0	0	0	0				
81175														4289	0	2162	0	0	490	1563	0	71	2056	0	0	0	0	Payable of Goodwill Agreement	ESOP Repurchase		
82033														920	0	339	0	0	296	0	0	54	527	0	0	0	0	Accrued Retirement Plan			
82257														714	0	605	0	0	0	0	0	4	47	58	603	0	0				
82350														934	0	819	0	0	0	0	0	19	96	0	819	0	0				
83151														3348	0	3170	0	3161	0	0	0	139	39	0	0	0	0				
83236														2	0	0	0	0	0	0	0	2	0	0	0	0	0				
83375														4870	0	1299	0	332	0	0	0	231	3340	0	691	0	0				
83638	238102	0	198116	0	0	0	0	0	37263	1703	0	21583	142957									1020									
83834														1879	0	1545	0	0	0	0	0	22	312	0	1532	0	0				
83852														85	0	1	9	0	0	0	0	17	58	0	0	0	0				
83955														400	0	0	0	0	0	0	0	72	328	0	0	0	0				
84046														36	0	4	0	0	0	0	0	13	19	0	0	0	0				
84541														9417	0	6595	0	0	436	0	0	205	2617	0	5557	0	602	Oncentive Payments Due Bank			
84804														267	0	131	0	0	0	0	0	53	83	0	131	0	0				
85052														512	0	128	0	100	0	0	0	168	216	0	0	0	0				
85472														123008		71055	0					244	49172	2537		23749	17982				
85931														1960	0	1664	0	0	0	0	0	149	147	0	1559	0	0				
86349														5947	0	3039	0	0	0	0	0	36	2872	0	3035	0	0				
86675														2740	0	782	0	0	258	303	0	11	1593	354	0	0	0	Core Conversion Credit	Reserve for Vacation Accrual		
87047														575	0	446	60	0	0	0	0	31	38	0	438	0	0				
87159														265	0	233	0	0	0	0	0	32	0	0	0	0	0	SCORECARD PROGRAM			
87234														5585	0	4872	0	0	0	0	0	454	244	15	2220	0	0				
87476														1019	0	438	0	0	421	0	0	4	489	88	17	0	0	non construction LIP			
87579														6690		5315	0		1504			4	1371	0	2271			ATM settlement clearing account			
88231														16083	0	7762	0	1289	0	0	0	67	8254	0	0	0	0				
88259														511	0	461	0	0	0	0	0	45	5	0	398	0	0				
88352														630		327	0	327				50	253	0							
88455														5401	0	227	1085	0	0	0	0	94	3995	0	119	0	0				
88950														108	0	14	0	0	0	0	0	37	57	0	0	0	14				
89032														806	0	0	0	0	0	0	0	166	640	0	0	0	0				
89135														1967	0	1887	0	1	0	0	0	10	70	0	1716	0	0				
89854														650	0	500	0	0	0	0	0	54	96	0	406	0	0				
89957														561	0	0	0	0	0	0	0	73	470	18	0	0	0				
90047														91	0	0	15	0	0	0	0	26	50	0	0	0	0				
90177														1948	0	234	331	77	35	122	0	0	1383	0	0	0	0	Unearned Profit RE Sold	Accrued Interest Payable - FHLB Advances		
90328														4263	0	2771	0	0	0	0	0	66	1386	40	1178	0	553				
90337														4994	0	3844	0	0	0	0	0	228	922	0	3248	0	0				
90579														4253	0	3097	0	0	0	0	0	1	1122	33	3044	0	0				
91615														385	55	55	0	0	0	0	0	20	310	0	0	0	0				
91754														5972	0	2347	2409	81	0	0	0	792	424	0	2246	0	0				
91950														911	0	859	0	0	0	0	0	16	36	0	859	0	0				
92144														109	0	0	83	0	0	0	0	16	10	0	0	0	0				
