"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDB556	RCFDC010	RCFDFT33	RCFDFT34	RCFDFT35	RCFDHT80	RCFDJ448	RCFDK201	RCFDK202	RCFDK270	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONB556	RCONC010	RCONFT33	RCONFT34	RCONFT35	RCONHT80	RCONJ448	RCONK201	RCONK202	RCONK270	TEXT3549	TEXT3550	TEXT3551	
3971																				0	5425	1657	28530	0	3840	2216	0	0	2828	0	0	0	0	0	0	14780	0	0	Total A/R from Holding Co or affiliate	Total other Misc Non- Interest Bearing A/R		
4156																				0	577	0	8579	0	261	0	0	0	1392	0	0	0	0	0	0	5274	0	1075				
4231																				0	0	3	752	139	242	0	0	0	507	0	0	0	0	0	0	0	0	0				
5069																				0	0	539	7470	1748	5653	0	0	0	1278	0	0	3577	0	0	0	0	0	0				
5135																				30	881	1130	14892	711	958	0	0	0	5145	0	0	0	0	0	0	6778	0	0				
5210																				0	2888	6077	90715	0	11729	6420	0	0	5910	0	0	0	0	0	0	57726	0	6385	Prepaid Pension			
5461																				0	3246	0	17483	580	1917	620	0	0	3210	0	0	0	0	0	0	9110	0	0	CRA Investment			
5751																				0	338	37	6599	208	294	0	0	0	643	0	0	0	0	0	0	3425	358	1504	Receivable from Bond Security			
6039																				0	222	730	6284	515	1487	567	399	0	1831	0	0	0	0	0	0	2014	0	0	ANNUITY ASSET	MISC OTHER ASSETS		
6329																				521	767	3602	32693	5500	9237				4507		237			0		11783	0	2797				
7009																				0	0	112	7196	0	5139	0	0	0	1945	0	0	3978	0	0	0	0	0	0				
7045																				0	759	0	2211	202	259	0	0	0	1193	0	0	0	0	0	0	0	0	0				
7072																				0	3453	1299	16349	381	4479	2967	402	0	1494	0	0	0	0	0	0	5624	0	0	Deferred Compensation	Deferred Commissions		
7456																				0	471	0	3910	0	253	144	0	0	1457	0	0	0	0	0	0	1729	0	0	Prepaid Health Insurance			
7634																				0	78	0	747	151	263	112	0	0	406	0	0	0	0	0	0	0	0	0	Late fees receivable			
8033																				3	1529	704	6264	152	272	92	0	0	2150	0	25	0	0	0	0	1609	0	0	All Other Assets			
8462																				0	21	0	801	0	2	0	0	0	778	0	0	0	0	0	0	0	0	0				
8631																				0	331	124	3240	51	51	0	0	0	208	0	0	0	0	0	0	2526	0	0				
9357																				0	2473	0	6841	658	2531	1703	0	0	1837	0	0	0	0	0	0	0	0	0	Suspense Accounts			
9553																				0	2769	0	8789	174	350	176	0	0	1829	0	0	0	0	0	0	2860	0	981	Nebraska Fund XV Investment			
9807																					5770	0	154604	538	768				6857					0		36949	104260	0				
9955																				0	2691	50	3862	86	111	0	0	0	1010	0	0	0	0	0	0	0	0	0				
10250																				0	2413	0	5560	636	737	0	0	0	2067	0	80	0	0	0	0	343	0	0				
10849																				0	602	574	3048	204	525	0	0	0	1347	0	157	0	0	0	0	0	0	0				
11145																					1350	551	12526	1101	2763		1662		924					0		4247	0	2691	Brownfield	Great Lakes Capital Fund		
11640																				0	2358	857	19099	614	2383	0	0	0	2665	0	0	0	0	0	0	10836	0	0				
11837																				0	67	282	727	0	57	0	0	0	321	0	0	0	0	0	0	0	0	0				
12030																				0	11441	1992	18368	662	1323	657	0	0	2299	0	0	0	0	0	0	1313	0	0	Reclassified Assets			
12142																				0	708	1154	9886	260	897	0	0	0	1586	0	48	0	0	0	0	2901	0	2640				
12311		625516	27589	6135221		2388376		637564		415305					0		713391	884102	1080942		625516																			Income Tax Receivable		
12647																				0	2015	0	2803	0	176	0	0	0	612	0	0	0	0	0	0	0	0	0				
12656																				0	14	0	181	49	49	0	0	0	118	0	0	0	0	0	0	0	0	0				
12946																				0	8839	3443	40419	1159	2197	0	0	0	9262	0	0	0	0	0	0	3845	12833	0	Prepaid taxes	clearing accounts-wires and GL		
13103																					2377	1787	38291		15304				6019					0		12804	0	0				
13251																				0	373	0	1255	62	111	0	0	0	274	0	49	0	0	0	0	497	0	0				
13457																				0	0	5	1126	0	0	0	0	0	243	0	0	0	0	0	0	878	0	0				
14155																				0	635	0	7847	0	279	0	0	0	2000	0	0	0	0	0	0	4933	0	0				
14650																				0	61	258	2195	64	71	0	0	0	227	0	0	0	0	0	0	1578	0	0				
14753																				0	182	0	767	0	45	0	0	0	540	0	0	0	0	0	0	0	0	0				
14865																				0	994	1504	16804	1167	1514	0	0	0	4789	0	0	0	0	0	0	5284	0	2719				
14977																				0	214	94	766	39	39	0	0	0	419	0	0	0	0	0	0	0	0	0				
16551																				0	1250	0	8221	175	332	0	0	0	1658	0	80	0	0	0	0	4981	0	0				
17110																				0	219	0	3856	945	3584	1851	0	0	53	0	0	0	0	0	0	0	0	0	INVESTMENT ADVISORY/TRUSTEE FEES RECEIVABLE			
17147																				0	28740	30988	518364	0	110908	0	0	0	54155	51845	0	0	0	0	0	175294	98237	20042				
17259																				0	265	0	2559	8	9	0	0	0	261	0	0	0	0	0	0	2024	0	0		0		
17950																				0	1938	0	7140	276	433	101	56	0	4498	0	0	0	0	0	0	0	0	271	DFB Travelers Express	Other assets	0	
17978																				0	3355	0	4545	151	266	49	0	0	924	0	0	66	0	0	0	0	0	0	Accrued Late Charges Receivable			
18050																				0	953	0	11410	1606	2238	0	0	0	3146	0	0	0	0	0	0	5073	0	0				
18827																				0	7491	2119	57499	5183	10224	4360	0	0	6788	0	0	0	0	0	0	14633	0	16244	NET DERIVATIVE ASSET			
18836																				0	595	578	7202	0	1344	532	0	0	482	0	0	0	0	0	0	4203	0	0	DEFERRED DIRECTOR FEES			
18854																					1187	0	8418	628	3622	2824			3609					0		0	0	0	Deferred Tax Asset			
19356																				0	499	0	3993	218	218	0	0	0	451	0	0	0	0	0	0	2825	0	0				
19936																				0	537	512	9192	315	517	0	0	0	1336	0	0	0	0	0	0	6290	0	0				
19972																				0	33	331	5979	0	108	0	0	0	214	0	0	0	0	0	0	5293	0	0				
20053																				0	195	265	2600	92	92	0	0	0	804	0	0	0	0	0	0	1244	0	0				
20633																				0	908	1562	12927	1407	1786	0	0	0	741	0	0	0	0	0	0	7930	0	0				
20857																				0	1224	0	7569	223	1278	0	0	0	4300	1005	0	0	0	0	0	767	0	0				
21256																				0	57	0	445	11	11	0	0	0	25	0	0	0	0	0	0	352	0	0				
21359																				0	316	0	1162	46	126	80	0	0	551	0	0	0	0	0	0	169	0	0	FARMER MAC DETERMINABLE			
21658																				3	36	168	4618	166	169				647					0		3019	0	579				
22048																				36	1125	0	9565	354	1842	1176	0	0	958	0	0	3	0	0	0	5640	0	0	Notes Receivable Zach McClendon Irrevocable Trust			
22543																				0	900	0	2480	459	810	0	0	0	770	0	0	0	0	0	0	0	0	0				
22552																				0	566	0	1730	0	154	0	0	0	1010	0	0	0	0	0	0	0	0	0				
22730																				0	423	0	5127	200	215	0	0	0	1061	0	0	0	0	0	0	3428	0	0				
23456																				0	733	0	2403	324	329	5	0	0	1341	0	0	0	0	0	0	0	0	0	Stadium Builder			
23504																				0	22449	23632	475475	0	89072	0	0	0	47209	2547	0	0	0	0	0	240700	34058	18355				
23643																				0	1724	0	7496	0	318	0	0	0	772	0	0	0	0	0	0	2008	0	2674				
23755																				546	442	0	6538	211	769	0	0	0	869	0	0	0	0	0	0	4458	0	0				
24006																				0	4538	2552	57883	0	8932	0	6161	0	6293	0	0	0	0	0	0	31940	0	3628		DEFINED BENEFIT POST-RETIREMENT PLAN		
24378																				0	468	151	1135	0	340	0	0	0	176	0	0	0	0	0	0	0	0	0				
24453																				0	1417	1302	4016	190	470	0	0	0	827	0	0	140	0	0	0	0	0	0				
24659																				0	58	0	648	0	0	0	0	0	590	0	0	0	0	0	0	0	0	0				
24668																				0	5872	1370	16762	703	2180	966	0	0	7340	0	0	0	0	0	0	0	0	0	Investments in SBIC's			
24949																				0	1581	2458	16047	376	431	0	0	0	1411	0	0	0	0	0	0	10166	0	0				
25357																				67	3747	0	8718	253	654	0	0	0	4317	0	0	333	0	0	0	0	0	0				
25647																					1440	686	3916		202				1588					0		0	0	0				
26457																					0	17	573	249	249				307					0		0	0	0				
26765																				0	9488	0	88514	2929	6199	0	0	0	4787	0	0	1889	0	0	0	48058	0	19982				
27070																				0	1916	0	25690	415	1184	0	0	0	2408	0	0	0	0	0	0	20182	0	0				
27548																				6	2343	0	25741	1493	8408	0	251	5000	3704	0	0	1208	0	0	0	11286	0	0		Low Income Tax Housing	SBA Fund	
27614																				0	1826	0	13101	456	1083	383	0	0	1829	0	0	0	0	0	0	8363	0	0	Fiserv ATM Receivable			
27847																				20	2197	0	26310	1415	1650	0	0	0	4009	0	157	54	0	0	0	13950	0	4504				
28013																					24575	22991	234272		8557	2748	2475		14521					0		100141	0	63487	non post credits demand accts	nj taxes		
28152																					636	0	5316	108	780				925	672				0		2975	0	0				
28675																					1484	0	2114	124	168				462					0		0	0	0				
28732																				0	262	408	2107	124	125	0	0	0	296	0	0	0	0	0	0	1016	0	0				
29476																				0	618	0	3865	0	268	0	0	0	662	0	0	0	0	0	0	2317	0	0				
29636																				0	1597	4895	39834	1183	4047	2500	0	0	3465	0	0	0	0	0	0	18778	911	6141	Right of Use			
29878																					2837	10933	29482	660	10252	80	3374	6138	5460					0		0	0	0	Seat License	Additional Minimum Liabilty Pension	Debit Escrow	
30052																				0	119	0	276	34	34	0	0	0	123	0	0	0	0	0	0	0	0	0				
30502																				0	922	0	8883	0	4941	0	0	0	3020	2742	0	0	0	0	0	0	0	0				
30650																				0	405	0	916	95	130	0	0	0	381	0	0	0	0	0	0	0	0	0				
30810		9681	1618618	2613949	30374	55702				929948					0		0	0	0																							
31134																					105	0	2482	561	571				1018					0		788	0	0				
31255																				0	2865	0	20257	1513	2218	0	0	0	3452	0	0	0	0	0	0	9719	0	2003				
31657																				0	373	0	5058	0	65	0	0	0	699	0	0	0	0	0	0	0	0	3921		Late Fees		
31826																					627	579	8906	322	1882				994					0		4824	0	0				
31835																				0	1914	1500	17720	510	665	0	0	0	1188	0	0	0	0	0	0	12453	0	0				
32234																				0	1927	273	4267	0	789	0	0	0	1278	694	0	0	0	0	0	0	0	0				
32766																				0	71	0	626	129	240	0	0	0	315	0	0	0	0	0	0	0	0	0				
32971																				0	1355	519	13835	740	2114	0	0	0	1093	0	0	0	0	0	0	8466	0	288				
33147																				0	784	0	6576	321	979	352	0	0	1503	0	0	0	0	0	0	2577	0	733	Other Investments - Annuities			
33259																				0	1117	1752	9452	0	4162	1364	0	0	2421	0	0	0	0	0	0	0	0	0	Investor Remittance			
33268																				0	0	0	4453	89	89	0	0	0	1134	0	0	0	0	0	0	3230	0	0				
33370																				0	463	240	796	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0				
33839																				0	61	0	299	23	23	0	0	0	215	0	0	0	0	0	0	0	0	0				
33857																					4752	0	11488	2131	2316				4420					0		0	0	0				
34434																				43	1031	0	5141	604	759	0	0	0	1116	0	3	0	0	0	0	2235	0	0				
34537																					32200	24159	279622		45472				19285			15529		0		150968	0	7538				
34555																				0	4392	0	15352	1003	1289	0	0	0	2425	0	235	1	0	0	0	7246	0	0				
34742																				0	2746	378	16616	891	1726	0	0	0	751	0	621	0	0	0	0	11015	0	0				
35057																				0	860	0	5023	153	542	0	0	0	744	0	0	0	0	0	0	2147	0	730				
35301	0	436000	178000	37319000	0	32793000	25961000	0	0	387000	0	0	0	0	0	0	611000	2914000	0		433000																		Collateral deposits, net			
35570																				0	199826	115820	734734	0	115527	0	70474	0	77247	0	0	0	0	0	0	205612	0	20702		Collateral posted for derivative contracts		
35646																				0	1384	0	4285	0	32	0	0	0	226	0	0	0	0	0	0	2643	0	0				
35879																				0	1076	327	9401	218	263	0	0	0	651	0	0	0	0	0	0	7084	0	0				
36456																				0	287	149	2871	288	288	0	0	0	1254	0	0	0	0	0	0	893	0	0	Note Receivable UniBanc Holding co.			
36933																				0	114	44	2250	426	637	0	0	0	870	0	0	150	0	0	0	585	0	0				
37051																				0	173	0	1412	0	201	0	0	0	471	0	128	0	0	0	0	567	0	0				
37341																				0	492	0	1886	0	32	0	0	0	240	0	0	0	0	0	0	1122	0	0				
37435																				19	966	0	7801	2021	3033	0	0	0	3802	0	0	0	0	0	0	0	0	0				
37640																				0	13048	575	114750	0	22681	6039	0	0	11003	0	0	0	0	0	0	39241	0	28202	Investments in Affordable Housing			
37659																				4	45	0	1336	10	49	0	0	0	307	0	0	0	0	0	0	935	0	0				
37949																				0	336	0	8388	79	145	0	0	0	1317	0	0	0	0	0	0	6590	0	0				
38740																				0	968	89	8726	0	306	0	0	0	947	0	0	0	0	0	0	6416	0	0				
39327																				0	355	0	21812	597	1438	17	130	0	2078	0	351	0	0	0	0	17506	435	0	Other deposits	SBA loan fee receivable		
39756																					720	0	16861	961	1494				3643					0		7330	0	3674	0			
40033																				0	309	0	3968	274	798	524	0	0	210	0	0	0	0	0	0	875	0	1776	Deferred Comp			
40499																					8651	9276	162065		42140	13957			11171					0		83287	1876	5664	DEFERRED COMPENSATION PLAN			
40855																				0	806	0	1403	0	53	0	0	0	544	0	0	0	0	0	0	0	0	0				
41553																				0	343	0	2874	55	55	0	0	0	710	0	0	0	0	0	0	1766	0	0				
41629																				0	654	418	4981	0	2567	1856	0	0	894	0	0	0	0	0	0	448	0	0	Low Income Housing Investment			
41825																				0	338	1860	11290	0	1101	0	0	0	1686	0	0	600	0	0	0	4402	0	1903	Other Assets	Health Insurance Reserve		
41955																				0	203	0	628	0	210	0	0	0	215	0	0	0	0	0	0	0	0	0				
42037																				0	0	87	2938	0	130	0	0	0	492	0	0	0	0	0	0	1964	0	265				
42354																				0	100	0	5609	214	214	0	0	0	724	0	0	0	0	0	0	4571	0	0				
42372																				0	213	1010	9142	361	529	132	0	0	1006	0	0	0	0	0	0	6384	0	0	SBA & FHLMC DUE			
42420																				440	11527	20595	366127	16866	79234				28401	39252				0		140584	78188	7598				
42448																				0	6117	1254	36711	1788	4000	2076	0	0	8038	0	0	0	0	0	0	17302	0	0	DUE TO FIRST PARAGOULD BANKSHARES			
42457																				0	691	0	1278	191	195	0	0	0	392	0	0	0	0	0	0	0	0	0				
43052																				0	1907	73	6579	86	139	0	0	0	403	0	0	0	0	0	0	4057	0	0	Income Tax Receivable	Unrealized Tax Affect AFS		
43351																				0	817	70	6057	320	384	0	0	0	2353	0	0	0	0	0	0	0	1291	1142				
43856																				0	793	126	2620	0	55	0	0	0	202	0	0	0	0	0	0	1444	0	0				
43959																				0	235	0	1281	158	165	0	0	0	881	0	0	0	0	0	0	0	0	0				
44040																				0	1603	134	12296	276	420	0	0	0	3160	0	0	0	0	0	0	6979	0	0				
44433																					2317	3478	8109	862	1061				1253					0		0	0	0				
44741																				0	1643	0	5442	0	2097	0	0	0	1702	0	0	1551	0	0	0	0	0	0				
44750																				0	1001	304	7140	0	194	0	0	0	520	0	0	0	0	0	0	3412	0	1709				
44929																					1237	0	4570	258	264				442					0		884	0	1743				
45038																				0	305	559	3749	0	190	0	0	0	708	0	152	0	0	0	0	1987	0	0				
45047																				0	572	0	2108	230	300	0	0	0	1236	0	0	0	0	0	0	0	0	0				
45056																				26	214	0	923	146	172	0	0	0	537	0	0	0	0	0	0	0	0	0				
45430																				0	664	532	5118	0	179	127	0	0	331	0	0	0	0	0	0	1867	0	1545	Real Estate Late Fees Recievable			
45458																				0	1749	0	5183	256	373	0	0	0	1077	0	0	0	0	0	0	1921	63	0				
45551																				0	3063	1662	28213	1124	4182	2806	0	0	7007	0	81	110	0	0	0	9289	0	3010	EFA Vendor Commissions			
45560																					4715	0	54983	7710	13330				6762					0		26258	0	3918				
45775																				0	409	894	6038	0	151	0	0	0	413	0	0	0	0	0	0	4171	0	0				
46053																				0	2122	0	9576	142	222	0	0	0	1133	0	0	0	0	0	0	5784	0	315	Passport Prefunded Transactions	Interest Rate Swap		
46941																				0	538	0	5765	0	86	0	0	0	680	0	0	0	0	0	0	1665	0	2796				
47247																					3990	0	24604	664	5376	2035			1809	373	99			0		13429	0	0	Lender Reserve Acct Receivable			
47256																				0	160	125	464	45	91	0	0	0	88	0	0	0	0	0	0	0	0	0				
47452																				0	36	18	303	0	44	0	0	0	205	0	0	0	0	0	0	0	0	0				
47500																				0	952	0	15985	643	1029	0	0	0	1083	0	0	0	0	0	0	12921	0	0				
48057																				39	623	27	3451	65	104	0	0	0	902	0	0	0	0	0	0	1795	0	0				
48150																				0	276	0	1265	0	37	0	0	0	230	0	0	0	0	0	0	722	0	0				
48374																				0	11936	0	55429	0	8022	0	0	0	7431	0	0	0	3228	0	0	26942	0	1098				
48440																				0	547	19	5032	0	45	19	0	0	696	0	0	0	0	0	0	3725	0	0	Prefunding account			
49054																				786	971	0	3370	0	1282	334	0	0	1117	0	0	0	0	0	0	0	0	0	Discount on Issued CDs			
49148																				0	263	0	3373	0	62	0	0	0	511	0	0	0	0	0	0	2537	0	0				
49241																				144	10849	2046	47795	123	1753	487	0	0	4303	0	0	0	0	0	0	22092	0	6752	Loan Fees Receivable			
49652																				0	719	0	6914	27	37	0	0	0	1111	0	0	0	0	0	0	5047	0	0				
49858																				0	1051	101	5174	0	278	0	0	0	324	0	0	0	0	0	0	3420	0	0	Prepaid Service Contracts			
49951																				0	312	0	4647	104	247	0	0	0	1291	0	0	0	0	0	0	2797	0	0				
50144																				0	346	459	4677	0	111	0	0	0	390	0	0	0	0	0	0	3371	0	0				
50461																					0	1728	1913	46	46				139					0		0	0	0				
51253																				0	2667	1138	14299	1334	1429	0	0	0	3570	0	0	0	0	0	0	5495	0	0				
51356																					0	0	150	45	45				105					0		0	0	0				
51459																				0	2494	0	9216	170	170	0	0	0	1927	0	0	0	0	0	0	4625	0	0				
51842																					204	3379	9379	247	509				1564					0		3723	0	0	Freddie Mac Prepaid Funds			
52719																				0	6402	22453	88500	0	59645	0	0	0	0	0	0	54906	0	0	0	0	0	0				
52951																				50	660	1014	4658	326	377	0	0	0	2607	0	0	0	0	0	0	0	0	0		Miscellaneous Income		
53051																				0	5	0	351	0	57	0	0	0	289	0	0	0	0	0	0	0	0	0				
54058																					2016	40	6073		275	120			3742					0		0	0	0	Accrued Incomek Tax Payable			
54656																				0	3577	0	28186	237	325	0	0	0	9994	0	0	0	0	0	0	10340	0	3950				
54973																					97371	0	324402		39515	27258			23064					0		164452	0	0	Prepaid Pension Benefit			
55336																				0	2293	0	8075	831	894	0	0	0	1877	0	0	0	0	0	0	3011	0	0				
55635																				0	279	386	1615	193	557	0	0	0	393	0	0	0	0	0	0	0	0	0				
55653																				0	451	17	774	0	35	0	0	0	271	0	0	0	0	0	0	0	0	0				
55970																				0	695	1300	19628	686	895	0	0	0	1304	0	0	0	0	0	0	11409	0	4025				
56258																				0	8	0	5625	101	111	0	0	0	1488	0	0	0	0	0	0	4018	0	0				
56351																					8572	0	79026	3418	6309				10744		420			0		53401	0	0				
56548																				0	2668	1626	15004	201	599	200	0	0	1283	0	0	0	0	0	0	8828	0	0	Bank Card Reserve Accounts			
56717																				0	4262	3193	40603	0	8745	5100	0	0	2824	0	0	0	0	0	0	17364	0	4215	FIXED ANNUITY INVESTMENTS			
57040																				0	275	521	2042	348	348	0	0	0	898	0	0	0	0	0	0	0	0	0				
57451																				0	737	0	10450	433	1095	0	0	0	2494	0	0	0	0	0	0	6124	0	0				
58225																				30	644	408	9558	365	482	0	0	0	1064	0	5	0	0	0	0	5799	0	1161				
58243																					29893	14577	236756	3564	52707	9649			11571	28363		7657		0		89173	38835	0	NMTC Receivable			
58355																				0	176	0	351	67	69	0	0	0	106	0	0	0	0	0	0	0	0	0				
58551																				0	0	0	8760	331	869	166	236	118	2465	0	0	0	0	0	0	4937	0	489	WARRANTS	FHLB STOCK	BANKERS BANCORP STOCK	
58636																				7	1504	1294	15326	377	1490	761	0	0	2194	0	0	0	0	0	0	2199	0	6645	PROPERTY PURCHASED FOR CUSTOMER OUTINGS			
58757																				0	1611	629	6354	0	553	377	0	0	1426	0	0	0	0	0	0	2135	0	0	Income Tax Receivable			
58971																					10060	29916	109331		32780	10567			27578					0		8997	0	0	Pension Asset			
59316																				0	4084	7581	63173	4767	5653	0	0	0	6190	0	0	0	0	0	0	29530	1555	8580				
59352																				0	118	0	9765	195	200	0	0	0	2018	0	0	0	0	0	0	7429	0	0				
59370																				0	261	569	11769	349	484	1	0	0	724	0	105	29	0	0	0	6838	0	2893	Income Tax Receivable	Other Assets		
59754																				0	271	0	2292	138	1408	0	0	0	70	0	0	0	0	0	0	543	0	0				
60143		549000	0	3951000		1838000	1072000			183000					0		1353000	28000	0		549000																		Pension plan assets			
60330																				0	1660	346	20702	2032	2112	0	0	0	2450	0	0	0	0	0	0	6147	0	7987				
60545																				0	747	44	2190	0	25	0	0	0	1374	0	0	0	0	0	0	0	0	0				
60554																				0	230	0	1542	0	41	0	0	0	694	0	0	0	0	0	0	577	0	0				
60648																				0	764	633	9813	0	461	0	0	0	1103	0	0	0	0	0	0	5725	0	1127				
61122																					3658	7110	70698	2230	10182	2414			5195					0		44553	0	0	Lease Operating Asset			
61355																				0	4343	634	31210	1512	4044	1333	0	0	7060	0	0	0	0	0	0	15129	0	0	ANNUITY			
61476																				0	4386	0	22483	215	438	0	0	0	1072	0	0	223	0	0	0	16587	0	0				
61757																					1440	594	12658	311	478			142	833					0		9313	0	0			Debit Card Settlement	
61832																				0	1204	0	13872	271	509	0	0	0	2136	0	0	0	0	0	0	5054	0	4969				
61953																				0	252	0	783	0	94	0	0	0	437	0	0	0	0	0	0	0	0	0				
62044																				0	401	133	1264	0	58	0	0	0	56	0	0	0	0	0	0	616	0	0				
62110																				0	126	249	453	0	77	0	0	0	1	0	0	0	0	0	0	0	0	0				
62147																				0	114	0	2420	124	265	0	0	0	365	0	0	0	0	0	0	1676	0	0				
63050																				0	25	763	10198	0	546	0	0	0	1485	0	0	0	0	0	0	7379	0	0				
63069	0	127656	187576	1712915	0	878744	498827	0	0	176272	0	0	0	0	0	0	100755	241912	0		127656																		Affordable Housing Investments commitment			
63201																				0	333	0	5406	0	2134	1548	0	0	732	0	0	0	0	0	0	2207	0	0	Construction in Progress			
63573																				0	2638	2382	7011	197	634	0	0	0	1357	0	5	0	0	0	0	0	0	0				
63733																					3717	543	30079		5584	3820			4489					0		10688	0	5058	Insurance Annuity Asset			
63742																				0	690	1642	14954	368	1373	0	0	0	1244	735	0	270	0	0	0	10005	0	0				
63751																					71	0	120	26	27		1		22					0		0	0	0	ANTICIPATED TAXES	VISA/MC/DISCOVER C-I-P		
64150																				0	1003	0	5859	0	230	0	0	0	1209	0	0	0	0	0	0	3417	0	0				
64552																					644	0	14238		8291	2209			726					0		4577	0	0	Escrow/Foreclosure Advance			
64730																				0	115	1498	2488	0	165	0	0	0	710	0	0	0	0	0	0	0	0	0	OTHER			
65205																				0	1563	0	47845	601	1338	0	0	0	2153	0	149	0	0	0	0	28764	0	14027				
65513		375	159	3680	1263	1960				1186					0		0	0	0		375																					
65559																					1	1842	17773	500	662				3899		61			0		11369	0	0				
65746																				0	10308	82	30576	1103	4231	2981	0	0	2859	0	0	0	0	0	0	13096	0	0	FHLB LRA Receivable			
65858																				0	597	0	30163	2155	8504	5329	0	0	6018	0	0	0	0	0	0	13527	0	1517	Artwork			
66154																				0	1380	169	6283	174	209	0	0	0	781	0	0	0	0	0	0	3744	0	0				
66275																				0	173	954	4489	0	352	0	0	0	1596	0	0	0	0	0	0	1414	0	0				
66677																					3766	0	12108	343	3561	1927			567	298				0		3891	0	323	FHLB MPP - Lenders Risk account			
67142																				0	2700	0	4175	131	512	0	0	0	963	0	381	0	0	0	0	0	0	0				
67151																				0	1644	0	6374	397	1243	0	0	0	3487	0	0	0	0	0	0	0	0	0	0			
