"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
134437																																																																																																																																		1262700	9226																																																																																																														
134455																																																																																																																																		166978	1042																																																																																																														
134848																																																																																																																																		319311	1751	0	0	165002	62856	53594	9262	0	15134	0	12701	2433	0	4718	82411	0	45	0	0	0	0	0	0	0	0	0	8833	213	0	0	8620	64476	104374	27536	123156	0	0	0	0	0	0	1678	839	0	0	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7954	3977	0	0	0	3977	64476	104374	27536	130161	0	20875	13768	130161	165002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
135836																																																																																																																																		145724	2732																																																																																																														
135854																																																																																																																																		114035	939	0	0	83082	7227	1007	6220	0	2834	0	1890	0	944	8773	16207	1438	152	117	0	117	0	0	0	0	0	0	4343	0	527	0	3816	16663	26105	1969	70065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16663	26105	1969	76789	0	5221	985	76789	83082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
136048																																																																																																																																		126056	730																																																																																																														
136338																																																																																																																																		485894	2418																																																																																																														
136459																																																																																																																																		54354	306	0	0	28124	1106	365	741	0	0	0	0	0	0	0	20236	12540	0	2782	0	2782	0	0	0	0	0	0	2660	12	188	0	2460	377	23947	13774	15295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469	735	0	0	0	735	377	23947	13774	16427	0	4789	6887	16427	28124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
136655																																																																																																																																		88615	784	0	9	62007	3553	1419	2134	0	0	0	0	0	0	55	10072	440	0	5995	0	5995	0	0	0	0	0	0	4536	0	0	0	4011	1806	18201	29714	39108	96	96	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1806	18201	29714	40054	0	3640	14857	40054	61998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137205																																																																																																																																		1982457	24412	0	6434	1565010	47007	37743	9264	0	0	0	0	0	0	46257	182630	7480	60991	0	0	0	0	0	0	0	0	0	75243	0	1522	0	66429	185406	193416	494943	1043661	8141	8141	0	0	0	8141	3148	1574	0	0	0	1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160435	80218	0	0	0	80218	185406	194479	494943	1144740	0	38896	247472	1144740	1558576	938	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137447																																																																																																																																		447371	2877	0	0	239448	34187	31855	2332	0	0	0	0	0	0	32525	131290	27157	0	0	0	0	0	0	0	0	0	0	21066	120	338	0	17358	76236	133960	70734	161364	1084	1084	0	0	0	1084	0	0	0	0	0	0	400	80	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	15706	7853	0	0	0	7853	76236	133960	70734	175328	0	26792	35367	175328	239448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137456																																																																																																																																		147909	1105																																																																																																														
137559																																																																																																																																		164933	2064	0	788	102157	41432	1264	40168	0	27382	0	25939	656	787	0	0	0	0	0	0	0	0	0	0	0	0	0	5451	12	0	0	2753	4190	66107	11526	81457	0	0	0	0	0	0	0	0	0	0	0	0	200	40	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	134	67	0	0	0	67	4190	66107	11526	81564	0	13221	5763	81564	101369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
137643																																																																																																																																		157119	1183																																																																																																														
137652																																																																																																																																		700843	4000																																																																																																														
137915																																																																																																																																		5747984	78683	0	7358	5813871	537964	524898	13066	0	0	0	0	0	0	191685	2104	2996	157238	0	0	0	0	243	243	0	0	0	681360	103844	2848	0	295260	936527	18018	721825	3795855	8163	8163	0	0	0	8163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15219	15219	0	0	0	15219	493647	246824	0	0	0	246824	936527	18018	721825	4072554	0	3604	360913	4072554	5806513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	
138051																																																																																																																																		171675	1809																																																																																																														
138257																																																																																																																																		69973	453																																																																																																														
138556																																																																																																																																		126930	439																																																																																																														
139133																																																																																																																																		301097	2263	0	0	208610	38276	3957	34319	0	0	0	0	0	0	1261	32993	10189	1652	18164	0	18164	0	0	0	0	0	0	10232	0	0	0	6019	10899	85476	55340	144058	554	554	0	0	0	554	114	57	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10516	5258	0	0	0	0	10899	85476	55340	150386	0	17095	27670	150386	208610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139478																																																																																																																																		905906	5422	0	0	559024	201012	2213	198799	0	97044	0	97044	0	0	0	2913	0	586	99	0	99	0	0	0	0	0	0	36940	1	4165	684	24268	15283	303520	306019	274739	0	0	0	0	0	0	2	1	0	0	1	0	768	154	0	0	77	77	0	0	0	0	0	0	0	0	0	0	0	0	85422	42711	0	0	0	42711	15283	303520	306097	317976	0	60704	153049	317976	559024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139553																																																																																																																																		1524254	13163	0	0	1084351	46141	30009	16132	0	0	0	0	0	0	27964	295733	25056	0	0	0	0	0	0	0	0	0	0	48300	1655	2259	984	43293	123332	320589	290071	789901	9167	9167	394	0	3125	5648	12536	6268	128	0	0	6140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36083	18042	0	0	99	15899	123977	320590	294033	849857	0	64118	147017	849857	1084351	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139656																																																																																																																																		4267417	51834	0	16920	2873288	141797	83660	58137	0	0	0	0	0	0	84415	719936	30700	52514	452	0	452	0	0	0	0	0	0	313262	13797	7588	2469	234706	476112	816449	727383	2035184	10922	10922	0	0	0	10922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237949	118975	0	0	0	118975	524250	816449	727383	2233546	0	163290	363692	2233546	2856368	5452	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139740																																																																																																																																		3267167	28042	0	0	2658382	269838	242393	27445	0	0	0	0	0	0	138261	304298	98892	13479	5	0	5	0	0	0	0	0	0	114226	272	11296	745	86190	462494	356718	186633	2185821	17614	17614	0	0	0	17614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181511	90756	0	0	0	90756	462494	363959	186633	2417638	0	72792	93317	2417638	2658382	2821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139834																																																																																																																																		85366	396																																																																																																														
139843																																																																																																																																		2298100	18479	0	0	1759035	176186	158702	17484	0	375	0	375	0	0	42983	335298	13363	0	0	0	0	0	794	0	0	0	0	96384	3715	11142	1360	62927	284379	381628	136206	1358069	9249	9249	0	0	0	9249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65894	32947	0	0	25093	7854	284379	381628	168254	1376957	0	76326	84127	1376957	1759035	1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139955																																																																																																																																		105460	0																																																																																																														
140157																																																																																																																																		329808	2756																																																																																																														
140362																																																																																																																																		2051356	24911																																																																																																														
140634																																																																																																																																		95149	352	0	0	50850	7951	0	7951	0	442	0	0	442	0	0	32899	17034	0	5000	0	5000	0	0	0	0	0	0	2573	0	0	0	2513	59	45850	20939	27103	784	784	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	45850	20939	28655	0	9170	10470	28655	50850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141211																																																																																																																																		562241	4490																																																																																																														
141341																																																																																																																																		272184	2250																																																																																																														
141350																																																																																																																																		102531	499																																																																																																														
141556																																																																																																																																		2165992	77949	0	58323	1631080	660600	641333	19267	0	0	0	0	0	0	3432	15017	0	96	0	0	0	0	0	0	0	0	0	63098	192	3031	0	50885	658307	121953	14265	1353146	7914	7914	0	0	0	7914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182636	91318	0	0	0	91318	658307	121953	14265	1469083	0	24391	7133	1469083	1572757	0	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141677																																																																																																																																		59853	164	0	0	23875	8556	25	8531	0	11255	0	11255	0	0	0	0	0	0	5927	0	5927	0	0	0	0	0	0	2697	0	58	0	2641	25	25771	31000	3221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25771	31000	3221	0	5154	15500	3221	23875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
141958																																																																																																																																		126893	618	0	0	71899	14577	4656	257	9664	0	0	0	0	0	5347	40486	13421	0	414	0	414	0	0	0	0	0	0	2276	0	406	0	1870	10003	41563	28182	46598	902	902	0	0	0	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2310	1155	0	0	0	1155	10003	41563	28182	49375	0	8313	14091	49375	71899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
142049																																																																																																																																		160210	1484																																																																																																														
142179																																																																																																																																		172386	329																																																																																																														
142955																																																																																																																																		712571	7783	0	362	593687	37889	35538	2351	0	0	0	0	0	0	10393	22865	0	0	300	0	300	0	0	0	0	0	0	28646	17	1323	143	26350	94842	42074	86812	475906	414	414	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11052	11052	0	0	11052	0	47859	23930	0	0	1046	22883	94842	42074	98910	504378	0	8415	49455	504378	593325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143372																																																																																																																																		163359	1035	0	0	104728	3166	2772	394	0	1645	0	1645	0	0	0	3739	0	0	32899	0	32899	0	0	0	0	0	0	7471	44	193	211	7023	3298	38870	57461	64529	0	0	0	0	0	0	0	0	0	0	0	0	20	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	6208	3104	0	0	0	3104	3298	38870	57461	67951	0	7774	28731	67951	104728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143662																																																																																																																																		30290285	279887	0	0	22276758	3085464	2821118	264346	0	2873	8	2	0	2863	304102	3097095	6223	69500	2	0	2	0	12599	0	0	0	12599	1352990	10653	25091	18812	950056	4552859	3811946	6473109	15300412	96822	96822	0	0	0	96822	18538	9269	0	0	0	9269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4071911	2035956	0	0	0	2035956	4559328	4381860	6474218	17858186	0	876372	3237109	17858186	22276758	230711	0	0	0	0	0	0	0	0	0	948	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143859																																																																																																																																		342912	3098	0	0	247814	67508	66015	1493	0	1970	0	0	1970	0	1155	24009	0	1790	0	0	0	0	0	0	0	0	0	19665	671	940	37	16063	81876	26442	8832	224888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20138	10069	0	0	0	10069	81876	26442	8832	234957	0	5288	4416	234957	247814	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143952																																																																																																																																		244820	2321	0	575	139711	8424	6143	1971	0	0	0	0	0	0	2915	86090	10595	4652	0	0	0	0	0	0	0	0	0	7786	370	2261	71	3679	9428	101994	34447	97510	392	392	0	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10015	5008	0	0	3552	1456	9428	101994	38177	99750	0	20399	19089	99750	139136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144034																																																																																																																																		321444	2685	0	51	210739	70570	69949	621	0	0	0	0	0	0	0	1802	0	0	0	0	0	0	0	0	0	0	0	15035	0	1298	0	13737	77136	4204	69264	173209	320	320	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6735	6735	0	6735	0	0	0	0	0	0	0	0	77136	10939	69264	173529	0	2188	34632	173529	210688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144052																																																																																																																																		537858	4271																																																																																																														
144155																																																																																																																																		463585	3391	0	768	209912	29878	26399	3479	0	0	0	0	0	0	120276	51025	0	0	0	0	0	0	0	0	0	0	0	10780	520	871	67	9306	197030	55375	35512	169461	1018	1018	200	0	0	818	1405	703	179	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271764	55375	35512	170803	0	11075	17756	170803	209144	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144678																																																																																																																																		484348	1900	0	0	209232	18475	11984	6491	0	0	0	0	0	0	47758	125218	0	0	0	0	0	0	0	0	0	0	0	29646	161	4586	0	21907	59913	136295	233865	53861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14576	7288	0	0	0	7288	59913	136295	233990	61149	0	27259	116995	61149	209232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144856																																																																																																																																		353060	2369	0	208	172845	54671	48399	6272	0	0	0	0	0	0	35524	43897	6899	984	845	0	845	0	0	0	0	0	0	13441	0	0	0	13441	94016	61857	104477	93398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7243	3622	0	0	0	3622	94016	61857	104477	98610	0	12371	52239	98610	172637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144913																																																																																																																																		448571	2256																																																																																																														
145059																																																																																																																																		109523	649	0	0	66039	4779	1833	2946	0	0	0	0	0	0	0	26678	20242	0	4415	0	4415	0	0	0	0	0	0	6648	39	598	0	6011	3554	34637	26159	43572	300	300	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1421	711	0	0	0	711	3554	34637	26159	45094	0	6927	13080	45094	66039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145545																																																																																																																																		801265	4601	0	0	474831	46241	37035	9206	0	107604	994	105608	752	250	2401	150944	1303	0	41090	0	41090	0	0	0	0	0	0	40223	628	881	0	32608	62296	313728	157606	247780	165	165	0	0	0	165	214	107	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51890	25945	0	0	0	25945	62296	313728	157606	304418	0	62746	78803	304418	474831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145554																																																																																																																																		243862	2551	0	986	125171	91467	84562	6905	0	3000	0	0	0	3000	8477	4182	291	0	1213	0	1213	0	0	0	0	0	0	11063	141	280	91	10548	93385	19404	38690	93208	175	175	0	70	100	5	85	43	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7460	3730	0	0	560	2094	93385	19517	39459	97282	0	3903	19730	97282	124185	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145741																																																																																																																																		222034	1294	0	0	148363	47074	41734	5340	0	0	0	0	0	0	14553	0	13455	22078	4600	0	4600	0	0	0	0	0	0	3748	67	109	0	3572	58523	10049	29546	124650	225	225	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3067	1534	0	0	0	1534	58523	10049	29546	131580	0	2010	14773	131580	148363	646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
145844																																																																																																																																		578326	3967	0	156	304888	31537	21316	10221	0	0	0	0	0	0	95139	124196	18435	5250	0	0	0	0	0	0	0	0	0	21706	381	2175	287	17336	124889	136592	106684	207337	95	95	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14527	7264	0	0	0	7264	124889	136592	106684	219231	0	27318	53342	219231	304732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
146056																																																																																																																																		48246	621																																																																																																														
146663																																																																																																																																		1386029	14852																																																																																																														
146672																																																																																																																																		27043034	202296	0	0	20394665	346474	230204	85568	30701	270008	124072	145157	0	0	742487	854882	19193	70480	0	0	0	0	44106	0	0	0	0	2346855	27840	478715	122530	1093652	1652147	4151807	7335901	13291455	5281	5281	0	0	0	5281	96792	48396	0	0	0	48396	50	10	0	0	0	10	0	0	0	0	0	0	58247	58247	0	0	32247	25999	2069796	1034898	0	0	0	1034898	1652147	4169506	7369306	14807492	0	833901	3684653	14807492	20394665	83467	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147651																																																																																																																																		54917	637																																																																																																														
147679																																																																																																																																		294377	1411	0	0	188088	14967	1126	13841	0	33464	6602	24061	2801	0	1058	4108	0	0	0	0	0	0	0	0	0	0	0	18014	0	1728	0	15986	8786	43738	133079	109768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8786	43738	133079	112708	0	8748	66540	112708	188088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147857																																																																																																																																		297471	3233																																																																																																														
147923																																																																																																																																		582276	2330	0	0	307758	144150	138391	5759	0	83459	6911	76548	0	0	0	0	0	20379	25129	2908	22221	0	0	0	0	0	0	10124	0	247	730	9147	177888	104775	69061	233032	231	231	0	0	0	231	2379	1190	663	0	0	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31211	15606	0	0	1879	12926	178551	104775	70940	249834	0	20955	35470	249834	307758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148171																																																																																																																																		276374	2436																																																																																																														
148238																																																																																																																																		246679	2489	0	234	180542	35055	18054	17001	0	0	0	0	0	0	202	9733	952	0	12755	0	12755	0	0	0	0	0	0	15659	1	755	96	12823	24138	43256	28979	146074	46	46	0	0	0	46	174	87	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	125	0	0	0	124	24138	43256	28979	148649	0	8651	14490	148649	180308	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148340																																																																																																																																		118546	550	0	0	67916	10082	4765	5317	0	0	0	0	0	0	2069	34077	4340	1356	0	0	0	0	0	0	0	0	0	5848	7	1261	20	4560	9322	40655	30055	38894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9322	40655	30607	39843	0	8131	15304	39843	67916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148470																																																																																																																																		308413	1043	0	0	131395	103891	99383	4508	0	23994	594	22900	500	0	0	0	0	0	500	0	500	0	0	0	0	0	0	15736	9	309	274	13797	101707	28217	122923	54808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18329	9165	0	0	6607	2558	101707	28217	129530	58625	0	5643	64765	58625	131395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
148715																																																																																																																																		151300	981																																																																																																														
148809																																																																																																																																		608809	5350																																																																																																														
148920																																																																																																																																		56760	579																																																																																																														
149150																																																																																																																																		151628	1850	0	609	99291	19245	5675	13570	0	0	0	0	0	0	1956	29849	0	3764	5291	0	5291	0	0	0	0	0	0	2867	17	219	0	2631	11562	48929	23878	68703	0	0	0	0	0	0	94	47	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15233	7617	0	0	0	7617	11562	48929	23878	77164	0	9786	11939	77164	98682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150035																																																																																																																																		1876828	9581	0	0	1078928	53975	30421	23554	0	16573	0	12529	4044	0	4166	734068	13511	12006	46363	0	46363	0	0	0	0	0	0	93124	870	3278	0	75825	72711	819792	296785	680836	58545	58545	0	0	0	58545	4069	2035	0	0	0	2035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71874	35937	0	0	35937	0	72711	837149	332722	741416	0	167430	166361	741416	1078928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150044																																																																																																																																		826421	9627																																																																																																														
150156																																																																																																																																		25685	111																																																																																																														
150727																																																																																																																																		1049433	7813	0	0	641828	61904	42749	19155	0	3935	0	0	3935	0	3121	280474	29077	0	6561	0	6561	0	0	0	0	0	0	57471	0	0	0	44546	98156	306190	208713	422849	944	944	0	0	0	944	164	82	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23234	11617	0	0	0	11617	98156	306190	208713	445367	0	61238	104357	445367	641828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151546																																																																																																																																		99469	824	0	67	60633	15850	1130	14720	0	0	0	0	0	0	1237	17805	8710	0	1838	0	1838	0	0	0	0	0	0	2034	38	269	0	1727	2872	34632	21771	41052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3513	1757	0	0	0	1757	2872	34632	21771	42809	0	6926	10886	42809	60566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151957																																																																																																																																		807497	9247																																																																																																														
152057																																																																																																																																		195737	1368	0	0	119727	50365	45657	4708	0	0	0	0	0	0	594	12568	1779	3000	0	0	0	0	0	0	0	0	0	7368	143	0	0	7226	54390	17276	28372	93944	0	0	0	0	0	0	2649	1325	0	0	0	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	219	0	0	13	206	54390	17276	28791	97554	0	3455	14396	97554	119727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152253																																																																																																																																		245472	2720	0	1054	133296	5433	4109	1324	0	131129	0	117594	367	13168	0	0	9058	0	520	0	520	0	0	0	0	0	0	4291	0	0	0	4291	7193	119438	32565	88028	1054	1054	0	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7193	119438	32565	91754	0	23888	16283	91754	132242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
